variant,day,product,pnl
pure_touch_all50,2,ROBOT_LAUNDRY,-1687
pure_touch_all50,2,ROBOT_MOPPING,-11813
pure_touch_all50,2,ROBOT_VACUUMING,-2918
pure_touch_all50,2,SLEEP_POD_COTTON,-718
pure_touch_all50,2,SLEEP_POD_LAMB_WOOL,-10070
pure_touch_all50,2,SLEEP_POD_NYLON,2191
pure_touch_all50,2,SLEEP_POD_POLYESTER,-160
pure_touch_all50,2,SLEEP_POD_SUEDE,15022
pure_touch_all50,2,SNACKPACK_CHOCOLATE,4884
pure_touch_all50,2,SNACKPACK_PISTACHIO,4338
pure_touch_all50,2,SNACKPACK_RASPBERRY,4610
pure_touch_all50,2,SNACKPACK_STRAWBERRY,2606
pure_touch_all50,2,SNACKPACK_VANILLA,1174
pure_touch_all50,2,TRANSLATOR_ASTRO_BLACK,842
pure_touch_all50,2,TRANSLATOR_ECLIPSE_CHARCOAL,11781
pure_touch_all50,2,TRANSLATOR_GRAPHITE_MIST,-4290
pure_touch_all50,2,TRANSLATOR_SPACE_GRAY,10066
pure_touch_all50,2,TRANSLATOR_VOID_BLUE,4662
pure_touch_all50,2,UV_VISOR_AMBER,8596
pure_touch_all50,2,UV_VISOR_MAGENTA,3704
pure_touch_all50,2,UV_VISOR_ORANGE,4325
pure_touch_all50,2,UV_VISOR_RED,1681
pure_touch_all50,2,UV_VISOR_YELLOW,-1124
pure_touch_all50,3,GALAXY_SOUNDS_BLACK_HOLES,6708
pure_touch_all50,3,GALAXY_SOUNDS_DARK_MATTER,358
pure_touch_all50,3,GALAXY_SOUNDS_PLANETARY_RINGS,2414
pure_touch_all50,3,GALAXY_SOUNDS_SOLAR_FLAMES,4229
pure_touch_all50,3,GALAXY_SOUNDS_SOLAR_WINDS,9037
pure_touch_all50,3,MICROCHIP_CIRCLE,-862
pure_touch_all50,3,MICROCHIP_OVAL,5347
pure_touch_all50,3,MICROCHIP_RECTANGLE,5841
pure_touch_all50,3,MICROCHIP_SQUARE,-619
pure_touch_all50,3,MICROCHIP_TRIANGLE,-592
pure_touch_all50,3,OXYGEN_SHAKE_CHOCOLATE,10434
pure_touch_all50,3,OXYGEN_SHAKE_EVENING_BREATH,7882
pure_touch_all50,3,OXYGEN_SHAKE_GARLIC,4170
pure_touch_all50,3,OXYGEN_SHAKE_MINT,-93
pure_touch_all50,3,OXYGEN_SHAKE_MORNING_BREATH,2750
pure_touch_all50,3,PANEL_1X2,-8438
pure_touch_all50,3,PANEL_1X4,4839
pure_touch_all50,3,PANEL_2X2,766
pure_touch_all50,3,PANEL_2X4,11286
pure_touch_all50,3,PANEL_4X4,-2620
pure_touch_all50,3,PEBBLES_L,18263
pure_touch_all50,3,PEBBLES_M,-11338
pure_touch_all50,3,PEBBLES_S,5188
pure_touch_all50,3,PEBBLES_XL,15026
pure_touch_all50,3,PEBBLES_XS,-3662
pure_touch_all50,3,ROBOT_DISHES,10932
pure_touch_all50,3,ROBOT_IRONING,-194
pure_touch_all50,3,ROBOT_LAUNDRY,2580
pure_touch_all50,3,ROBOT_MOPPING,-9580
pure_touch_all50,3,ROBOT_VACUUMING,333
pure_touch_all50,3,SLEEP_POD_COTTON,641
pure_touch_all50,3,SLEEP_POD_LAMB_WOOL,-7828
pure_touch_all50,3,SLEEP_POD_NYLON,7216
pure_touch_all50,3,SLEEP_POD_POLYESTER,7462
pure_touch_all50,3,SLEEP_POD_SUEDE,6553
pure_touch_all50,3,SNACKPACK_CHOCOLATE,9670
pure_touch_all50,3,SNACKPACK_PISTACHIO,5674
pure_touch_all50,3,SNACKPACK_RASPBERRY,6166
pure_touch_all50,3,SNACKPACK_STRAWBERRY,2710
pure_touch_all50,3,SNACKPACK_VANILLA,536
pure_touch_all50,3,TRANSLATOR_ASTRO_BLACK,811
pure_touch_all50,3,TRANSLATOR_ECLIPSE_CHARCOAL,-9788
pure_touch_all50,3,TRANSLATOR_GRAPHITE_MIST,-224
pure_touch_all50,3,TRANSLATOR_SPACE_GRAY,75
pure_touch_all50,3,TRANSLATOR_VOID_BLUE,2410
pure_touch_all50,3,UV_VISOR_AMBER,-21
pure_touch_all50,3,UV_VISOR_MAGENTA,-8314
pure_touch_all50,3,UV_VISOR_ORANGE,2516
pure_touch_all50,3,UV_VISOR_RED,9047
pure_touch_all50,3,UV_VISOR_YELLOW,8554
pure_touch_all50,4,GALAXY_SOUNDS_BLACK_HOLES,15630
pure_touch_all50,4,GALAXY_SOUNDS_DARK_MATTER,6406
pure_touch_all50,4,GALAXY_SOUNDS_PLANETARY_RINGS,-6442
pure_touch_all50,4,GALAXY_SOUNDS_SOLAR_FLAMES,-2608
pure_touch_all50,4,GALAXY_SOUNDS_SOLAR_WINDS,10122
pure_touch_all50,4,MICROCHIP_CIRCLE,11709
pure_touch_all50,4,MICROCHIP_OVAL,1378
pure_touch_all50,4,MICROCHIP_RECTANGLE,-13214
pure_touch_all50,4,MICROCHIP_SQUARE,8537
pure_touch_all50,4,MICROCHIP_TRIANGLE,8533
pure_touch_all50,4,OXYGEN_SHAKE_CHOCOLATE,5335
pure_touch_all50,4,OXYGEN_SHAKE_EVENING_BREATH,12376
pure_touch_all50,4,OXYGEN_SHAKE_GARLIC,8544
pure_touch_all50,4,OXYGEN_SHAKE_MINT,2923
pure_touch_all50,4,OXYGEN_SHAKE_MORNING_BREATH,8346
pure_touch_all50,4,PANEL_1X2,345
pure_touch_all50,4,PANEL_1X4,9532
pure_touch_all50,4,PANEL_2X2,494
pure_touch_all50,4,PANEL_2X4,6930
pure_touch_all50,4,PANEL_4X4,5118
pure_touch_all50,4,PEBBLES_L,-7666
pure_touch_all50,4,PEBBLES_M,-10908
pure_touch_all50,4,PEBBLES_S,23192
pure_touch_all50,4,PEBBLES_XL,11862
pure_touch_all50,4,PEBBLES_XS,3969
pure_touch_all50,4,ROBOT_DISHES,-2119
pure_touch_all50,4,ROBOT_IRONING,1923
pure_touch_all50,4,ROBOT_LAUNDRY,6804
pure_touch_all50,4,ROBOT_MOPPING,5296
pure_touch_all50,4,ROBOT_VACUUMING,1034
pure_touch_all50,4,SLEEP_POD_COTTON,9591
pure_touch_all50,4,SLEEP_POD_LAMB_WOOL,-4513
pure_touch_all50,4,SLEEP_POD_NYLON,5290
pure_touch_all50,4,SLEEP_POD_POLYESTER,4634
pure_touch_all50,4,SLEEP_POD_SUEDE,-5844
pure_touch_all50,4,SNACKPACK_CHOCOLATE,6019
pure_touch_all50,4,SNACKPACK_PISTACHIO,2493
pure_touch_all50,4,SNACKPACK_RASPBERRY,6132
pure_touch_all50,4,SNACKPACK_STRAWBERRY,3414
pure_touch_all50,4,SNACKPACK_VANILLA,2573
pure_touch_all50,4,TRANSLATOR_ASTRO_BLACK,8150
pure_touch_all50,4,TRANSLATOR_ECLIPSE_CHARCOAL,7940
pure_touch_all50,4,TRANSLATOR_GRAPHITE_MIST,4674
pure_touch_all50,4,TRANSLATOR_SPACE_GRAY,-14353
pure_touch_all50,4,TRANSLATOR_VOID_BLUE,11000
pure_touch_all50,4,UV_VISOR_AMBER,11519
pure_touch_all50,4,UV_VISOR_MAGENTA,-2432
pure_touch_all50,4,UV_VISOR_ORANGE,9666
pure_touch_all50,4,UV_VISOR_RED,580
pure_touch_all50,4,UV_VISOR_YELLOW,1325
base_touch_selected,2,GALAXY_SOUNDS_BLACK_HOLES,-5885
base_touch_selected,2,GALAXY_SOUNDS_DARK_MATTER,2303
base_touch_selected,2,GALAXY_SOUNDS_PLANETARY_RINGS,23700
base_touch_selected,2,GALAXY_SOUNDS_SOLAR_FLAMES,4640
base_touch_selected,2,GALAXY_SOUNDS_SOLAR_WINDS,-8929
base_touch_selected,2,MICROCHIP_CIRCLE,523
base_touch_selected,2,MICROCHIP_OVAL,4939
base_touch_selected,2,MICROCHIP_RECTANGLE,16141
base_touch_selected,2,MICROCHIP_SQUARE,1776
base_touch_selected,2,MICROCHIP_TRIANGLE,5262
base_touch_selected,2,OXYGEN_SHAKE_CHOCOLATE,9314
base_touch_selected,2,OXYGEN_SHAKE_EVENING_BREATH,2117
base_touch_selected,2,OXYGEN_SHAKE_GARLIC,-1803
base_touch_selected,2,OXYGEN_SHAKE_MINT,0
base_touch_selected,2,OXYGEN_SHAKE_MORNING_BREATH,4125
base_touch_selected,2,PANEL_1X2,0
base_touch_selected,2,PANEL_1X4,16825
base_touch_selected,2,PANEL_2X2,0
base_touch_selected,2,PANEL_2X4,1449
base_touch_selected,2,PANEL_4X4,0
base_touch_selected,2,PEBBLES_L,-5089
base_touch_selected,2,PEBBLES_M,0
base_touch_selected,2,PEBBLES_S,-4206
base_touch_selected,2,PEBBLES_XL,-38
base_touch_selected,2,PEBBLES_XS,0
base_touch_selected,2,ROBOT_DISHES,8067
base_touch_selected,2,ROBOT_IRONING,3031
base_touch_selected,2,ROBOT_LAUNDRY,-1687
base_touch_selected,2,ROBOT_MOPPING,0
base_touch_selected,2,ROBOT_VACUUMING,0
base_touch_selected,2,SLEEP_POD_COTTON,-718
base_touch_selected,2,SLEEP_POD_LAMB_WOOL,0
base_touch_selected,2,SLEEP_POD_NYLON,2191
base_touch_selected,2,SLEEP_POD_POLYESTER,7349
base_touch_selected,2,SLEEP_POD_SUEDE,15022
base_touch_selected,2,SNACKPACK_CHOCOLATE,4884
base_touch_selected,2,SNACKPACK_PISTACHIO,4338
base_touch_selected,2,SNACKPACK_RASPBERRY,4610
base_touch_selected,2,SNACKPACK_STRAWBERRY,833
base_touch_selected,2,SNACKPACK_VANILLA,1174
base_touch_selected,2,TRANSLATOR_ASTRO_BLACK,842
base_touch_selected,2,TRANSLATOR_ECLIPSE_CHARCOAL,11781
base_touch_selected,2,TRANSLATOR_GRAPHITE_MIST,0
base_touch_selected,2,TRANSLATOR_SPACE_GRAY,10066
base_touch_selected,2,TRANSLATOR_VOID_BLUE,5339
base_touch_selected,2,UV_VISOR_AMBER,8596
base_touch_selected,2,UV_VISOR_MAGENTA,3657
base_touch_selected,2,UV_VISOR_ORANGE,4325
base_touch_selected,2,UV_VISOR_RED,1681
base_touch_selected,2,UV_VISOR_YELLOW,-1124
base_touch_selected,3,GALAXY_SOUNDS_BLACK_HOLES,6708
base_touch_selected,3,GALAXY_SOUNDS_DARK_MATTER,358
base_touch_selected,3,GALAXY_SOUNDS_PLANETARY_RINGS,2414
base_touch_selected,3,GALAXY_SOUNDS_SOLAR_FLAMES,4490
base_touch_selected,3,GALAXY_SOUNDS_SOLAR_WINDS,9037
base_touch_selected,3,MICROCHIP_CIRCLE,-862
base_touch_selected,3,MICROCHIP_OVAL,5347
base_touch_selected,3,MICROCHIP_RECTANGLE,3904
base_touch_selected,3,MICROCHIP_SQUARE,-619
base_touch_selected,3,MICROCHIP_TRIANGLE,-592
base_touch_selected,3,OXYGEN_SHAKE_CHOCOLATE,10434
base_touch_selected,3,OXYGEN_SHAKE_EVENING_BREATH,7882
base_touch_selected,3,OXYGEN_SHAKE_GARLIC,4170
base_touch_selected,3,OXYGEN_SHAKE_MINT,0
base_touch_selected,3,OXYGEN_SHAKE_MORNING_BREATH,2750
base_touch_selected,3,PANEL_1X2,0
base_touch_selected,3,PANEL_1X4,4839
base_touch_selected,3,PANEL_2X2,3889
base_touch_selected,3,PANEL_2X4,11286
base_touch_selected,3,PANEL_4X4,0
base_touch_selected,3,PEBBLES_L,18263
base_touch_selected,3,PEBBLES_M,0
base_touch_selected,3,PEBBLES_S,25535
base_touch_selected,3,PEBBLES_XL,15026
base_touch_selected,3,PEBBLES_XS,0
base_touch_selected,3,ROBOT_DISHES,10932
base_touch_selected,3,ROBOT_IRONING,0
base_touch_selected,3,ROBOT_LAUNDRY,2580
base_touch_selected,3,ROBOT_MOPPING,0
base_touch_selected,3,ROBOT_VACUUMING,0
base_touch_selected,3,SLEEP_POD_COTTON,641
base_touch_selected,3,SLEEP_POD_LAMB_WOOL,0
base_touch_selected,3,SLEEP_POD_NYLON,7216
base_touch_selected,3,SLEEP_POD_POLYESTER,2139
base_touch_selected,3,SLEEP_POD_SUEDE,6553
base_touch_selected,3,SNACKPACK_CHOCOLATE,9670
base_touch_selected,3,SNACKPACK_PISTACHIO,5674
base_touch_selected,3,SNACKPACK_RASPBERRY,6166
base_touch_selected,3,SNACKPACK_STRAWBERRY,930
base_touch_selected,3,SNACKPACK_VANILLA,536
base_touch_selected,3,TRANSLATOR_ASTRO_BLACK,811
base_touch_selected,3,TRANSLATOR_ECLIPSE_CHARCOAL,-9788
base_touch_selected,3,TRANSLATOR_GRAPHITE_MIST,0
base_touch_selected,3,TRANSLATOR_SPACE_GRAY,75
base_touch_selected,3,TRANSLATOR_VOID_BLUE,6956
base_touch_selected,3,UV_VISOR_AMBER,-21
base_touch_selected,3,UV_VISOR_MAGENTA,-1920
base_touch_selected,3,UV_VISOR_ORANGE,2516
base_touch_selected,3,UV_VISOR_RED,9047
base_touch_selected,3,UV_VISOR_YELLOW,8554
base_touch_selected,4,GALAXY_SOUNDS_BLACK_HOLES,15630
base_touch_selected,4,GALAXY_SOUNDS_DARK_MATTER,6406
base_touch_selected,4,GALAXY_SOUNDS_PLANETARY_RINGS,-6442
base_touch_selected,4,GALAXY_SOUNDS_SOLAR_FLAMES,0
base_touch_selected,4,GALAXY_SOUNDS_SOLAR_WINDS,10122
base_touch_selected,4,MICROCHIP_CIRCLE,11709
base_touch_selected,4,MICROCHIP_OVAL,1378
base_touch_selected,4,MICROCHIP_RECTANGLE,19251
base_touch_selected,4,MICROCHIP_SQUARE,8537
base_touch_selected,4,MICROCHIP_TRIANGLE,8533
base_touch_selected,4,OXYGEN_SHAKE_CHOCOLATE,5335
base_touch_selected,4,OXYGEN_SHAKE_EVENING_BREATH,12376
base_touch_selected,4,OXYGEN_SHAKE_GARLIC,8544
base_touch_selected,4,OXYGEN_SHAKE_MINT,0
base_touch_selected,4,OXYGEN_SHAKE_MORNING_BREATH,8346
base_touch_selected,4,PANEL_1X2,0
base_touch_selected,4,PANEL_1X4,9532
base_touch_selected,4,PANEL_2X2,0
base_touch_selected,4,PANEL_2X4,6930
base_touch_selected,4,PANEL_4X4,0
base_touch_selected,4,PEBBLES_L,-7666
base_touch_selected,4,PEBBLES_M,0
base_touch_selected,4,PEBBLES_S,8650
base_touch_selected,4,PEBBLES_XL,11862
base_touch_selected,4,PEBBLES_XS,0
base_touch_selected,4,ROBOT_DISHES,-2119
base_touch_selected,4,ROBOT_IRONING,0
base_touch_selected,4,ROBOT_LAUNDRY,6804
base_touch_selected,4,ROBOT_MOPPING,0
base_touch_selected,4,ROBOT_VACUUMING,0
base_touch_selected,4,SLEEP_POD_COTTON,9591
base_touch_selected,4,SLEEP_POD_LAMB_WOOL,0
base_touch_selected,4,SLEEP_POD_NYLON,5290
base_touch_selected,4,SLEEP_POD_POLYESTER,7685
base_touch_selected,4,SLEEP_POD_SUEDE,-5844
base_touch_selected,4,SNACKPACK_CHOCOLATE,6019
base_touch_selected,4,SNACKPACK_PISTACHIO,2493
base_touch_selected,4,SNACKPACK_RASPBERRY,6132
base_touch_selected,4,SNACKPACK_STRAWBERRY,1860
base_touch_selected,4,SNACKPACK_VANILLA,2573
base_touch_selected,4,TRANSLATOR_ASTRO_BLACK,8150
base_touch_selected,4,TRANSLATOR_ECLIPSE_CHARCOAL,7940
base_touch_selected,4,TRANSLATOR_GRAPHITE_MIST,0
base_touch_selected,4,TRANSLATOR_SPACE_GRAY,-14353
base_touch_selected,4,TRANSLATOR_VOID_BLUE,5676
base_touch_selected,4,UV_VISOR_AMBER,11519
base_touch_selected,4,UV_VISOR_MAGENTA,6975
base_touch_selected,4,UV_VISOR_ORANGE,9666
base_touch_selected,4,UV_VISOR_RED,580
base_touch_selected,4,UV_VISOR_YELLOW,1325
base_touch_target_select,2,GALAXY_SOUNDS_BLACK_HOLES,-5885
base_touch_target_select,2,GALAXY_SOUNDS_DARK_MATTER,2303
base_touch_target_select,2,GALAXY_SOUNDS_PLANETARY_RINGS,23700
base_touch_target_select,2,GALAXY_SOUNDS_SOLAR_FLAMES,4640
base_touch_target_select,2,GALAXY_SOUNDS_SOLAR_WINDS,-8929
base_touch_target_select,2,MICROCHIP_CIRCLE,523
base_touch_target_select,2,MICROCHIP_OVAL,4939
base_touch_target_select,2,MICROCHIP_RECTANGLE,16141
base_touch_target_select,2,MICROCHIP_SQUARE,1776
base_touch_target_select,2,MICROCHIP_TRIANGLE,5262
base_touch_target_select,2,OXYGEN_SHAKE_CHOCOLATE,9314
base_touch_target_select,2,OXYGEN_SHAKE_EVENING_BREATH,2117
base_touch_target_select,2,OXYGEN_SHAKE_GARLIC,-1803
base_touch_target_select,2,OXYGEN_SHAKE_MINT,0
base_touch_target_select,2,OXYGEN_SHAKE_MORNING_BREATH,4125
base_touch_target_select,2,PANEL_1X2,0
base_touch_target_select,2,PANEL_1X4,16825
base_touch_target_select,2,PANEL_2X2,7392
base_touch_target_select,2,PANEL_2X4,1449
base_touch_target_select,2,PANEL_4X4,0
base_touch_target_select,2,PEBBLES_L,-5089
base_touch_target_select,2,PEBBLES_M,0
base_touch_target_select,2,PEBBLES_S,20129
base_touch_target_select,2,PEBBLES_XL,-38
base_touch_target_select,2,PEBBLES_XS,0
base_touch_target_select,2,ROBOT_DISHES,8067
base_touch_target_select,2,ROBOT_IRONING,14509
base_touch_target_select,2,ROBOT_LAUNDRY,-1687
base_touch_target_select,2,ROBOT_MOPPING,0
base_touch_target_select,2,ROBOT_VACUUMING,0
base_touch_target_select,2,SLEEP_POD_COTTON,-718
base_touch_target_select,2,SLEEP_POD_LAMB_WOOL,0
base_touch_target_select,2,SLEEP_POD_NYLON,2191
base_touch_target_select,2,SLEEP_POD_POLYESTER,7349
base_touch_target_select,2,SLEEP_POD_SUEDE,15022
base_touch_target_select,2,SNACKPACK_CHOCOLATE,4884
base_touch_target_select,2,SNACKPACK_PISTACHIO,4338
base_touch_target_select,2,SNACKPACK_RASPBERRY,4610
base_touch_target_select,2,SNACKPACK_STRAWBERRY,2606
base_touch_target_select,2,SNACKPACK_VANILLA,1174
base_touch_target_select,2,TRANSLATOR_ASTRO_BLACK,842
base_touch_target_select,2,TRANSLATOR_ECLIPSE_CHARCOAL,11781
base_touch_target_select,2,TRANSLATOR_GRAPHITE_MIST,0
base_touch_target_select,2,TRANSLATOR_SPACE_GRAY,10066
base_touch_target_select,2,TRANSLATOR_VOID_BLUE,5339
base_touch_target_select,2,UV_VISOR_AMBER,8596
base_touch_target_select,2,UV_VISOR_MAGENTA,3657
base_touch_target_select,2,UV_VISOR_ORANGE,4325
base_touch_target_select,2,UV_VISOR_RED,1681
base_touch_target_select,2,UV_VISOR_YELLOW,-1124
base_touch_target_select,3,GALAXY_SOUNDS_BLACK_HOLES,6708
base_touch_target_select,3,GALAXY_SOUNDS_DARK_MATTER,358
base_touch_target_select,3,GALAXY_SOUNDS_PLANETARY_RINGS,2414
base_touch_target_select,3,GALAXY_SOUNDS_SOLAR_FLAMES,4490
base_touch_target_select,3,GALAXY_SOUNDS_SOLAR_WINDS,9037
base_touch_target_select,3,MICROCHIP_CIRCLE,-862
base_touch_target_select,3,MICROCHIP_OVAL,5347
base_touch_target_select,3,MICROCHIP_RECTANGLE,3904
base_touch_target_select,3,MICROCHIP_SQUARE,-619
base_touch_target_select,3,MICROCHIP_TRIANGLE,-592
base_touch_target_select,3,OXYGEN_SHAKE_CHOCOLATE,10434
base_touch_target_select,3,OXYGEN_SHAKE_EVENING_BREATH,7882
base_touch_target_select,3,OXYGEN_SHAKE_GARLIC,4170
base_touch_target_select,3,OXYGEN_SHAKE_MINT,0
base_touch_target_select,3,OXYGEN_SHAKE_MORNING_BREATH,2750
base_touch_target_select,3,PANEL_1X2,0
base_touch_target_select,3,PANEL_1X4,4839
base_touch_target_select,3,PANEL_2X2,766
base_touch_target_select,3,PANEL_2X4,11286
base_touch_target_select,3,PANEL_4X4,0
base_touch_target_select,3,PEBBLES_L,18263
base_touch_target_select,3,PEBBLES_M,0
base_touch_target_select,3,PEBBLES_S,5188
base_touch_target_select,3,PEBBLES_XL,15026
base_touch_target_select,3,PEBBLES_XS,0
base_touch_target_select,3,ROBOT_DISHES,10932
base_touch_target_select,3,ROBOT_IRONING,-194
base_touch_target_select,3,ROBOT_LAUNDRY,2580
base_touch_target_select,3,ROBOT_MOPPING,0
base_touch_target_select,3,ROBOT_VACUUMING,0
base_touch_target_select,3,SLEEP_POD_COTTON,641
base_touch_target_select,3,SLEEP_POD_LAMB_WOOL,0
base_touch_target_select,3,SLEEP_POD_NYLON,7216
base_touch_target_select,3,SLEEP_POD_POLYESTER,2139
base_touch_target_select,3,SLEEP_POD_SUEDE,6553
base_touch_target_select,3,SNACKPACK_CHOCOLATE,9670
base_touch_target_select,3,SNACKPACK_PISTACHIO,5674
base_touch_target_select,3,SNACKPACK_RASPBERRY,6166
base_touch_target_select,3,SNACKPACK_STRAWBERRY,2710
base_touch_target_select,3,SNACKPACK_VANILLA,536
base_touch_target_select,3,TRANSLATOR_ASTRO_BLACK,811
base_touch_target_select,3,TRANSLATOR_ECLIPSE_CHARCOAL,-9788
base_touch_target_select,3,TRANSLATOR_GRAPHITE_MIST,0
base_touch_target_select,3,TRANSLATOR_SPACE_GRAY,75
base_touch_target_select,3,TRANSLATOR_VOID_BLUE,6956
base_touch_target_select,3,UV_VISOR_AMBER,-21
base_touch_target_select,3,UV_VISOR_MAGENTA,-1920
base_touch_target_select,3,UV_VISOR_ORANGE,2516
base_touch_target_select,3,UV_VISOR_RED,9047
base_touch_target_select,3,UV_VISOR_YELLOW,8554
base_touch_target_select,4,GALAXY_SOUNDS_BLACK_HOLES,15630
base_touch_target_select,4,GALAXY_SOUNDS_DARK_MATTER,6406
base_touch_target_select,4,GALAXY_SOUNDS_PLANETARY_RINGS,-6442
base_touch_target_select,4,GALAXY_SOUNDS_SOLAR_FLAMES,0
base_touch_target_select,4,GALAXY_SOUNDS_SOLAR_WINDS,10122
base_touch_target_select,4,MICROCHIP_CIRCLE,11709
base_touch_target_select,4,MICROCHIP_OVAL,1378
base_touch_target_select,4,MICROCHIP_RECTANGLE,19251
base_touch_target_select,4,MICROCHIP_SQUARE,8537
base_touch_target_select,4,MICROCHIP_TRIANGLE,8533
base_touch_target_select,4,OXYGEN_SHAKE_CHOCOLATE,5335
base_touch_target_select,4,OXYGEN_SHAKE_EVENING_BREATH,12376
base_touch_target_select,4,OXYGEN_SHAKE_GARLIC,8544
base_touch_target_select,4,OXYGEN_SHAKE_MINT,0
base_touch_target_select,4,OXYGEN_SHAKE_MORNING_BREATH,8346
base_touch_target_select,4,PANEL_1X2,0
base_touch_target_select,4,PANEL_1X4,9532
base_touch_target_select,4,PANEL_2X2,494
base_touch_target_select,4,PANEL_2X4,6930
base_touch_target_select,4,PANEL_4X4,0
base_touch_target_select,4,PEBBLES_L,-7666
base_touch_target_select,4,PEBBLES_M,0
base_touch_target_select,4,PEBBLES_S,23192
base_touch_target_select,4,PEBBLES_XL,11862
base_touch_target_select,4,PEBBLES_XS,0
base_touch_target_select,4,ROBOT_DISHES,-2119
base_touch_target_select,4,ROBOT_IRONING,1923
base_touch_target_select,4,ROBOT_LAUNDRY,6804
base_touch_target_select,4,ROBOT_MOPPING,0
base_touch_target_select,4,ROBOT_VACUUMING,0
base_touch_target_select,4,SLEEP_POD_COTTON,9591
base_touch_target_select,4,SLEEP_POD_LAMB_WOOL,0
base_touch_target_select,4,SLEEP_POD_NYLON,5290
base_touch_target_select,4,SLEEP_POD_POLYESTER,7685
base_touch_target_select,4,SLEEP_POD_SUEDE,-5844
base_touch_target_select,4,SNACKPACK_CHOCOLATE,6019
base_touch_target_select,4,SNACKPACK_PISTACHIO,2493
base_touch_target_select,4,SNACKPACK_RASPBERRY,6132
base_touch_target_select,4,SNACKPACK_STRAWBERRY,3414
base_touch_target_select,4,SNACKPACK_VANILLA,2573
base_touch_target_select,4,TRANSLATOR_ASTRO_BLACK,8150
base_touch_target_select,4,TRANSLATOR_ECLIPSE_CHARCOAL,7940
base_touch_target_select,4,TRANSLATOR_GRAPHITE_MIST,0
base_touch_target_select,4,TRANSLATOR_SPACE_GRAY,-14353
base_touch_target_select,4,TRANSLATOR_VOID_BLUE,5676
base_touch_target_select,4,UV_VISOR_AMBER,11519
base_touch_target_select,4,UV_VISOR_MAGENTA,6975
base_touch_target_select,4,UV_VISOR_ORANGE,9666
base_touch_target_select,4,UV_VISOR_RED,580
base_touch_target_select,4,UV_VISOR_YELLOW,1325
base_touch_target_select_no_space,2,GALAXY_SOUNDS_BLACK_HOLES,-5885
base_touch_target_select_no_space,2,GALAXY_SOUNDS_DARK_MATTER,2303
base_touch_target_select_no_space,2,GALAXY_SOUNDS_PLANETARY_RINGS,23700
base_touch_target_select_no_space,2,GALAXY_SOUNDS_SOLAR_FLAMES,4640
base_touch_target_select_no_space,2,GALAXY_SOUNDS_SOLAR_WINDS,-8929
base_touch_target_select_no_space,2,MICROCHIP_CIRCLE,523
base_touch_target_select_no_space,2,MICROCHIP_OVAL,4939
base_touch_target_select_no_space,2,MICROCHIP_RECTANGLE,16141
base_touch_target_select_no_space,2,MICROCHIP_SQUARE,1776
base_touch_target_select_no_space,2,MICROCHIP_TRIANGLE,5262
base_touch_target_select_no_space,2,OXYGEN_SHAKE_CHOCOLATE,9314
base_touch_target_select_no_space,2,OXYGEN_SHAKE_EVENING_BREATH,2117
base_touch_target_select_no_space,2,OXYGEN_SHAKE_GARLIC,-1803
base_touch_target_select_no_space,2,OXYGEN_SHAKE_MINT,0
base_touch_target_select_no_space,2,OXYGEN_SHAKE_MORNING_BREATH,4125
base_touch_target_select_no_space,2,PANEL_1X2,0
base_touch_target_select_no_space,2,PANEL_1X4,16825
base_touch_target_select_no_space,2,PANEL_2X2,7392
base_touch_target_select_no_space,2,PANEL_2X4,1449
base_touch_target_select_no_space,2,PANEL_4X4,0
base_touch_target_select_no_space,2,PEBBLES_L,-5089
base_touch_target_select_no_space,2,PEBBLES_M,0
base_touch_target_select_no_space,2,PEBBLES_S,20129
base_touch_target_select_no_space,2,PEBBLES_XL,-38
base_touch_target_select_no_space,2,PEBBLES_XS,0
base_touch_target_select_no_space,2,ROBOT_DISHES,8067
base_touch_target_select_no_space,2,ROBOT_IRONING,14509
base_touch_target_select_no_space,2,ROBOT_LAUNDRY,-1687
base_touch_target_select_no_space,2,ROBOT_MOPPING,0
base_touch_target_select_no_space,2,ROBOT_VACUUMING,0
base_touch_target_select_no_space,2,SLEEP_POD_COTTON,-718
base_touch_target_select_no_space,2,SLEEP_POD_LAMB_WOOL,0
base_touch_target_select_no_space,2,SLEEP_POD_NYLON,2191
base_touch_target_select_no_space,2,SLEEP_POD_POLYESTER,7349
base_touch_target_select_no_space,2,SLEEP_POD_SUEDE,15022
base_touch_target_select_no_space,2,SNACKPACK_CHOCOLATE,4884
base_touch_target_select_no_space,2,SNACKPACK_PISTACHIO,4338
base_touch_target_select_no_space,2,SNACKPACK_RASPBERRY,4610
base_touch_target_select_no_space,2,SNACKPACK_STRAWBERRY,2606
base_touch_target_select_no_space,2,SNACKPACK_VANILLA,1174
base_touch_target_select_no_space,2,TRANSLATOR_ASTRO_BLACK,842
base_touch_target_select_no_space,2,TRANSLATOR_ECLIPSE_CHARCOAL,11781
base_touch_target_select_no_space,2,TRANSLATOR_GRAPHITE_MIST,0
base_touch_target_select_no_space,2,TRANSLATOR_SPACE_GRAY,0
base_touch_target_select_no_space,2,TRANSLATOR_VOID_BLUE,5339
base_touch_target_select_no_space,2,UV_VISOR_AMBER,8596
base_touch_target_select_no_space,2,UV_VISOR_MAGENTA,3657
base_touch_target_select_no_space,2,UV_VISOR_ORANGE,4325
base_touch_target_select_no_space,2,UV_VISOR_RED,1681
