candidate_id,lens,group,target,label,robust_param_count,best_total_pnl,best_min_day_pnl,best_trades,best_center_mode,best_threshold,best_horizon,best_exit_rule,best_slope_mode,best_vol_mode,thresholds_passing,horizons_passing,centers_passing,slope_modes_passing,vol_modes_passing
pair_ols|GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_WINDS|GALAXY_SOUNDS_BLACK_HOLES,pair_ols,GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_WINDS ~ GALAXY_SOUNDS_BLACK_HOLES,22,13240.0,2920.0,53,raw,2.0,200,fixed,reverting,any,"1.5,2.0,2.5","100,200,500","raw,rolling500","any,reverting","any,high_vol,low_vol"
"basket_1v4|ROBOT|ROBOT_VACUUMING|ROBOT_MOPPING,ROBOT_DISHES,ROBOT_LAUNDRY,ROBOT_IRONING",basket_1v4,ROBOT,ROBOT_VACUUMING,ROBOT_VACUUMING ~ other 4,20,13220.0,2790.0,55,raw,2.0,200,fixed,any,high_vol,"1.5,2.0","100,200,500","expanding,raw,rolling500","any,reverting","any,high_vol,low_vol"
pair_ols|PEBBLES|PEBBLES_XS|PEBBLES_XL,pair_ols,PEBBLES,PEBBLES_XS,PEBBLES_XS ~ PEBBLES_XL,18,25000.0,4530.0,21,raw,2.0,500,fixed,any,low_vol,2.0,"100,200,500",raw,"any,reverting","any,low_vol"
"basket_1v4|TRANSLATOR|TRANSLATOR_ASTRO_BLACK|TRANSLATOR_SPACE_GRAY,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE",basket_1v4,TRANSLATOR,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ASTRO_BLACK ~ other 4,18,4730.0,530.0,20,expanding,2.0,500,fixed,reverting,any,"2.0,2.5,3.0","100,200,500",expanding,"any,reverting","any,low_vol"
pca1_residual|OXYGEN_SHAKE|OXYGEN_SHAKE_EVENING_BREATH|k=1,pca1_residual,OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_EVENING_BREATH minus PCA1 reconstruction,16,11350.0,3280.0,21,raw,1.5,500,fixed,reverting,high_vol,"1.5,2.0","100,200,500",raw,"any,reverting","any,high_vol"
pca1_residual|PEBBLES|PEBBLES_L|k=1,pca1_residual,PEBBLES,PEBBLES_L,PEBBLES_L minus PCA1 reconstruction,16,12740.0,3200.0,35,raw,1.5,500,fixed,any,any,1.5,"100,200,500",raw,"any,reverting","any,high_vol"
pair_ols|SLEEP_POD|SLEEP_POD_NYLON|SLEEP_POD_LAMB_WOOL,pair_ols,SLEEP_POD,SLEEP_POD_NYLON,SLEEP_POD_NYLON ~ SLEEP_POD_LAMB_WOOL,16,12080.0,3090.0,46,raw,2.0,200,fixed,any,high_vol,"1.5,2.0,2.5","200,500","expanding,raw,rolling500","any,reverting","any,high_vol,low_vol"
pair_ols|ROBOT|ROBOT_MOPPING|ROBOT_DISHES,pair_ols,ROBOT,ROBOT_MOPPING,ROBOT_MOPPING ~ ROBOT_DISHES,12,26480.0,3960.0,28,raw,1.5,500,fixed,reverting,low_vol,1.5,"200,500",raw,"any,reverting","any,low_vol"
"basket_1v4|PEBBLES|PEBBLES_S|PEBBLES_XS,PEBBLES_M,PEBBLES_L,PEBBLES_XL",basket_1v4,PEBBLES,PEBBLES_S,PEBBLES_S ~ other 4,12,29550.0,3910.0,49,raw,1.5,500,fixed,any,low_vol,"1.5,2.0,2.5,3.0","200,500","open100,raw",any,"any,low_vol"
pair_ols|PANEL|PANEL_2X2|PANEL_4X4,pair_ols,PANEL,PANEL_2X2,PANEL_2X2 ~ PANEL_4X4,12,17060.0,3570.0,27,raw,1.5,500,fixed,reverting,high_vol,"1.5,2.0",500,"raw,rolling500","any,reverting","any,high_vol,low_vol"
pair_ols|GALAXY_SOUNDS|GALAXY_SOUNDS_PLANETARY_RINGS|GALAXY_SOUNDS_DARK_MATTER,pair_ols,GALAXY_SOUNDS,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_PLANETARY_RINGS ~ GALAXY_SOUNDS_DARK_MATTER,12,13160.0,1490.0,17,open100,1.5,500,fixed,any,any,1.5,"200,500",open100,"any,reverting","any,low_vol"
"integer_combo|PEBBLES|PEBBLES_L|1,1,-1,1,-1",integer_combo,PEBBLES,PEBBLES_L,1*PEBBLES_XS +1*PEBBLES_S -1*PEBBLES_M +1*PEBBLES_L -1*PEBBLES_XL,8,18590.0,4730.0,20,rolling500,2.0,500,fixed,any,any,2.0,"100,500",rolling500,"any,reverting","any,low_vol"
"integer_combo|ROBOT|ROBOT_VACUUMING|1,-1,-1,1,1",integer_combo,ROBOT,ROBOT_VACUUMING,1*ROBOT_VACUUMING -1*ROBOT_MOPPING -1*ROBOT_DISHES +1*ROBOT_LAUNDRY +1*ROBOT_IRONING,8,18950.0,4660.0,36,rolling500,1.5,500,fixed,reverting,any,"1.5,2.0","200,500","raw,rolling500","any,reverting","any,low_vol"
pca1_residual|OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|k=1,pca1_residual,OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MINT minus PCA1 reconstruction,8,21170.0,790.0,28,raw,1.5,500,fixed,reverting,high_vol,1.5,500,raw,"any,reverting","any,high_vol"
pair_ols|OXYGEN_SHAKE|OXYGEN_SHAKE_EVENING_BREATH|OXYGEN_SHAKE_GARLIC,pair_ols,OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_EVENING_BREATH ~ OXYGEN_SHAKE_GARLIC,8,5650.0,760.0,31,raw,2.0,500,fixed,any,any,"1.5,2.0","200,500",raw,"any,reverting","any,high_vol"
"basket_1v4|PANEL|PANEL_2X4|PANEL_1X2,PANEL_2X2,PANEL_1X4,PANEL_4X4",basket_1v4,PANEL,PANEL_2X4,PANEL_2X4 ~ other 4,6,7450.0,1470.0,26,rolling500,2.0,200,fixed,reverting,any,2.0,200,"raw,rolling500",reverting,"any,low_vol"
pair_ols|UV_VISOR|UV_VISOR_YELLOW|UV_VISOR_RED,pair_ols,UV_VISOR,UV_VISOR_YELLOW,UV_VISOR_YELLOW ~ UV_VISOR_RED,6,16980.0,1240.0,25,raw,1.5,200,fixed,reverting,low_vol,1.5,"100,200",raw,"any,reverting",low_vol
"integer_combo|MICROCHIP|MICROCHIP_RECTANGLE|1,0,-1,1,0",integer_combo,MICROCHIP,MICROCHIP_RECTANGLE,1*MICROCHIP_CIRCLE -1*MICROCHIP_SQUARE +1*MICROCHIP_RECTANGLE,6,9920.0,400.0,19,raw,2.0,500,fixed,any,high_vol,2.0,"200,500",raw,any,"any,high_vol"
pca1_residual|UV_VISOR|UV_VISOR_ORANGE|k=1,pca1_residual,UV_VISOR,UV_VISOR_ORANGE,UV_VISOR_ORANGE minus PCA1 reconstruction,4,13590.0,2040.0,49,raw,1.5,200,fixed,reverting,low_vol,1.5,"200,500",raw,"any,reverting","any,low_vol"
pca1_residual|GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_WINDS|k=1,pca1_residual,GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_WINDS minus PCA1 reconstruction,4,6090.0,1680.0,73,raw,1.5,100,fixed,reverting,low_vol,1.5,100,raw,"any,reverting",low_vol
pca1_residual|PEBBLES|PEBBLES_XS|k=1,pca1_residual,PEBBLES,PEBBLES_XS,PEBBLES_XS minus PCA1 reconstruction,2,22980.0,290.0,66,raw,2.0,100,fixed,reverting,low_vol,2.0,100,raw,reverting,low_vol
pca1_residual|OXYGEN_SHAKE|OXYGEN_SHAKE_MORNING_BREATH|k=1,pca1_residual,OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_MORNING_BREATH minus PCA1 reconstruction,2,1200.0,30.0,21,raw,1.5,500,fixed,any,any,1.5,500,raw,any,any
