verdict,group,target,threshold,horizon,exit_rule,depth_total_pnl,depth_min_day_pnl,depth_trades,depth_win_pct,signal_count,buy_signals,sell_signals,stable_threshold_count,stable_thresholds,simple_total_pnl_same_rule,simple_min_day_pnl_same_rule,simple_positive_days_same_rule,leaky_total_pnl_same_rule,top_short_trade_pct
tentative,TRANSLATOR,TRANSLATOR_VOID_BLUE,1.5,500,zero_cross,15744.999999999945,1621.999999999989,36,0.5833333333333334,14746,10120,4626,4,"1.5,2,2.5,3",9851.999999999989,0.0,2,15384.999999999982,0.3055555555555556
tentative,TRANSLATOR,TRANSLATOR_VOID_BLUE,1.5,200,fixed_horizon,14745.999999999913,3021.999999999971,84,0.5357142857142857,14746,10120,4626,3,"1.5,2.5,3",8177.999999999993,0.0,2,13156.99999999997,0.27380952380952384
tentative,TRANSLATOR,TRANSLATOR_VOID_BLUE,1.5,200,zero_cross,14745.999999999913,3021.999999999971,84,0.5357142857142857,14746,10120,4626,3,"1.5,2.5,3",8177.999999999993,0.0,2,13156.99999999997,0.27380952380952384
tentative,OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,3.0,500,fixed_horizon,14510.0,4160.0,23,0.6521739130434783,7936,5385,2551,4,"1.5,2,2.5,3",9330.0,0.0,1,0.0,0.021739130434782608
tentative,OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,3.0,500,zero_cross,14510.0,4160.0,23,0.6521739130434783,7936,5385,2551,4,"1.5,2,2.5,3",9330.0,0.0,1,0.0,0.021739130434782608
tentative,TRANSLATOR,TRANSLATOR_VOID_BLUE,2.5,200,fixed_horizon,13178.99999999996,2735.9999999999854,60,0.5833333333333334,10901,9248,1653,3,"1.5,2.5,3",4139.999999999964,0.0,1,6301.000000000004,0.225
tentative,TRANSLATOR,TRANSLATOR_VOID_BLUE,2.5,200,zero_cross,13178.99999999996,2735.9999999999854,60,0.5833333333333334,10901,9248,1653,3,"1.5,2.5,3",4139.999999999964,0.0,1,6301.000000000004,0.225
tentative,OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,2.5,500,fixed_horizon,13131.000000000004,3100.0,30,0.6,11509,6249,5260,4,"1.5,2,2.5,3",8675.0,0.0,1,5310.0,0.016666666666666666
tentative,OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,2.5,500,zero_cross,13131.000000000004,3100.0,30,0.6,11509,6249,5260,4,"1.5,2,2.5,3",8675.0,0.0,1,5310.0,0.016666666666666666
tentative,TRANSLATOR,TRANSLATOR_VOID_BLUE,3.0,500,fixed_horizon,12974.999999999964,2093.9999999999964,22,0.5909090909090909,9256,8683,573,4,"1.5,2,2.5,3",713.9999999999782,0.0,1,0.0,0.25
