group,target,center_mode,threshold,horizon,days,total_pnl,min_day_pnl,positive_days,total_trades,win_pct,avg_pnl_per_trade,avg_hold
PANEL,PANEL_2X2,raw,2.5,100,3,11110.0,1070.0,3,191,0.5340314136125655,58.167539267015705,99.65968586387434
SLEEP_POD,SLEEP_POD_POLYESTER,raw,2.5,50,3,10620.0,500.0,3,227,0.5330396475770925,46.784140969163,50.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,raw,1.5,500,3,10540.0,2040.0,3,52,0.5,202.69230769230768,485.78846153846155
TRANSLATOR,TRANSLATOR_VOID_BLUE,raw,3.0,200,3,9890.0,1080.0,3,51,0.5490196078431373,193.92156862745097,200.0
TRANSLATOR,TRANSLATOR_VOID_BLUE,raw,2.5,100,3,9460.0,1660.0,3,117,0.5641025641025641,80.85470085470085,100.0
MICROCHIP,MICROCHIP_RECTANGLE,raw,1.5,100,3,9190.0,130.0,3,105,0.5333333333333333,87.52380952380952,99.4095238095238
MICROCHIP,MICROCHIP_RECTANGLE,raw,2.0,200,3,8590.0,30.0,3,35,0.6285714285714286,245.42857142857142,200.0
TRANSLATOR,TRANSLATOR_VOID_BLUE,raw,1.5,100,3,7990.0,1830.0,3,160,0.51875,49.9375,99.93125
UV_VISOR,UV_VISOR_MAGENTA,raw,2.0,200,3,7990.0,1780.0,3,61,0.5573770491803278,130.98360655737704,199.9672131147541
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,raw,2.5,200,3,5630.0,1030.0,3,69,0.4927536231884058,81.59420289855072,200.0
SNACKPACK,SNACKPACK_STRAWBERRY,raw,2.0,500,3,3470.0,280.0,3,36,0.5555555555555556,96.38888888888889,497.5
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,raw,2.5,100,3,2370.0,10.0,3,130,0.5230769230769231,18.23076923076923,100.0
PEBBLES,PEBBLES_S,raw,1.5,200,3,33460.0,-3060.0,2,130,0.5692307692307692,257.38461538461536,197.93846153846152
PEBBLES,PEBBLES_S,raw,2.0,200,3,33460.0,-3060.0,2,130,0.5692307692307692,257.38461538461536,197.93846153846152
PEBBLES,PEBBLES_S,raw,2.5,200,3,33460.0,-3060.0,2,130,0.5692307692307692,257.38461538461536,197.93846153846152
PEBBLES,PEBBLES_S,raw,3.0,200,3,33460.0,-3060.0,2,130,0.5692307692307692,257.38461538461536,197.93846153846152
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,raw,3.0,500,3,21120.0,0.0,2,9,0.7777777777777778,2346.6666666666665,450.0
PANEL,PANEL_2X2,raw,2.0,500,3,20740.0,-1860.0,2,50,0.56,414.8,491.78
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,raw,3.0,200,3,19690.0,0.0,2,19,0.6842105263157895,1036.3157894736842,190.0
SLEEP_POD,SLEEP_POD_POLYESTER,raw,2.5,100,3,18130.0,-1080.0,2,125,0.568,145.04,100.0
ROBOT,ROBOT_IRONING,raw,1.5,100,3,17770.0,-3610.0,2,211,0.5355450236966824,84.21800947867298,100.0
PANEL,PANEL_2X2,raw,2.0,200,3,17510.0,-3070.0,2,115,0.5652173913043478,152.2608695652174,198.9913043478261
PANEL,PANEL_2X2,raw,2.5,500,3,17260.0,-510.0,2,44,0.5,392.27272727272725,493.09090909090907
ROBOT,ROBOT_IRONING,raw,2.0,100,3,14850.0,-2540.0,2,177,0.5536723163841808,83.89830508474576,99.88700564971751
PANEL,PANEL_2X2,raw,1.5,500,3,14630.0,-2590.0,2,54,0.46296296296296297,270.9259259259259,489.8888888888889
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,raw,3.0,100,3,14040.0,0.0,2,33,0.7575757575757576,425.45454545454544,97.05882352941177
PANEL,PANEL_2X2,raw,2.5,200,3,12790.0,-3500.0,2,99,0.5454545454545454,129.1919191919192,198.7171717171717
PANEL,PANEL_2X2,raw,3.0,200,3,12680.0,-260.0,2,87,0.5517241379310345,145.7471264367816,198.2528735632184
PANEL,PANEL_2X2,raw,3.0,500,3,12190.0,-4450.0,2,37,0.5945945945945946,329.4594594594595,490.6216216216216
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,raw,3.0,50,3,11740.0,0.0,2,60,0.5333333333333333,195.66666666666666,49.18032786885246
UV_VISOR,UV_VISOR_MAGENTA,raw,1.5,200,3,11340.0,-2670.0,2,82,0.5121951219512195,138.29268292682926,197.96341463414635
MICROCHIP,MICROCHIP_RECTANGLE,raw,2.0,500,3,10870.0,-960.0,2,18,0.5555555555555556,603.8888888888889,500.0
SLEEP_POD,SLEEP_POD_POLYESTER,raw,2.0,50,3,9940.0,-1190.0,2,301,0.53156146179402,33.02325581395349,49.903654485049834
UV_VISOR,UV_VISOR_MAGENTA,raw,3.0,200,3,8590.0,0.0,2,28,0.6071428571428571,306.7857142857143,190.51724137931035
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,raw,2.5,50,3,8570.0,-280.0,2,99,0.5050505050505051,86.56565656565657,49.86868686868687
ROBOT,ROBOT_IRONING,raw,2.5,50,3,8400.0,-2950.0,2,292,0.5273972602739726,28.767123287671232,49.863013698630134
PANEL,PANEL_2X2,raw,1.5,200,3,8380.0,-4360.0,2,128,0.53125,65.46875,197.4453125
UV_VISOR,UV_VISOR_MAGENTA,raw,2.5,200,3,7880.0,-870.0,2,45,0.6222222222222222,175.11111111111111,197.37777777777777
PANEL,PANEL_2X2,raw,2.0,100,3,7080.0,-8240.0,2,221,0.5158371040723982,32.036199095022624,99.8552036199095
ROBOT,ROBOT_IRONING,raw,3.0,50,3,6800.0,-1790.0,2,202,0.5297029702970297,33.663366336633665,49.87128712871287
TRANSLATOR,TRANSLATOR_VOID_BLUE,raw,2.0,200,3,6430.0,-1610.0,2,68,0.5147058823529411,94.55882352941177,200.0
PANEL,PANEL_2X2,raw,3.0,100,3,5560.0,-2730.0,2,166,0.5240963855421686,33.493975903614455,99.8433734939759
UV_VISOR,UV_VISOR_MAGENTA,raw,3.0,500,3,5560.0,0.0,2,13,0.5384615384615384,427.6923076923077,441.35714285714283
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,raw,3.0,200,3,5450.0,-1550.0,2,50,0.54,109.0,200.0
UV_VISOR,UV_VISOR_MAGENTA,raw,3.0,100,3,5370.0,0.0,2,52,0.4230769230769231,103.26923076923077,97.0377358490566
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,raw,3.0,100,3,4400.0,-1820.0,2,91,0.5274725274725275,48.35164835164835,100.0
ROBOT,ROBOT_IRONING,raw,2.0,50,3,4320.0,-10570.0,2,347,0.5014409221902018,12.44956772334294,49.86455331412104
UV_VISOR,UV_VISOR_MAGENTA,raw,2.0,500,3,3910.0,-430.0,2,26,0.5769230769230769,150.3846153846154,495.61538461538464
MICROCHIP,MICROCHIP_RECTANGLE,raw,3.0,500,3,3710.0,0.0,2,8,0.625,463.75,444.44444444444446
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,raw,1.5,200,3,3290.0,-320.0,2,116,0.49137931034482757,28.362068965517242,198.5
TRANSLATOR,TRANSLATOR_VOID_BLUE,raw,3.0,100,3,3030.0,-200.0,2,98,0.5612244897959183,30.918367346938776,100.0
UV_VISOR,UV_VISOR_MAGENTA,raw,2.5,100,3,2680.0,-820.0,2,84,0.5238095238095238,31.904761904761905,99.60714285714286
MICROCHIP,MICROCHIP_RECTANGLE,raw,3.0,100,3,2430.0,0.0,2,28,0.5357142857142857,86.78571428571429,96.55172413793103
MICROCHIP,MICROCHIP_RECTANGLE,raw,2.0,100,3,2310.0,-1790.0,2,63,0.5238095238095238,36.666666666666664,100.0
MICROCHIP,MICROCHIP_RECTANGLE,raw,2.0,50,3,710.0,-5720.0,2,112,0.5267857142857143,6.339285714285714,50.0
SLEEP_POD,SLEEP_POD_POLYESTER,raw,3.0,50,3,540.0,-970.0,2,173,0.5086705202312138,3.121387283236994,50.0
SNACKPACK,SNACKPACK_STRAWBERRY,raw,2.5,500,3,-190.0,-3140.0,2,32,0.5625,-5.9375,499.375
SNACKPACK,SNACKPACK_STRAWBERRY,raw,1.5,500,3,-330.0,-3780.0,2,43,0.5581395348837209,-7.674418604651163,499.09302325581393
TRANSLATOR,TRANSLATOR_VOID_BLUE,raw,2.5,50,3,-840.0,-6090.0,2,227,0.5110132158590308,-3.700440528634361,50.0
SNACKPACK,SNACKPACK_STRAWBERRY,raw,3.0,500,3,-960.0,-3600.0,2,30,0.5333333333333333,-32.0,499.3333333333333
UV_VISOR,UV_VISOR_MAGENTA,raw,2.0,100,3,-1230.0,-4470.0,2,113,0.4778761061946903,-10.88495575221239,99.67256637168141
PANEL,PANEL_2X2,raw,1.5,100,3,-2750.0,-9190.0,2,247,0.4939271255060729,-11.133603238866396,99.7327935222672
TRANSLATOR,TRANSLATOR_VOID_BLUE,raw,3.0,50,3,-2890.0,-6390.0,2,190,0.5105263157894737,-15.210526315789474,50.0
UV_VISOR,UV_VISOR_MAGENTA,raw,1.5,100,3,-2970.0,-9030.0,2,151,0.4966887417218543,-19.66887417218543,99.44370860927152
MICROCHIP,MICROCHIP_RECTANGLE,raw,2.5,50,3,-2990.0,-5680.0,2,77,0.4935064935064935,-38.83116883116883,50.0
MICROCHIP,MICROCHIP_RECTANGLE,raw,2.5,100,3,-3610.0,-6330.0,2,41,0.5121951219512195,-88.04878048780488,100.0
UV_VISOR,UV_VISOR_MAGENTA,raw,2.5,50,3,-6030.0,-10890.0,2,149,0.42953020134228187,-40.46979865771812,49.95973154362416
PEBBLES,PEBBLES_XL,raw,1.5,500,3,-40940.0,-61450.0,2,58,0.43103448275862066,-705.8620689655172,483.94827586206895
PEBBLES,PEBBLES_XL,raw,2.0,500,3,-40940.0,-61450.0,2,58,0.43103448275862066,-705.8620689655172,483.94827586206895
PEBBLES,PEBBLES_XL,raw,2.5,500,3,-40940.0,-61450.0,2,58,0.43103448275862066,-705.8620689655172,483.94827586206895
PEBBLES,PEBBLES_XL,raw,3.0,500,3,-40940.0,-61450.0,2,58,0.43103448275862066,-705.8620689655172,483.94827586206895
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,raw,1.5,100,3,8600.0,-1480.0,1,176,0.5284090909090909,48.86363636363637,99.5965909090909
SLEEP_POD,SLEEP_POD_POLYESTER,raw,1.5,50,3,8440.0,-810.0,1,374,0.47593582887700536,22.566844919786096,50.0
ROBOT,ROBOT_IRONING,raw,1.5,50,3,5370.0,-10570.0,1,409,0.49877750611246946,13.12958435207824,49.88508557457213
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,raw,2.0,200,3,4520.0,-1520.0,1,86,0.5116279069767442,52.55813953488372,200.0
MICROCHIP,MICROCHIP_RECTANGLE,raw,3.0,200,3,3990.0,-870.0,1,15,0.6666666666666666,266.0,187.5
MICROCHIP,MICROCHIP_RECTANGLE,raw,1.5,50,3,3360.0,-970.0,1,198,0.5050505050505051,16.96969696969697,49.66161616161616
PEBBLES,PEBBLES_XL,raw,1.5,50,3,3280.0,-29560.0,1,347,0.515850144092219,9.452449567723344,49.95389048991355
PEBBLES,PEBBLES_XL,raw,2.0,50,3,3280.0,-29560.0,1,347,0.515850144092219,9.452449567723344,49.95389048991355
PEBBLES,PEBBLES_XL,raw,2.5,50,3,3280.0,-29560.0,1,347,0.515850144092219,9.452449567723344,49.95389048991355
PEBBLES,PEBBLES_XL,raw,3.0,50,3,3280.0,-29560.0,1,347,0.515850144092219,9.452449567723344,49.95389048991355
MICROCHIP,MICROCHIP_RECTANGLE,raw,2.5,500,3,1390.0,-2000.0,1,10,0.4,139.0,500.0
TRANSLATOR,TRANSLATOR_VOID_BLUE,raw,2.0,100,3,1280.0,-410.0,1,134,0.5522388059701493,9.552238805970148,100.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,raw,2.0,50,3,1250.0,-2410.0,1,177,0.4689265536723164,7.062146892655368,49.81920903954802
MICROCHIP,MICROCHIP_RECTANGLE,raw,3.0,50,3,170.0,-1560.0,1,49,0.5102040816326531,3.4693877551020407,49.0
MICROCHIP,MICROCHIP_RECTANGLE,raw,2.5,200,3,-1170.0,-2860.0,1,21,0.5238095238095238,-55.714285714285715,200.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,raw,1.5,50,3,-1920.0,-4720.0,1,338,0.46449704142011833,-5.680473372781065,49.90236686390533
PEBBLES,PEBBLES_XL,raw,1.5,100,3,-2830.0,-31740.0,1,220,0.4772727272727273,-12.863636363636363,99.5909090909091
PEBBLES,PEBBLES_XL,raw,2.0,100,3,-2830.0,-31740.0,1,220,0.4772727272727273,-12.863636363636363,99.5909090909091
PEBBLES,PEBBLES_XL,raw,2.5,100,3,-2830.0,-31740.0,1,220,0.4772727272727273,-12.863636363636363,99.5909090909091
PEBBLES,PEBBLES_XL,raw,3.0,100,3,-2830.0,-31740.0,1,220,0.4772727272727273,-12.863636363636363,99.5909090909091
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,raw,2.0,100,3,-3660.0,-4450.0,1,170,0.48823529411764705,-21.529411764705884,100.0
SNACKPACK,SNACKPACK_STRAWBERRY,raw,2.0,200,3,-3880.0,-4390.0,1,86,0.47674418604651164,-45.116279069767444,199.41860465116278
SNACKPACK,SNACKPACK_STRAWBERRY,raw,2.5,200,3,-4980.0,-4260.0,1,78,0.46153846153846156,-63.84615384615385,199.35897435897436
PANEL,PANEL_2X2,raw,3.0,50,3,-5450.0,-4600.0,1,321,0.5233644859813084,-16.978193146417446,49.86604361370716
UV_VISOR,UV_VISOR_MAGENTA,raw,3.0,50,3,-5490.0,-6300.0,1,94,0.44680851063829785,-58.40425531914894,48.97894736842105
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,raw,3.0,50,3,-8850.0,-8010.0,1,172,0.47674418604651164,-51.45348837209303,50.0
SNACKPACK,SNACKPACK_STRAWBERRY,raw,1.5,200,3,-10570.0,-6950.0,1,101,0.45544554455445546,-104.65346534653466,199.5049504950495
PANEL,PANEL_2X2,raw,2.5,50,3,-10800.0,-6530.0,1,367,0.4822888283378747,-29.427792915531334,49.89100817438692
SNACKPACK,SNACKPACK_STRAWBERRY,raw,3.0,100,3,-15050.0,-9530.0,1,131,0.42748091603053434,-114.8854961832061,100.0
SNACKPACK,SNACKPACK_STRAWBERRY,raw,2.0,100,3,-17010.0,-11290.0,1,166,0.4397590361445783,-102.46987951807229,100.0
PANEL,PANEL_2X2,raw,2.0,50,3,-17920.0,-17450.0,1,424,0.4481132075471698,-42.264150943396224,49.98349056603774
UV_VISOR,UV_VISOR_MAGENTA,raw,2.0,50,3,-18820.0,-16530.0,1,218,0.44495412844036697,-86.3302752293578,49.93119266055046
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,raw,2.5,50,3,-18860.0,-11770.0,1,247,0.4493927125506073,-76.35627530364373,50.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,raw,2.0,50,3,-19950.0,-11600.0,1,326,0.4601226993865031,-61.19631901840491,50.0
SNACKPACK,SNACKPACK_STRAWBERRY,raw,2.5,100,3,-20950.0,-11180.0,1,150,0.43333333333333335,-139.66666666666666,99.89333333333333
SNACKPACK,SNACKPACK_STRAWBERRY,raw,1.5,100,3,-22540.0,-12040.0,1,191,0.418848167539267,-118.01047120418848,100.0
UV_VISOR,UV_VISOR_MAGENTA,raw,1.5,50,3,-23240.0,-23110.0,1,288,0.4618055555555556,-80.69444444444444,49.94097222222222
PEBBLES,PEBBLES_S,raw,1.5,500,3,-36290.0,-34840.0,1,58,0.4482758620689655,-625.6896551724138,483.94827586206895
PEBBLES,PEBBLES_S,raw,2.0,500,3,-36290.0,-34840.0,1,58,0.4482758620689655,-625.6896551724138,483.94827586206895
PEBBLES,PEBBLES_S,raw,2.5,500,3,-36290.0,-34840.0,1,58,0.4482758620689655,-625.6896551724138,483.94827586206895
PEBBLES,PEBBLES_S,raw,3.0,500,3,-36290.0,-34840.0,1,58,0.4482758620689655,-625.6896551724138,483.94827586206895
SNACKPACK,SNACKPACK_STRAWBERRY,raw,3.0,50,3,-38280.0,-28400.0,1,252,0.4007936507936508,-151.9047619047619,50.0
SNACKPACK,SNACKPACK_STRAWBERRY,raw,2.5,50,3,-47970.0,-30100.0,1,292,0.3698630136986301,-164.28082191780823,50.0
SNACKPACK,SNACKPACK_STRAWBERRY,raw,2.0,50,3,-49910.0,-30610.0,1,322,0.38198757763975155,-155.0,49.85403726708075
SNACKPACK,SNACKPACK_STRAWBERRY,raw,3.0,200,3,-7300.0,-4190.0,0,68,0.4264705882352941,-107.3529411764706,200.0
TRANSLATOR,TRANSLATOR_VOID_BLUE,raw,2.0,50,3,-7820.0,-4080.0,0,262,0.4961832061068702,-29.84732824427481,50.0
TRANSLATOR,TRANSLATOR_VOID_BLUE,raw,1.5,50,3,-7830.0,-4690.0,0,307,0.501628664495114,-25.504885993485342,49.960912052117266
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,raw,1.5,100,3,-9730.0,-3550.0,0,221,0.4841628959276018,-44.02714932126697,99.52941176470588
PANEL,PANEL_2X2,raw,1.5,50,3,-22290.0,-16690.0,0,481,0.45114345114345117,-46.34095634095634,49.95634095634096
PEBBLES,PEBBLES_S,raw,1.5,50,3,-32120.0,-20090.0,0,347,0.4899135446685879,-92.56484149855908,49.95389048991355
PEBBLES,PEBBLES_S,raw,2.0,50,3,-32120.0,-20090.0,0,347,0.4899135446685879,-92.56484149855908,49.95389048991355
PEBBLES,PEBBLES_S,raw,2.5,50,3,-32120.0,-20090.0,0,347,0.4899135446685879,-92.56484149855908,49.95389048991355
PEBBLES,PEBBLES_S,raw,3.0,50,3,-32120.0,-20090.0,0,347,0.4899135446685879,-92.56484149855908,49.95389048991355
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,raw,1.5,50,3,-33730.0,-16070.0,0,420,0.45714285714285713,-80.30952380952381,49.94285714285714
PEBBLES,PEBBLES_XL,raw,1.5,200,3,-36290.0,-25390.0,0,130,0.4230769230769231,-279.15384615384613,197.93846153846152
PEBBLES,PEBBLES_XL,raw,2.0,200,3,-36290.0,-25390.0,0,130,0.4230769230769231,-279.15384615384613,197.93846153846152
PEBBLES,PEBBLES_XL,raw,2.5,200,3,-36290.0,-25390.0,0,130,0.4230769230769231,-279.15384615384613,197.93846153846152
PEBBLES,PEBBLES_XL,raw,3.0,200,3,-36290.0,-25390.0,0,130,0.4230769230769231,-279.15384615384613,197.93846153846152
PEBBLES,PEBBLES_S,raw,1.5,100,3,-42900.0,-16610.0,0,220,0.44545454545454544,-195.0,99.5909090909091
PEBBLES,PEBBLES_S,raw,2.0,100,3,-42900.0,-16610.0,0,220,0.44545454545454544,-195.0,99.5909090909091
PEBBLES,PEBBLES_S,raw,2.5,100,3,-42900.0,-16610.0,0,220,0.44545454545454544,-195.0,99.5909090909091
PEBBLES,PEBBLES_S,raw,3.0,100,3,-42900.0,-16610.0,0,220,0.44545454545454544,-195.0,99.5909090909091
SNACKPACK,SNACKPACK_STRAWBERRY,raw,1.5,50,3,-57410.0,-30610.0,0,370,0.37027027027027026,-155.16216216216216,49.872972972972974
PEBBLES,PEBBLES_S,rolling200,1.5,200,3,33460.0,-3060.0,2,130,0.5692307692307692,257.38461538461536,197.93846153846152
PEBBLES,PEBBLES_S,rolling200,2.0,200,3,33460.0,-3060.0,2,130,0.5692307692307692,257.38461538461536,197.93846153846152
PEBBLES,PEBBLES_S,rolling200,2.5,200,3,33460.0,-3060.0,2,130,0.5692307692307692,257.38461538461536,197.93846153846152
PEBBLES,PEBBLES_S,rolling200,3.0,200,3,33460.0,-3060.0,2,130,0.5692307692307692,257.38461538461536,197.93846153846152
PEBBLES,PEBBLES_XL,rolling200,1.5,500,3,-40940.0,-61450.0,2,58,0.43103448275862066,-705.8620689655172,483.94827586206895
PEBBLES,PEBBLES_XL,rolling200,2.0,500,3,-40940.0,-61450.0,2,58,0.43103448275862066,-705.8620689655172,483.94827586206895
PEBBLES,PEBBLES_XL,rolling200,2.5,500,3,-40940.0,-61450.0,2,58,0.43103448275862066,-705.8620689655172,483.94827586206895
PEBBLES,PEBBLES_XL,rolling200,3.0,500,3,-40940.0,-61450.0,2,58,0.43103448275862066,-705.8620689655172,483.94827586206895
PEBBLES,PEBBLES_XL,rolling200,1.5,50,3,3280.0,-29560.0,1,347,0.515850144092219,9.452449567723344,49.95389048991355
PEBBLES,PEBBLES_XL,rolling200,2.0,50,3,3280.0,-29560.0,1,347,0.515850144092219,9.452449567723344,49.95389048991355
PEBBLES,PEBBLES_XL,rolling200,2.5,50,3,3280.0,-29560.0,1,347,0.515850144092219,9.452449567723344,49.95389048991355
PEBBLES,PEBBLES_XL,rolling200,3.0,50,3,3280.0,-29560.0,1,347,0.515850144092219,9.452449567723344,49.95389048991355
PANEL,PANEL_2X2,rolling200,1.5,500,3,70.0,0.0,1,1,1.0,70.0,166.66666666666666
PANEL,PANEL_2X2,rolling200,1.5,50,3,30.0,0.0,1,1,1.0,30.0,16.666666666666668
PEBBLES,PEBBLES_XL,rolling200,1.5,100,3,-2830.0,-31740.0,1,220,0.4772727272727273,-12.863636363636363,99.5909090909091
PEBBLES,PEBBLES_XL,rolling200,2.0,100,3,-2830.0,-31740.0,1,220,0.4772727272727273,-12.863636363636363,99.5909090909091
PEBBLES,PEBBLES_XL,rolling200,2.5,100,3,-2830.0,-31740.0,1,220,0.4772727272727273,-12.863636363636363,99.5909090909091
PEBBLES,PEBBLES_XL,rolling200,3.0,100,3,-2830.0,-31740.0,1,220,0.4772727272727273,-12.863636363636363,99.5909090909091
PEBBLES,PEBBLES_S,rolling200,1.5,500,3,-36290.0,-34840.0,1,58,0.4482758620689655,-625.6896551724138,483.94827586206895
PEBBLES,PEBBLES_S,rolling200,2.0,500,3,-36290.0,-34840.0,1,58,0.4482758620689655,-625.6896551724138,483.94827586206895
PEBBLES,PEBBLES_S,rolling200,2.5,500,3,-36290.0,-34840.0,1,58,0.4482758620689655,-625.6896551724138,483.94827586206895
PEBBLES,PEBBLES_S,rolling200,3.0,500,3,-36290.0,-34840.0,1,58,0.4482758620689655,-625.6896551724138,483.94827586206895
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,rolling200,1.5,50,3,0.0,0.0,0,0,0.0,0.0,0.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,rolling200,1.5,100,3,0.0,0.0,0,0,0.0,0.0,0.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,rolling200,1.5,200,3,0.0,0.0,0,0,0.0,0.0,0.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,rolling200,1.5,500,3,0.0,0.0,0,0,0.0,0.0,0.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,rolling200,2.0,50,3,0.0,0.0,0,0,0.0,0.0,0.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,rolling200,2.0,100,3,0.0,0.0,0,0,0.0,0.0,0.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,rolling200,2.0,200,3,0.0,0.0,0,0,0.0,0.0,0.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,rolling200,2.0,500,3,0.0,0.0,0,0,0.0,0.0,0.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,rolling200,2.5,50,3,0.0,0.0,0,0,0.0,0.0,0.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,rolling200,2.5,100,3,0.0,0.0,0,0,0.0,0.0,0.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,rolling200,2.5,200,3,0.0,0.0,0,0,0.0,0.0,0.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,rolling200,2.5,500,3,0.0,0.0,0,0,0.0,0.0,0.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,rolling200,3.0,50,3,0.0,0.0,0,0,0.0,0.0,0.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,rolling200,3.0,100,3,0.0,0.0,0,0,0.0,0.0,0.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,rolling200,3.0,200,3,0.0,0.0,0,0,0.0,0.0,0.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,rolling200,3.0,500,3,0.0,0.0,0,0,0.0,0.0,0.0
MICROCHIP,MICROCHIP_RECTANGLE,rolling200,1.5,50,3,0.0,0.0,0,0,0.0,0.0,0.0
MICROCHIP,MICROCHIP_RECTANGLE,rolling200,1.5,100,3,0.0,0.0,0,0,0.0,0.0,0.0
MICROCHIP,MICROCHIP_RECTANGLE,rolling200,1.5,200,3,0.0,0.0,0,0,0.0,0.0,0.0
MICROCHIP,MICROCHIP_RECTANGLE,rolling200,1.5,500,3,0.0,0.0,0,0,0.0,0.0,0.0
MICROCHIP,MICROCHIP_RECTANGLE,rolling200,2.0,50,3,0.0,0.0,0,0,0.0,0.0,0.0
MICROCHIP,MICROCHIP_RECTANGLE,rolling200,2.0,100,3,0.0,0.0,0,0,0.0,0.0,0.0
MICROCHIP,MICROCHIP_RECTANGLE,rolling200,2.0,200,3,0.0,0.0,0,0,0.0,0.0,0.0
MICROCHIP,MICROCHIP_RECTANGLE,rolling200,2.0,500,3,0.0,0.0,0,0,0.0,0.0,0.0
MICROCHIP,MICROCHIP_RECTANGLE,rolling200,2.5,50,3,0.0,0.0,0,0,0.0,0.0,0.0
MICROCHIP,MICROCHIP_RECTANGLE,rolling200,2.5,100,3,0.0,0.0,0,0,0.0,0.0,0.0
MICROCHIP,MICROCHIP_RECTANGLE,rolling200,2.5,200,3,0.0,0.0,0,0,0.0,0.0,0.0
MICROCHIP,MICROCHIP_RECTANGLE,rolling200,2.5,500,3,0.0,0.0,0,0,0.0,0.0,0.0
MICROCHIP,MICROCHIP_RECTANGLE,rolling200,3.0,50,3,0.0,0.0,0,0,0.0,0.0,0.0
MICROCHIP,MICROCHIP_RECTANGLE,rolling200,3.0,100,3,0.0,0.0,0,0,0.0,0.0,0.0
MICROCHIP,MICROCHIP_RECTANGLE,rolling200,3.0,200,3,0.0,0.0,0,0,0.0,0.0,0.0
MICROCHIP,MICROCHIP_RECTANGLE,rolling200,3.0,500,3,0.0,0.0,0,0,0.0,0.0,0.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,rolling200,1.5,50,3,0.0,0.0,0,0,0.0,0.0,0.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,rolling200,1.5,100,3,0.0,0.0,0,0,0.0,0.0,0.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,rolling200,1.5,200,3,0.0,0.0,0,0,0.0,0.0,0.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,rolling200,1.5,500,3,0.0,0.0,0,0,0.0,0.0,0.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,rolling200,2.0,50,3,0.0,0.0,0,0,0.0,0.0,0.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,rolling200,2.0,100,3,0.0,0.0,0,0,0.0,0.0,0.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,rolling200,2.0,200,3,0.0,0.0,0,0,0.0,0.0,0.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,rolling200,2.0,500,3,0.0,0.0,0,0,0.0,0.0,0.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,rolling200,2.5,50,3,0.0,0.0,0,0,0.0,0.0,0.0
