feature_col,importance,source_product,feature
PEBBLES_S__micro_minus_mid,12.093833,PEBBLES_S,micro_minus_mid
ROBOT_MOPPING__spread,12.091727,ROBOT_MOPPING,spread
UV_VISOR_MAGENTA__ret50,12.088244,UV_VISOR_MAGENTA,ret50
PANEL_2X2__imbalance3,12.088209,PANEL_2X2,imbalance3
TRANSLATOR_GRAPHITE_MIST__imbalance1,12.085609,TRANSLATOR_GRAPHITE_MIST,imbalance1
PANEL_2X4__imbalance1,12.084981,PANEL_2X4,imbalance1
GALAXY_SOUNDS_PLANETARY_RINGS__imbalance3,12.083777,GALAXY_SOUNDS_PLANETARY_RINGS,imbalance3
SNACKPACK_STRAWBERRY__imbalance3,12.081172,SNACKPACK_STRAWBERRY,imbalance3
ROBOT_VACUUMING__micro_minus_mid,12.071634,ROBOT_VACUUMING,micro_minus_mid
SLEEP_POD_POLYESTER__ret50,12.067856,SLEEP_POD_POLYESTER,ret50
PEBBLES_M__micro_minus_mid,12.054492,PEBBLES_M,micro_minus_mid
MICROCHIP_OVAL__micro_minus_mid,12.052946,MICROCHIP_OVAL,micro_minus_mid
UV_VISOR_RED__ret50,12.049011,UV_VISOR_RED,ret50
ROBOT_MOPPING__group_residual_z,12.0343275,ROBOT_MOPPING,group_residual_z
OXYGEN_SHAKE_GARLIC__imbalance3,12.033803,OXYGEN_SHAKE_GARLIC,imbalance3
OXYGEN_SHAKE_MINT__spread,12.025066,OXYGEN_SHAKE_MINT,spread
SNACKPACK_STRAWBERRY__ret10,12.0174675,SNACKPACK_STRAWBERRY,ret10
SLEEP_POD_COTTON__imbalance1,12.016069,SLEEP_POD_COTTON,imbalance1
ROBOT_IRONING__imbalance1,11.998658,ROBOT_IRONING,imbalance1
SLEEP_POD_NYLON__imbalance3,11.996206,SLEEP_POD_NYLON,imbalance3
MICROCHIP_RECTANGLE__imbalance1,11.995011,MICROCHIP_RECTANGLE,imbalance1
PEBBLES_S__imbalance3,11.992912,PEBBLES_S,imbalance3
PANEL_2X4__spread,11.985628,PANEL_2X4,spread
GALAXY_SOUNDS_SOLAR_WINDS__imbalance1,11.980853,GALAXY_SOUNDS_SOLAR_WINDS,imbalance1
SLEEP_POD_POLYESTER__imbalance3,11.980025,SLEEP_POD_POLYESTER,imbalance3
PEBBLES_L__imbalance1,11.979676,PEBBLES_L,imbalance1
SLEEP_POD_LAMB_WOOL__imbalance3,11.976038,SLEEP_POD_LAMB_WOOL,imbalance3
TRANSLATOR_ASTRO_BLACK__imbalance1,11.954521,TRANSLATOR_ASTRO_BLACK,imbalance1
SNACKPACK_PISTACHIO__micro_minus_mid,11.92215,SNACKPACK_PISTACHIO,micro_minus_mid
TRANSLATOR_SPACE_GRAY__ret50,11.918826,TRANSLATOR_SPACE_GRAY,ret50
SNACKPACK_CHOCOLATE__ret50,11.918607,SNACKPACK_CHOCOLATE,ret50
GALAXY_SOUNDS_SOLAR_FLAMES__micro_minus_mid,11.908891,GALAXY_SOUNDS_SOLAR_FLAMES,micro_minus_mid
PANEL_4X4__imbalance3,11.882599,PANEL_4X4,imbalance3
ROBOT_VACUUMING__spread,11.878858,ROBOT_VACUUMING,spread
OXYGEN_SHAKE_MINT__imbalance3,11.860103,OXYGEN_SHAKE_MINT,imbalance3
OXYGEN_SHAKE_CHOCOLATE__micro_minus_mid,11.84893,OXYGEN_SHAKE_CHOCOLATE,micro_minus_mid
UV_VISOR_AMBER__imbalance1,11.84822,UV_VISOR_AMBER,imbalance1
OXYGEN_SHAKE_GARLIC__ret50,11.840902,OXYGEN_SHAKE_GARLIC,ret50
SLEEP_POD_COTTON__spread,11.835873,SLEEP_POD_COTTON,spread
SLEEP_POD_POLYESTER__spread,11.828199,SLEEP_POD_POLYESTER,spread
UV_VISOR_YELLOW__ret50,11.825203,UV_VISOR_YELLOW,ret50
MICROCHIP_CIRCLE__imbalance3,11.821503,MICROCHIP_CIRCLE,imbalance3
GALAXY_SOUNDS_DARK_MATTER__imbalance3,11.817354,GALAXY_SOUNDS_DARK_MATTER,imbalance3
MICROCHIP_OVAL__imbalance1,11.812145,MICROCHIP_OVAL,imbalance1
UV_VISOR_ORANGE__imbalance1,11.791971,UV_VISOR_ORANGE,imbalance1
UV_VISOR_RED__micro_minus_mid,11.789046,UV_VISOR_RED,micro_minus_mid
OXYGEN_SHAKE_CHOCOLATE__imbalance1,11.764405,OXYGEN_SHAKE_CHOCOLATE,imbalance1
SNACKPACK_PISTACHIO__ret10,11.762894,SNACKPACK_PISTACHIO,ret10
SLEEP_POD_SUEDE__ret50,11.756974,SLEEP_POD_SUEDE,ret50
UV_VISOR_MAGENTA__micro_minus_mid,11.748106,UV_VISOR_MAGENTA,micro_minus_mid
PANEL_4X4__ret10,11.747713,PANEL_4X4,ret10
SNACKPACK_STRAWBERRY__imbalance1,11.742636,SNACKPACK_STRAWBERRY,imbalance1
ROBOT_VACUUMING__imbalance3,11.738033,ROBOT_VACUUMING,imbalance3
MICROCHIP_OVAL__ret10,11.731962,MICROCHIP_OVAL,ret10
ROBOT_LAUNDRY__ret50,11.729091,ROBOT_LAUNDRY,ret50
PEBBLES_L__ret10,11.728381,PEBBLES_L,ret10
ROBOT_LAUNDRY__imbalance3,11.711157,ROBOT_LAUNDRY,imbalance3
PANEL_1X4__ret10,11.700866,PANEL_1X4,ret10
UV_VISOR_AMBER__spread,11.698345,UV_VISOR_AMBER,spread
ROBOT_LAUNDRY__micro_minus_mid,11.681407,ROBOT_LAUNDRY,micro_minus_mid
OXYGEN_SHAKE_MINT__ret10,11.681333,OXYGEN_SHAKE_MINT,ret10
OXYGEN_SHAKE_EVENING_BREATH__ret10,11.676696,OXYGEN_SHAKE_EVENING_BREATH,ret10
MICROCHIP_TRIANGLE__imbalance3,11.676319,MICROCHIP_TRIANGLE,imbalance3
SLEEP_POD_SUEDE__imbalance1,11.673465,SLEEP_POD_SUEDE,imbalance1
GALAXY_SOUNDS_PLANETARY_RINGS__ret10,11.66452,GALAXY_SOUNDS_PLANETARY_RINGS,ret10
PANEL_4X4__spread,11.663841,PANEL_4X4,spread
SLEEP_POD_LAMB_WOOL__imbalance1,11.662592,SLEEP_POD_LAMB_WOOL,imbalance1
ROBOT_DISHES__ret10,11.662284,ROBOT_DISHES,ret10
PEBBLES_XL__ret10,11.658181,PEBBLES_XL,ret10
GALAXY_SOUNDS_DARK_MATTER__imbalance1,11.65238,GALAXY_SOUNDS_DARK_MATTER,imbalance1
TRANSLATOR_GRAPHITE_MIST__ret10,11.634667,TRANSLATOR_GRAPHITE_MIST,ret10
MICROCHIP_SQUARE__ret10,11.626782,MICROCHIP_SQUARE,ret10
UV_VISOR_ORANGE__ret10,11.615772,UV_VISOR_ORANGE,ret10
PEBBLES_XS__spread,11.613664,PEBBLES_XS,spread
PEBBLES_XS__imbalance1,11.612727,PEBBLES_XS,imbalance1
PANEL_2X4__ret10,11.604736,PANEL_2X4,ret10
OXYGEN_SHAKE_MORNING_BREATH__micro_minus_mid,11.589365,OXYGEN_SHAKE_MORNING_BREATH,micro_minus_mid
UV_VISOR_MAGENTA__imbalance1,11.586489,UV_VISOR_MAGENTA,imbalance1
MICROCHIP_RECTANGLE__imbalance3,11.573216,MICROCHIP_RECTANGLE,imbalance3
GALAXY_SOUNDS_SOLAR_WINDS__micro_minus_mid,11.56516,GALAXY_SOUNDS_SOLAR_WINDS,micro_minus_mid
SNACKPACK_VANILLA__imbalance1,11.559988,SNACKPACK_VANILLA,imbalance1
TRANSLATOR_ECLIPSE_CHARCOAL__ret10,11.547247,TRANSLATOR_ECLIPSE_CHARCOAL,ret10
SNACKPACK_VANILLA__micro_minus_mid,11.546788,SNACKPACK_VANILLA,micro_minus_mid
GALAXY_SOUNDS_SOLAR_WINDS__ret10,11.535255,GALAXY_SOUNDS_SOLAR_WINDS,ret10
MICROCHIP_RECTANGLE__spread,11.503476,MICROCHIP_RECTANGLE,spread
GALAXY_SOUNDS_DARK_MATTER__ret10,11.498213,GALAXY_SOUNDS_DARK_MATTER,ret10
TRANSLATOR_ASTRO_BLACK__ret10,11.475954,TRANSLATOR_ASTRO_BLACK,ret10
UV_VISOR_AMBER__imbalance3,11.465212,UV_VISOR_AMBER,imbalance3
UV_VISOR_YELLOW__micro_minus_mid,11.458511,UV_VISOR_YELLOW,micro_minus_mid
UV_VISOR_ORANGE__micro_minus_mid,11.422764,UV_VISOR_ORANGE,micro_minus_mid
SNACKPACK_CHOCOLATE__imbalance1,11.419481,SNACKPACK_CHOCOLATE,imbalance1
PEBBLES_XS__ret10,11.416959,PEBBLES_XS,ret10
SNACKPACK_STRAWBERRY__ret50,11.413036,SNACKPACK_STRAWBERRY,ret50
TRANSLATOR_GRAPHITE_MIST__ret1,11.391195,TRANSLATOR_GRAPHITE_MIST,ret1
MICROCHIP_SQUARE__imbalance1,11.376127,MICROCHIP_SQUARE,imbalance1
MICROCHIP_SQUARE__imbalance3,11.365194,MICROCHIP_SQUARE,imbalance3
TRANSLATOR_VOID_BLUE__micro_minus_mid,11.363176,TRANSLATOR_VOID_BLUE,micro_minus_mid
ROBOT_LAUNDRY__ret1,11.356018,ROBOT_LAUNDRY,ret1
MICROCHIP_TRIANGLE__ret10,11.318507,MICROCHIP_TRIANGLE,ret10
PANEL_4X4__imbalance1,11.296617,PANEL_4X4,imbalance1
TRANSLATOR_SPACE_GRAY__imbalance1,11.293276,TRANSLATOR_SPACE_GRAY,imbalance1
TRANSLATOR_ASTRO_BLACK__micro_minus_mid,11.290531,TRANSLATOR_ASTRO_BLACK,micro_minus_mid
ROBOT_DISHES__imbalance3,11.283395,ROBOT_DISHES,imbalance3
ROBOT_VACUUMING__imbalance1,11.281964,ROBOT_VACUUMING,imbalance1
TRANSLATOR_ASTRO_BLACK__ret1,11.269752,TRANSLATOR_ASTRO_BLACK,ret1
PEBBLES_M__imbalance3,11.268578,PEBBLES_M,imbalance3
SNACKPACK_VANILLA__ret10,11.236338,SNACKPACK_VANILLA,ret10
UV_VISOR_RED__ret10,11.222489,UV_VISOR_RED,ret10
MICROCHIP_TRIANGLE__imbalance1,11.21067,MICROCHIP_TRIANGLE,imbalance1
TRANSLATOR_VOID_BLUE__ret10,11.201925,TRANSLATOR_VOID_BLUE,ret10
GALAXY_SOUNDS_PLANETARY_RINGS__imbalance1,11.200266,GALAXY_SOUNDS_PLANETARY_RINGS,imbalance1
OXYGEN_SHAKE_MINT__ret1,11.197403,OXYGEN_SHAKE_MINT,ret1
PANEL_2X2__ret10,11.191473,PANEL_2X2,ret10
SLEEP_POD_SUEDE__ret10,11.182294,SLEEP_POD_SUEDE,ret10
UV_VISOR_MAGENTA__ret10,11.169748,UV_VISOR_MAGENTA,ret10
TRANSLATOR_ECLIPSE_CHARCOAL__micro_minus_mid,11.163725,TRANSLATOR_ECLIPSE_CHARCOAL,micro_minus_mid
SLEEP_POD_SUEDE__micro_minus_mid,11.149891,SLEEP_POD_SUEDE,micro_minus_mid
ROBOT_IRONING__ret10,11.139134,ROBOT_IRONING,ret10
SLEEP_POD_COTTON__micro_minus_mid,11.133729,SLEEP_POD_COTTON,micro_minus_mid
ROBOT_DISHES__micro_minus_mid,11.120346,ROBOT_DISHES,micro_minus_mid
SLEEP_POD_NYLON__imbalance1,11.113574,SLEEP_POD_NYLON,imbalance1
OXYGEN_SHAKE_EVENING_BREATH__imbalance3,11.089021,OXYGEN_SHAKE_EVENING_BREATH,imbalance3
MICROCHIP_TRIANGLE__spread,11.07855,MICROCHIP_TRIANGLE,spread
UV_VISOR_MAGENTA__ret1,11.078244,UV_VISOR_MAGENTA,ret1
PEBBLES_XL__imbalance1,11.076691,PEBBLES_XL,imbalance1
MICROCHIP_SQUARE__ret1,11.075705,MICROCHIP_SQUARE,ret1
ROBOT_MOPPING__micro_minus_mid,11.050464,ROBOT_MOPPING,micro_minus_mid
ROBOT_LAUNDRY__imbalance1,11.048838,ROBOT_LAUNDRY,imbalance1
ROBOT_MOPPING__imbalance1,11.039306,ROBOT_MOPPING,imbalance1
TRANSLATOR_ECLIPSE_CHARCOAL__imbalance1,11.031896,TRANSLATOR_ECLIPSE_CHARCOAL,imbalance1
PANEL_1X4__imbalance1,11.026092,PANEL_1X4,imbalance1
MICROCHIP_RECTANGLE__ret10,11.023188,MICROCHIP_RECTANGLE,ret10
SNACKPACK_CHOCOLATE__ret10,11.019244,SNACKPACK_CHOCOLATE,ret10
MICROCHIP_SQUARE__micro_minus_mid,11.012432,MICROCHIP_SQUARE,micro_minus_mid
SLEEP_POD_POLYESTER__ret10,11.002726,SLEEP_POD_POLYESTER,ret10
ROBOT_VACUUMING__ret10,10.9951,ROBOT_VACUUMING,ret10
PEBBLES_XL__micro_minus_mid,10.976517,PEBBLES_XL,micro_minus_mid
ROBOT_LAUNDRY__ret10,10.962595,ROBOT_LAUNDRY,ret10
OXYGEN_SHAKE_GARLIC__ret1,10.917652,OXYGEN_SHAKE_GARLIC,ret1
PANEL_1X2__ret1,10.914053,PANEL_1X2,ret1
PEBBLES_S__ret10,10.896055,PEBBLES_S,ret10
GALAXY_SOUNDS_DARK_MATTER__spread,10.882171,GALAXY_SOUNDS_DARK_MATTER,spread
TRANSLATOR_GRAPHITE_MIST__micro_minus_mid,10.874339,TRANSLATOR_GRAPHITE_MIST,micro_minus_mid
SLEEP_POD_COTTON__ret10,10.874266,SLEEP_POD_COTTON,ret10
UV_VISOR_YELLOW__ret10,10.861656,UV_VISOR_YELLOW,ret10
ROBOT_IRONING__ret1,10.857949,ROBOT_IRONING,ret1
PANEL_4X4__micro_minus_mid,10.857204,PANEL_4X4,micro_minus_mid
ROBOT_MOPPING__ret10,10.856034,ROBOT_MOPPING,ret10
UV_VISOR_RED__ret1,10.809561,UV_VISOR_RED,ret1
MICROCHIP_RECTANGLE__micro_minus_mid,10.798225,MICROCHIP_RECTANGLE,micro_minus_mid
PANEL_2X2__micro_minus_mid,10.787491,PANEL_2X2,micro_minus_mid
PANEL_2X4__ret1,10.760379,PANEL_2X4,ret1
OXYGEN_SHAKE_MORNING_BREATH__ret10,10.749769,OXYGEN_SHAKE_MORNING_BREATH,ret10
PANEL_1X4__micro_minus_mid,10.723747,PANEL_1X4,micro_minus_mid
PEBBLES_XS__micro_minus_mid,10.718754,PEBBLES_XS,micro_minus_mid
OXYGEN_SHAKE_CHOCOLATE__ret10,10.702066,OXYGEN_SHAKE_CHOCOLATE,ret10
PEBBLES_M__ret10,10.701483,PEBBLES_M,ret10
SNACKPACK_PISTACHIO__ret1,10.697232,SNACKPACK_PISTACHIO,ret1
GALAXY_SOUNDS_BLACK_HOLES__ret1,10.686793,GALAXY_SOUNDS_BLACK_HOLES,ret1
SNACKPACK_RASPBERRY__ret10,10.669428,SNACKPACK_RASPBERRY,ret10
GALAXY_SOUNDS_SOLAR_FLAMES__ret10,10.668215,GALAXY_SOUNDS_SOLAR_FLAMES,ret10
TRANSLATOR_SPACE_GRAY__ret10,10.632878,TRANSLATOR_SPACE_GRAY,ret10
PEBBLES_L__ret1,10.621937,PEBBLES_L,ret1
ROBOT_IRONING__micro_minus_mid,10.606457,ROBOT_IRONING,micro_minus_mid
SLEEP_POD_SUEDE__ret1,10.599848,SLEEP_POD_SUEDE,ret1
MICROCHIP_RECTANGLE__ret1,10.59087,MICROCHIP_RECTANGLE,ret1
GALAXY_SOUNDS_BLACK_HOLES__ret10,10.580341,GALAXY_SOUNDS_BLACK_HOLES,ret10
ROBOT_DISHES__imbalance1,10.559529,ROBOT_DISHES,imbalance1
OXYGEN_SHAKE_CHOCOLATE__ret1,10.546643,OXYGEN_SHAKE_CHOCOLATE,ret1
MICROCHIP_CIRCLE__ret10,10.544541,MICROCHIP_CIRCLE,ret10
GALAXY_SOUNDS_DARK_MATTER__ret1,10.527693,GALAXY_SOUNDS_DARK_MATTER,ret1
MICROCHIP_CIRCLE__micro_minus_mid,10.4964285,MICROCHIP_CIRCLE,micro_minus_mid
SNACKPACK_CHOCOLATE__ret1,10.48217,SNACKPACK_CHOCOLATE,ret1
PANEL_2X2__ret1,10.468313,PANEL_2X2,ret1
MICROCHIP_TRIANGLE__micro_minus_mid,10.467691,MICROCHIP_TRIANGLE,micro_minus_mid
PEBBLES_L__micro_minus_mid,10.466647,PEBBLES_L,micro_minus_mid
UV_VISOR_YELLOW__ret1,10.43137,UV_VISOR_YELLOW,ret1
TRANSLATOR_SPACE_GRAY__micro_minus_mid,10.414749,TRANSLATOR_SPACE_GRAY,micro_minus_mid
SNACKPACK_VANILLA__ret1,10.40873,SNACKPACK_VANILLA,ret1
SLEEP_POD_LAMB_WOOL__ret10,10.3993435,SLEEP_POD_LAMB_WOOL,ret10
UV_VISOR_AMBER__ret10,10.399248,UV_VISOR_AMBER,ret10
UV_VISOR_ORANGE__ret1,10.395311,UV_VISOR_ORANGE,ret1
ROBOT_DISHES__ret1,10.393484,ROBOT_DISHES,ret1
SLEEP_POD_NYLON__micro_minus_mid,10.390608,SLEEP_POD_NYLON,micro_minus_mid
TRANSLATOR_SPACE_GRAY__ret1,10.373477,TRANSLATOR_SPACE_GRAY,ret1
SNACKPACK_RASPBERRY__ret1,10.362483,SNACKPACK_RASPBERRY,ret1
MICROCHIP_CIRCLE__imbalance1,10.359747,MICROCHIP_CIRCLE,imbalance1
TRANSLATOR_ECLIPSE_CHARCOAL__ret1,10.354045,TRANSLATOR_ECLIPSE_CHARCOAL,ret1
MICROCHIP_OVAL__ret1,10.351524,MICROCHIP_OVAL,ret1
SLEEP_POD_COTTON__ret1,10.346272,SLEEP_POD_COTTON,ret1
TRANSLATOR_VOID_BLUE__ret1,10.32674,TRANSLATOR_VOID_BLUE,ret1
GALAXY_SOUNDS_SOLAR_FLAMES__ret1,10.32144,GALAXY_SOUNDS_SOLAR_FLAMES,ret1
PANEL_4X4__ret1,10.290664,PANEL_4X4,ret1
OXYGEN_SHAKE_EVENING_BREATH__ret1,10.259665,OXYGEN_SHAKE_EVENING_BREATH,ret1
GALAXY_SOUNDS_PLANETARY_RINGS__ret1,10.21956,GALAXY_SOUNDS_PLANETARY_RINGS,ret1
SLEEP_POD_NYLON__ret10,10.190078,SLEEP_POD_NYLON,ret10
PEBBLES_M__ret1,10.176253,PEBBLES_M,ret1
OXYGEN_SHAKE_MORNING_BREATH__ret1,10.132856,OXYGEN_SHAKE_MORNING_BREATH,ret1
PEBBLES_XL__ret1,10.130925,PEBBLES_XL,ret1
PANEL_1X2__ret10,10.112349,PANEL_1X2,ret10
MICROCHIP_CIRCLE__ret1,10.103901,MICROCHIP_CIRCLE,ret1
SLEEP_POD_NYLON__ret1,10.08692,SLEEP_POD_NYLON,ret1
GALAXY_SOUNDS_SOLAR_WINDS__ret1,10.058816,GALAXY_SOUNDS_SOLAR_WINDS,ret1
MICROCHIP_TRIANGLE__ret1,10.039207,MICROCHIP_TRIANGLE,ret1
SLEEP_POD_POLYESTER__ret1,10.034018,SLEEP_POD_POLYESTER,ret1
PANEL_1X4__ret1,10.0276,PANEL_1X4,ret1
SNACKPACK_STRAWBERRY__ret1,10.013754,SNACKPACK_STRAWBERRY,ret1
OXYGEN_SHAKE_GARLIC__ret10,9.938283,OXYGEN_SHAKE_GARLIC,ret10
PEBBLES_S__ret1,9.793808,PEBBLES_S,ret1
UV_VISOR_AMBER__ret1,9.714479,UV_VISOR_AMBER,ret1
ROBOT_MOPPING__ret1,9.705891,ROBOT_MOPPING,ret1
ROBOT_VACUUMING__ret1,9.686772,ROBOT_VACUUMING,ret1
PEBBLES_XS__ret1,9.673921,PEBBLES_XS,ret1
SLEEP_POD_LAMB_WOOL__ret1,9.462768,SLEEP_POD_LAMB_WOOL,ret1
