split,product,group,side,horizon,corr,top5_count,top5_edge,top5_win,top5_pred,all_edge,rank_score
d2_to_d3,PANEL_2X4,PANEL,long,500,0.33140260282884737,41,231.1707305908203,0.7804878048780488,149.0701141357422,15.8050537109375,180.42593607088415
d2_to_d3,SNACKPACK_CHOCOLATE,SNACKPACK,short,500,0.39573723331694344,41,187.9512176513672,0.9512195121951219,32.72235107421875,-3.6979541778564453,178.78286557081267
d2_to_d3,ROBOT_VACUUMING,ROBOT,short,500,0.3674724904944484,41,197.80487060546875,0.9024390243902439,-21.578189849853516,58.4151611328125,178.50683444883765
d2_to_d3,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY,short,500,0.25492879561536164,41,175.31707763671875,0.975609756097561,85.29346466064453,-69.22984313964844,171.04105135289635
d2_to_d3,SLEEP_POD_NYLON,SLEEP,long,1000,0.5481073009521173,41,231.1219482421875,0.7317073170731707,-56.42413330078125,68.2190170288086,169.11362066501525
d2_to_d3,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,long,1000,-0.0003774584277980968,41,197.7073211669922,0.8536585365853658,2.929461717605591,121.85198211669922,168.77454245962747
d2_to_d3,PEBBLES_S,PEBBLES,short,500,0.18223006775313252,41,200.756103515625,0.8048780487804879,184.29307556152344,11.243081092834473,161.5841808784299
d2_to_d3,TRANSLATOR_VOID_BLUE,TRANSLATOR,long,500,0.3056042444897721,41,182.53659057617188,0.8780487804878049,140.16441345214844,-24.726835250854492,160.27603074980945
d2_to_d3,SLEEP_POD_LAMB_WOOL,SLEEP,long,1000,0.33393762273039745,41,234.39024353027344,0.6829268292682927,73.43661499023438,51.64500427246094,160.0713858255526
d2_to_d3,SLEEP_POD_POLYESTER,SLEEP,long,500,0.0517644824325202,41,232.7073211669922,0.6585365853658537,170.24139404296875,55.253910064697266,153.24628467094607
d2_to_d3,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY,long,1000,0.23610004199998838,41,230.243896484375,0.6341463414634146,168.53700256347656,-59.17448806762695,146.00832459984755
d2_to_d3,MICROCHIP_CIRCLE,MICROCHIP,short,1000,0.2333639535445646,41,198.36585998535156,0.7317073170731707,115.9248046875,51.59446334838867,145.14575120879383
d2_to_d3,TRANSLATOR_VOID_BLUE,TRANSLATOR,long,1000,0.4815739500298983,41,169.48780822753906,0.8048780487804879,215.58309936523438,-48.11071014404297,136.41701637826316
d2_to_d3,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY,short,500,0.16812322207684977,41,184.85365295410156,0.7317073170731707,-15.206377983093262,13.232250213623047,135.25877045422067
d2_to_d3,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN,long,1000,0.26385509675061025,41,191.60975646972656,0.6585365853658537,-180.1324005126953,73.7472915649414,126.18203474835653
d2_to_d3,MICROCHIP_SQUARE,MICROCHIP,long,100,0.2589461111794431,41,152.14634704589844,0.8292682926829268,38.26552200317383,23.531888961791992,126.17014145269626
d2_to_d3,ROBOT_IRONING,ROBOT,short,1000,0.013084707510438897,41,164.4146270751953,0.7317073170731707,106.2693862915039,170.17568969726562,120.30338566477705
d2_to_d3,PEBBLES_L,PEBBLES,long,500,0.15702878653265437,41,174.73170471191406,0.6829268292682927,191.64976501464844,33.025272369384766,119.32896907155107
