split,product,group,side,horizon,corr,top5_pred_mean_edge,top5_win,top5_count,all_mean_edge,rank_score,top5_mean_stable_proxy
d2_to_d3,PEBBLES_XS,PEBBLES,short,50,-0.00882530720600232,6.822222222222222,0.5644444444444444,450,-0.025,3.850765432098765,3.850765432098765
d3_to_d4,PANEL_2X4,PANEL,short,50,0.016683008477815127,6.604444444444445,0.5288888888888889,450,-14.885555555555555,3.4930172839506173,3.4930172839506173
d23_to_d4,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,short,50,-0.01601526734586812,4.248888888888889,0.5644444444444444,450,-2.2924444444444445,2.3982617283950614,2.3982617283950614
d3_to_d4,SLEEP_POD_COTTON,SLEEP,short,500,0.4980633536091268,2.2377777777777776,0.5333333333333333,450,28.321666666666665,1.1934814814814814,1.1934814814814814
d3_to_d4,SLEEP_POD_SUEDE,SLEEP,short,200,-0.1696593209528623,2.08,0.5644444444444444,450,-7.264666666666667,1.1740444444444444,1.1740444444444444
d23_to_d4,OXYGEN_SHAKE_GARLIC,OXYGEN,long,200,-0.1424694695498937,2.148888888888889,0.4866666666666667,450,26.411555555555555,1.0457925925925928,1.0457925925925928
d23_to_d4,PEBBLES_XS,PEBBLES,long,10,0.05392403310269093,1.531111111111111,0.5155555555555555,450,-8.964666666666666,0.7893728395061728,0.7893728395061728
d3_to_d4,PEBBLES_L,PEBBLES,long,50,0.0468430971206407,1.2222222222222223,0.4533333333333333,450,-22.345555555555556,0.554074074074074,0.554074074074074
d23_to_d4,PANEL_1X4,PANEL,long,100,0.09051129338281355,0.26222222222222225,0.4822222222222222,450,-7.334333333333333,0.12644938271604939,0.12644938271604939
d2_to_d3,MICROCHIP_OVAL,MICROCHIP,short,50,-0.04953744172389098,-0.6688888888888889,0.5066666666666667,450,0.273,-0.3389037037037037,-0.3389037037037037
d3_to_d4,ROBOT_MOPPING,ROBOT,short,10,0.04000130595205703,-0.7644444444444445,0.5133333333333333,450,-7.466888888888889,-0.3924148148148148,-0.3924148148148148
d3_to_d4,TRANSLATOR_VOID_BLUE,TRANSLATOR,long,50,0.03948515897527427,-0.8977777777777778,0.4622222222222222,450,-6.474777777777778,-0.4149728395061728,-0.4149728395061728
d23_to_d4,MICROCHIP_SQUARE,MICROCHIP,short,100,0.02490115163012114,-0.9577777777777777,0.5155555555555555,450,5.440444444444444,-0.49378765432098765,-0.49378765432098765
d3_to_d4,UV_VISOR_MAGENTA,UV,short,200,0.14743150681562794,-1.0644444444444445,0.5022222222222222,450,-21.594,-0.5345876543209878,-0.5345876543209878
d23_to_d4,UV_VISOR_MAGENTA,UV,long,100,-0.10016674458156913,-1.0555555555555556,0.5955555555555555,450,-11.397666666666666,-0.628641975308642,-0.628641975308642
d2_to_d3,PANEL_2X4,PANEL,long,10,0.029775417367746335,-2.033333333333333,0.48,450,-9.147555555555556,-0.9759999999999999,-0.9759999999999999
d2_to_d3,OXYGEN_SHAKE_GARLIC,OXYGEN,short,500,0.13750588210456435,-2.3,0.44,450,-13.040222222222223,-1.012,-1.012
d2_to_d3,TRANSLATOR_ASTRO_BLACK,TRANSLATOR,short,10,0.049450191199311815,-2.2377777777777776,0.47333333333333333,450,-6.738777777777778,-1.0592148148148148,-1.0592148148148148
d2_to_d3,MICROCHIP_OVAL,MICROCHIP,long,200,-0.06669856416437721,-2.1622222222222223,0.5,450,-38.07411111111111,-1.0811111111111111,-1.0811111111111111
d2_to_d3,SLEEP_POD_NYLON,SLEEP,long,50,0.012096377638585794,-2.477777777777778,0.43777777777777777,450,-4.233,-1.0847160493827162,-1.0847160493827162
d23_to_d4,ROBOT_MOPPING,ROBOT,short,10,0.012864167842929848,-2.6,0.47333333333333333,450,-7.466888888888889,-1.2306666666666668,-1.2306666666666668
d23_to_d4,MICROCHIP_SQUARE,MICROCHIP,long,50,0.08295291182627287,-2.4555555555555557,0.5555555555555556,450,-22.17511111111111,-1.3641975308641976,-1.3641975308641976
d23_to_d4,PANEL_1X4,PANEL,short,10,0.05344637762480013,-3.1533333333333333,0.43777777777777777,450,-7.769444444444445,-1.3804592592592593,-1.3804592592592593
d3_to_d4,SNACKPACK_STRAWBERRY,SNACKPACK,short,1000,-0.40345040724391745,-174.38222222222223,0.0044444444444444444,450,-29.50177777777778,-1.7438222222222224,-1.7438222222222224
d23_to_d4,OXYGEN_SHAKE_CHOCOLATE,OXYGEN,long,100,-0.128873393983071,-3.351111111111111,0.5266666666666666,450,1.3904444444444444,-1.7649185185185183,-1.7649185185185183
d2_to_d3,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,long,10,-0.01177224055685248,-4.733333333333333,0.3933333333333333,450,-7.370333333333333,-1.8617777777777778,-1.8617777777777778
d3_to_d4,PANEL_1X4,PANEL,short,10,0.055795222400459484,-4.884444444444444,0.4,450,-7.769444444444445,-1.9537777777777778,-1.9537777777777778
d23_to_d4,SNACKPACK_PISTACHIO,SNACKPACK,long,10,-0.0009890510697265582,-16.935555555555556,0.12666666666666668,450,-16.07133333333333,-2.1451703703703706,-2.1451703703703706
d23_to_d4,TRANSLATOR_ASTRO_BLACK,TRANSLATOR,short,10,0.06982488381414917,-5.477777777777778,0.41555555555555557,450,-7.881666666666667,-2.276320987654321,-2.276320987654321
d3_to_d4,SLEEP_POD_COTTON,SLEEP,long,10,0.06417919043985179,-5.06,0.46444444444444444,450,-11.573888888888888,-2.3500888888888887,-2.3500888888888887
d2_to_d3,MICROCHIP_OVAL,MICROCHIP,long,10,0.003855691111663,-5.757777777777778,0.4177777777777778,450,-9.466444444444445,-2.405471604938272,-2.405471604938272
d2_to_d3,MICROCHIP_SQUARE,MICROCHIP,long,500,-0.2967525090429647,-5.282222222222222,0.46,450,138.7168888888889,-2.429822222222222,-2.429822222222222
d23_to_d4,MICROCHIP_OVAL,MICROCHIP,long,10,0.015859100039906357,-6.464444444444444,0.3933333333333333,450,-7.805444444444444,-2.5426814814814813,-2.5426814814814813
d3_to_d4,SNACKPACK_PISTACHIO,SNACKPACK,long,10,0.019521225470090563,-15.793333333333333,0.1622222222222222,450,-16.07133333333333,-2.562029629629629,-2.562029629629629
d23_to_d4,UV_VISOR_RED,UV,long,10,0.05174526486056158,-6.524444444444445,0.3977777777777778,450,-14.051,-2.5952790123456793,-2.5952790123456793
d2_to_d3,SNACKPACK_PISTACHIO,SNACKPACK,long,10,0.010187086194106415,-15.255555555555556,0.1711111111111111,450,-16.004444444444445,-2.610395061728395,-2.610395061728395
d3_to_d4,MICROCHIP_OVAL,MICROCHIP,long,10,-0.0029744723418363562,-8.22,0.31777777777777777,450,-7.805444444444444,-2.6121333333333334,-2.6121333333333334
d3_to_d4,TRANSLATOR_ASTRO_BLACK,TRANSLATOR,short,10,0.03853693258413442,-6.331111111111111,0.4288888888888889,450,-7.881666666666667,-2.715343209876543,-2.715343209876543
d3_to_d4,TRANSLATOR_ASTRO_BLACK,TRANSLATOR,short,200,0.08753646969337164,-4.695555555555556,0.5844444444444444,450,-0.134,-2.7442913580246917,-2.7442913580246917
d23_to_d4,TRANSLATOR_VOID_BLUE,TRANSLATOR,short,100,0.04402765798257445,-5.3133333333333335,0.5177777777777778,450,-16.416444444444444,-2.751125925925926,-2.751125925925926
d2_to_d3,PANEL_2X4,PANEL,short,50,0.06736510318195148,-6.1177777777777775,0.4533333333333333,450,-12.705111111111112,-2.773392592592592,-2.773392592592592
d3_to_d4,PEBBLES_S,PEBBLES,short,10,0.025557214101699286,-6.595555555555555,0.44,450,-8.415111111111111,-2.9020444444444444,-2.9020444444444444
d2_to_d3,UV_VISOR_MAGENTA,UV,long,100,-0.012303959056271225,-6.633333333333334,0.44222222222222224,450,-12.284666666666666,-2.9334074074074077,-2.9334074074074077
d3_to_d4,UV_VISOR_MAGENTA,UV,short,10,0.018754122898198496,-6.68,0.4533333333333333,450,-14.847111111111111,-3.028266666666666,-3.028266666666666
d23_to_d4,SLEEP_POD_NYLON,SLEEP,long,500,-0.009437840931324711,-6.311111111111111,0.4822222222222222,450,47.039,-3.043358024691358,-3.043358024691358
d2_to_d3,PANEL_1X4,PANEL,short,10,0.04138760784398434,-7.293333333333333,0.42444444444444446,450,-6.472222222222222,-3.0956148148148146,-3.0956148148148146
d3_to_d4,GALAXY_SOUNDS_BLACK_HOLES,GALAXY,long,10,0.015201908596340404,-8.08,0.39111111111111113,450,-13.862222222222222,-3.1601777777777778,-3.1601777777777778
d2_to_d3,UV_VISOR_RED,UV,long,10,0.09206024970970358,-8.353333333333333,0.3844444444444444,450,-13.170555555555556,-3.2113925925925924,-3.2113925925925924
d3_to_d4,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY,short,10,0.01677215132783476,-10.086666666666666,0.33111111111111113,450,-13.776333333333334,-3.3398074074074073,-3.3398074074074073
d3_to_d4,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,long,10,0.0014608466623432478,-8.626666666666667,0.3933333333333333,450,-10.617222222222223,-3.3931555555555555,-3.3931555555555555
d23_to_d4,ROBOT_MOPPING,ROBOT,long,100,0.04306473811725537,-7.933333333333334,0.45111111111111113,450,-17.522555555555556,-3.578814814814815,-3.578814814814815
d23_to_d4,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,long,10,0.017122319432306597,-9.922222222222222,0.36444444444444446,450,-10.617222222222223,-3.616098765432099,-3.616098765432099
d23_to_d4,SNACKPACK_PISTACHIO,SNACKPACK,short,50,-0.06642091075357853,-11.864444444444445,0.31777777777777777,450,-14.122111111111112,-3.7702567901234567,-3.7702567901234567
d23_to_d4,PANEL_2X4,PANEL,long,10,-0.02829050788471833,-10.166666666666666,0.3711111111111111,450,-9.373111111111111,-3.772962962962963,-3.772962962962963
d3_to_d4,ROBOT_MOPPING,ROBOT,long,100,-0.05745833584143014,-8.506666666666666,0.4444444444444444,450,-17.522555555555556,-3.78074074074074,-3.78074074074074
d23_to_d4,PEBBLES_S,PEBBLES,short,10,-0.013071855957454217,-9.084444444444445,0.4222222222222222,450,-8.415111111111111,-3.8356543209876546,-3.8356543209876546
d23_to_d4,SLEEP_POD_COTTON,SLEEP,long,10,-0.021228285406524786,-10.235555555555555,0.38,450,-11.573888888888888,-3.889511111111111,-3.889511111111111
d3_to_d4,OXYGEN_SHAKE_CHOCOLATE,OXYGEN,short,10,0.005964997643933823,-10.071111111111112,0.3888888888888889,450,-14.161444444444445,-3.9165432098765436,-3.9165432098765436
d23_to_d4,UV_VISOR_MAGENTA,UV,short,200,0.03748708240717053,-9.551111111111112,0.4111111111111111,450,-21.594,-3.9265679012345682,-3.9265679012345682
d23_to_d4,OXYGEN_SHAKE_CHOCOLATE,OXYGEN,short,10,-0.043604271691730215,-15.70888888888889,0.2511111111111111,450,-14.161444444444445,-3.944676543209877,-3.944676543209877
d2_to_d3,OXYGEN_SHAKE_CHOCOLATE,OXYGEN,short,200,0.1023079652669411,-7.4222222222222225,0.5422222222222223,450,-9.013444444444444,-4.024493827160494,-4.024493827160494
d23_to_d4,SLEEP_POD_SUEDE,SLEEP,short,10,0.01819622872576243,-9.677777777777777,0.4177777777777778,450,-10.300888888888888,-4.043160493827161,-4.043160493827161
d2_to_d3,OXYGEN_SHAKE_GARLIC,OXYGEN,long,10,-0.008961698663309297,-11.302222222222222,0.36444444444444446,450,-14.543888888888889,-4.119032098765432,-4.119032098765432
d2_to_d3,ROBOT_MOPPING,ROBOT,short,10,-0.0033348542846813227,-11.673333333333334,0.35777777777777775,450,-10.257555555555555,-4.176459259259259,-4.176459259259259
d3_to_d4,SLEEP_POD_NYLON,SLEEP,short,100,0.03056484831019309,-9.115555555555556,0.4688888888888889,450,-18.531222222222222,-4.274182716049383,-4.274182716049383
d3_to_d4,SNACKPACK_PISTACHIO,SNACKPACK,long,200,-0.0403200286407313,-12.073333333333334,0.35555555555555557,450,-20.96022222222222,-4.292740740740741,-4.292740740740741
d2_to_d3,OXYGEN_SHAKE_CHOCOLATE,OXYGEN,short,10,-0.03610441485547052,-12.24,0.35777777777777775,450,-11.911111111111111,-4.3792,-4.3792
d3_to_d4,PANEL_2X4,PANEL,long,10,-0.009109124057133863,-12.471111111111112,0.35555555555555557,450,-9.373111111111111,-4.434172839506173,-4.434172839506173
d3_to_d4,GALAXY_SOUNDS_BLACK_HOLES,GALAXY,long,200,-0.06503968273993883,-9.79111111111111,0.4577777777777778,450,23.105333333333334,-4.4821530864197525,-4.4821530864197525
d2_to_d3,SNACKPACK_PISTACHIO,SNACKPACK,short,50,-0.050199090025926416,-20.8,0.21777777777777776,450,-15.28588888888889,-4.5297777777777775,-4.5297777777777775
d3_to_d4,SNACKPACK_PISTACHIO,SNACKPACK,short,50,0.06543004141189009,-12.6,0.36,450,-14.122111111111112,-4.536,-4.536
