product,kind,window,threshold,horizon,day,pnl,trades,wins,win_pct,avg_round_trip_pnl,entry_z_abs
MICROCHIP_TRIANGLE,product_rolling,500,1.0,500,3,-23549.0,41,26,0.6341463414634146,26151.219512195123,1.9923182908862171
MICROCHIP_TRIANGLE,product_rolling,500,1.0,500,4,7815.0,51,26,0.5098039215686274,785.3725490196078,
OXYGEN_SHAKE_CHOCOLATE,group_regression_open500,1000,3.0,500,2,5590.0,5,3,0.6,18840.0,
OXYGEN_SHAKE_CHOCOLATE,group_regression_open500,1000,3.0,500,3,-3290.0,8,5,0.625,22685.0,
OXYGEN_SHAKE_CHOCOLATE,group_regression_open500,1000,3.0,500,4,5740.0,5,2,0.4,-25898.0,
MICROCHIP_TRIANGLE,product_rolling,500,1.5,500,2,-13041.0,30,12,0.4,-21647.3,
MICROCHIP_TRIANGLE,product_rolling,500,1.5,500,3,-22252.0,29,19,0.6551724137931034,30235.03448275862,1.9842099099656356
MICROCHIP_TRIANGLE,product_rolling,500,1.5,500,4,10036.0,36,18,0.5,-1148.4722222222222,
PEBBLES_XL,product_rolling,500,2.0,200,2,10314.0,27,12,0.4444444444444444,-15446.296296296296,
PEBBLES_XL,product_rolling,500,2.0,200,3,45065.0,33,20,0.6060606060606061,26156.060606060608,2.0244381387393333
PEBBLES_XL,product_rolling,500,2.0,200,4,16020.0,32,12,0.375,-40200.3125,
SLEEP_POD_LAMB_WOOL,group_equal,500,3.0,500,2,-10738.0,10,3,0.3,-44516.0,
SLEEP_POD_LAMB_WOOL,group_equal,500,3.0,500,3,-1275.0,9,6,0.6666666666666666,33012.444444444445,
SLEEP_POD_LAMB_WOOL,group_equal,500,3.0,500,4,8832.0,15,6,0.4,-23448.866666666665,
SLEEP_POD_NYLON,product_rolling,1000,2.5,500,2,344.0,9,7,0.7777777777777778,53058.0,2.5896424293814384
SLEEP_POD_NYLON,product_rolling,1000,2.5,500,3,2656.0,10,6,0.6,18351.2,2.5341509544474055
