group,target,threshold,horizon,exit_rule,days,total_pnl,min_day_pnl,positive_days,total_trades,win_pct,avg_pnl_per_trade,avg_hold,max_hold
MICROCHIP,MICROCHIP_CIRCLE,2.5,500,zero_cross,3,-1790.0,-14500.0,2,35,0.5714285714285714,-51.142857142857146,492.1714285714286,500
MICROCHIP,MICROCHIP_CIRCLE,3.0,500,fixed_horizon,3,-1850.0,-14960.0,2,26,0.5384615384615384,-71.15384615384616,488.2307692307692,500
MICROCHIP,MICROCHIP_CIRCLE,3.0,500,zero_cross,3,-1850.0,-14960.0,2,26,0.5384615384615384,-71.15384615384616,488.2307692307692,500
UV_VISOR,UV_VISOR_MAGENTA,1.5,100,zero_cross,3,-2000.0,-9030.0,2,151,0.4966887417218543,-13.245033112582782,99.24503311258277,100
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2.0,200,fixed_horizon,3,-2250.0,-19680.0,2,123,0.5284552845528455,-18.29268292682927,199.130081300813,200
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2.0,200,zero_cross,3,-2250.0,-19680.0,2,123,0.5284552845528455,-18.29268292682927,199.130081300813,200
PEBBLES,PEBBLES_XS,1.5,500,fixed_horizon,3,-2340.0,-5430.0,2,58,0.5,-40.3448275862069,483.94827586206895,500
PEBBLES,PEBBLES_XS,2.0,500,fixed_horizon,3,-2340.0,-5430.0,2,58,0.5,-40.3448275862069,483.94827586206895,500
PEBBLES,PEBBLES_XS,2.5,500,fixed_horizon,3,-2340.0,-5430.0,2,58,0.5,-40.3448275862069,483.94827586206895,500
PEBBLES,PEBBLES_XS,3.0,500,fixed_horizon,3,-2340.0,-5430.0,2,58,0.5,-40.3448275862069,483.94827586206895,500
MICROCHIP,MICROCHIP_OVAL,1.5,500,fixed_horizon,3,-2350.0,-19700.0,2,42,0.42857142857142855,-55.95238095238095,487.57142857142856,500
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,3.0,200,fixed_horizon,3,-2430.0,-5850.0,2,59,0.4576271186440678,-41.186440677966104,196.10169491525423,200
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,3.0,200,zero_cross,3,-2430.0,-5850.0,2,59,0.4576271186440678,-41.186440677966104,196.10169491525423,200
ROBOT,ROBOT_DISHES,2.5,50,fixed_horizon,3,-2440.0,-4460.0,2,147,0.40816326530612246,-16.598639455782312,49.68707482993197,50
ROBOT,ROBOT_DISHES,2.5,50,zero_cross,3,-2440.0,-4460.0,2,147,0.40816326530612246,-16.598639455782312,49.68707482993197,50
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,2.0,200,fixed_horizon,3,-2460.0,-5620.0,2,92,0.4673913043478261,-26.73913043478261,197.32608695652175,200
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,2.0,200,zero_cross,3,-2460.0,-5620.0,2,92,0.4673913043478261,-26.73913043478261,197.32608695652175,200
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3.0,200,fixed_horizon,3,-2680.0,-20390.0,2,97,0.5051546391752577,-27.628865979381445,198.76288659793815,200
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3.0,200,zero_cross,3,-2680.0,-20390.0,2,97,0.5051546391752577,-27.628865979381445,198.76288659793815,200
PANEL,PANEL_2X2,1.5,100,fixed_horizon,3,-2750.0,-9190.0,2,247,0.4939271255060729,-11.133603238866396,99.7327935222672,100
PANEL,PANEL_2X2,1.5,100,zero_cross,3,-2750.0,-9190.0,2,247,0.4939271255060729,-11.133603238866396,99.7327935222672,100
MICROCHIP,MICROCHIP_OVAL,1.5,500,zero_cross,3,-2770.0,-19700.0,2,42,0.42857142857142855,-65.95238095238095,467.85714285714283,500
SLEEP_POD,SLEEP_POD_COTTON,2.5,100,fixed_horizon,3,-2800.0,-13220.0,2,151,0.5165562913907285,-18.543046357615893,100.0,100
SLEEP_POD,SLEEP_POD_COTTON,2.5,100,zero_cross,3,-2800.0,-13220.0,2,151,0.5165562913907285,-18.543046357615893,100.0,100
TRANSLATOR,TRANSLATOR_VOID_BLUE,3.0,50,fixed_horizon,3,-2890.0,-6390.0,2,190,0.5105263157894737,-15.210526315789474,50.0,50
TRANSLATOR,TRANSLATOR_VOID_BLUE,3.0,50,zero_cross,3,-2890.0,-6390.0,2,190,0.5105263157894737,-15.210526315789474,50.0,50
MICROCHIP,MICROCHIP_OVAL,2.5,500,fixed_horizon,3,-2920.0,-14540.0,2,25,0.48,-116.8,480.12,500
UV_VISOR,UV_VISOR_MAGENTA,1.5,100,fixed_horizon,3,-2970.0,-9030.0,2,151,0.4966887417218543,-19.66887417218543,99.44370860927152,100
MICROCHIP,MICROCHIP_RECTANGLE,2.5,50,fixed_horizon,3,-2990.0,-5680.0,2,77,0.4935064935064935,-38.83116883116883,50.0,50
MICROCHIP,MICROCHIP_RECTANGLE,2.5,50,zero_cross,3,-2990.0,-5680.0,2,77,0.4935064935064935,-38.83116883116883,50.0,50
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,3.0,500,fixed_horizon,3,-3040.0,-11860.0,2,26,0.5,-116.92307692307692,493.1923076923077,500
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,3.0,500,zero_cross,3,-3040.0,-11860.0,2,26,0.5,-116.92307692307692,493.1923076923077,500
SLEEP_POD,SLEEP_POD_NYLON,1.5,500,fixed_horizon,3,-3170.0,-12340.0,2,43,0.4186046511627907,-73.72093023255815,497.1860465116279,500
SLEEP_POD,SLEEP_POD_NYLON,1.5,500,zero_cross,3,-3170.0,-12340.0,2,43,0.4186046511627907,-73.72093023255815,497.1860465116279,500
MICROCHIP,MICROCHIP_OVAL,2.5,500,zero_cross,3,-3330.0,-14540.0,2,25,0.48,-133.2,476.52,500
PANEL,PANEL_2X4,3.0,100,fixed_horizon,3,-3480.0,-9060.0,2,154,0.4935064935064935,-22.5974025974026,99.6038961038961,100
PANEL,PANEL_2X4,3.0,100,zero_cross,3,-3480.0,-9060.0,2,154,0.4935064935064935,-22.5974025974026,99.6038961038961,100
UV_VISOR,UV_VISOR_YELLOW,1.5,500,zero_cross,3,-3570.0,-14230.0,2,36,0.3888888888888889,-99.16666666666667,476.6111111111111,500
MICROCHIP,MICROCHIP_RECTANGLE,2.5,100,fixed_horizon,3,-3610.0,-6330.0,2,41,0.5121951219512195,-88.04878048780488,100.0,100
MICROCHIP,MICROCHIP_RECTANGLE,2.5,100,zero_cross,3,-3610.0,-6330.0,2,41,0.5121951219512195,-88.04878048780488,100.0,100
TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,1.5,100,fixed_horizon,3,-4070.0,-11730.0,2,236,0.4788135593220339,-17.24576271186441,100.0,100
TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,1.5,100,zero_cross,3,-4070.0,-11730.0,2,236,0.4788135593220339,-17.24576271186441,100.0,100
ROBOT,ROBOT_LAUNDRY,3.0,50,fixed_horizon,3,-4750.0,-13620.0,2,344,0.49127906976744184,-13.80813953488372,49.924418604651166,50
ROBOT,ROBOT_LAUNDRY,3.0,50,zero_cross,3,-4750.0,-13620.0,2,344,0.49127906976744184,-13.80813953488372,49.924418604651166,50
PANEL,PANEL_4X4,1.5,500,zero_cross,3,-4770.0,-13550.0,2,43,0.5116279069767442,-110.93023255813954,467.5348837209302,500
SLEEP_POD,SLEEP_POD_NYLON,2.0,200,fixed_horizon,3,-4880.0,-11790.0,2,89,0.5168539325842697,-54.831460674157306,198.48314606741573,200
SLEEP_POD,SLEEP_POD_NYLON,2.0,200,zero_cross,3,-4880.0,-11790.0,2,89,0.5168539325842697,-54.831460674157306,198.48314606741573,200
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,3.0,200,fixed_horizon,3,-5010.0,-22480.0,2,67,0.5373134328358209,-74.77611940298507,199.955223880597,200
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,3.0,200,zero_cross,3,-5010.0,-22480.0,2,67,0.5373134328358209,-74.77611940298507,199.955223880597,200
MICROCHIP,MICROCHIP_OVAL,3.0,500,fixed_horizon,3,-5440.0,-13950.0,2,21,0.38095238095238093,-259.04761904761904,492.4761904761905,500
MICROCHIP,MICROCHIP_OVAL,3.0,500,zero_cross,3,-5440.0,-13950.0,2,21,0.38095238095238093,-259.04761904761904,492.4761904761905,500
SLEEP_POD,SLEEP_POD_COTTON,3.0,200,fixed_horizon,3,-5450.0,-9460.0,2,63,0.5238095238095238,-86.5079365079365,200.0,200
SLEEP_POD,SLEEP_POD_COTTON,3.0,200,zero_cross,3,-5450.0,-9460.0,2,63,0.5238095238095238,-86.5079365079365,200.0,200
UV_VISOR,UV_VISOR_YELLOW,1.5,200,fixed_horizon,3,-5570.0,-16570.0,2,85,0.4588235294117647,-65.52941176470588,197.68235294117648,200
UV_VISOR,UV_VISOR_YELLOW,1.5,200,zero_cross,3,-5570.0,-16570.0,2,85,0.4588235294117647,-65.52941176470588,197.52941176470588,200
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,3.0,200,fixed_horizon,3,-5840.0,-13330.0,2,61,0.4262295081967213,-95.73770491803279,198.36065573770492,200
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,3.0,200,zero_cross,3,-5840.0,-13330.0,2,61,0.4262295081967213,-95.73770491803279,198.36065573770492,200
PEBBLES,PEBBLES_XS,1.5,200,fixed_horizon,3,-5880.0,-15110.0,2,130,0.46923076923076923,-45.23076923076923,197.93846153846152,200
PEBBLES,PEBBLES_XS,2.0,200,fixed_horizon,3,-5880.0,-15110.0,2,130,0.46923076923076923,-45.23076923076923,197.93846153846152,200
PEBBLES,PEBBLES_XS,2.5,200,fixed_horizon,3,-5880.0,-15110.0,2,130,0.46923076923076923,-45.23076923076923,197.93846153846152,200
PEBBLES,PEBBLES_XS,3.0,200,fixed_horizon,3,-5880.0,-15110.0,2,130,0.46923076923076923,-45.23076923076923,197.93846153846152,200
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,2.5,200,fixed_horizon,3,-5960.0,-15580.0,2,76,0.5,-78.42105263157895,199.17105263157896,200
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,2.5,200,zero_cross,3,-5960.0,-15580.0,2,76,0.5,-78.42105263157895,199.17105263157896,200
PANEL,PANEL_4X4,2.0,200,fixed_horizon,3,-6000.0,-15020.0,2,82,0.4634146341463415,-73.17073170731707,198.4878048780488,200
PANEL,PANEL_4X4,2.0,200,zero_cross,3,-6000.0,-15020.0,2,82,0.4634146341463415,-73.17073170731707,198.4878048780488,200
UV_VISOR,UV_VISOR_MAGENTA,2.5,50,fixed_horizon,3,-6030.0,-10890.0,2,149,0.42953020134228187,-40.46979865771812,49.95973154362416,50
UV_VISOR,UV_VISOR_MAGENTA,2.5,50,zero_cross,3,-6030.0,-10890.0,2,149,0.42953020134228187,-40.46979865771812,49.95973154362416,50
MICROCHIP,MICROCHIP_CIRCLE,2.5,100,fixed_horizon,3,-6200.0,-16800.0,2,142,0.528169014084507,-43.66197183098591,99.80281690140845,100
MICROCHIP,MICROCHIP_CIRCLE,2.5,100,zero_cross,3,-6200.0,-16800.0,2,142,0.528169014084507,-43.66197183098591,99.80281690140845,100
MICROCHIP,MICROCHIP_OVAL,2.0,500,zero_cross,3,-6210.0,-18560.0,2,36,0.4444444444444444,-172.5,452.52777777777777,500
UV_VISOR,UV_VISOR_YELLOW,2.0,200,fixed_horizon,3,-6680.0,-11790.0,2,69,0.4492753623188406,-96.81159420289855,197.59420289855072,200
UV_VISOR,UV_VISOR_YELLOW,2.0,200,zero_cross,3,-6680.0,-11790.0,2,69,0.4492753623188406,-96.81159420289855,197.59420289855072,200
MICROCHIP,MICROCHIP_CIRCLE,3.0,200,fixed_horizon,3,-6940.0,-14670.0,2,57,0.40350877192982454,-121.75438596491227,197.78947368421052,200
MICROCHIP,MICROCHIP_CIRCLE,3.0,200,zero_cross,3,-6940.0,-14670.0,2,57,0.40350877192982454,-121.75438596491227,197.78947368421052,200
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,1.5,100,fixed_horizon,3,-7110.0,-9570.0,2,215,0.4790697674418605,-33.06976744186046,99.71627906976744,100
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,1.5,100,zero_cross,3,-7110.0,-9570.0,2,215,0.4790697674418605,-33.06976744186046,99.71627906976744,100
SLEEP_POD,SLEEP_POD_NYLON,1.5,200,fixed_horizon,3,-7220.0,-16310.0,2,105,0.49523809523809526,-68.76190476190476,198.37142857142857,200
SLEEP_POD,SLEEP_POD_NYLON,1.5,200,zero_cross,3,-7220.0,-16310.0,2,105,0.49523809523809526,-68.76190476190476,198.37142857142857,200
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,2.5,200,fixed_horizon,3,-7360.0,-25070.0,2,79,0.4936708860759494,-93.16455696202532,198.63291139240508,200
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,2.5,200,zero_cross,3,-7360.0,-25070.0,2,79,0.4936708860759494,-93.16455696202532,198.63291139240508,200
UV_VISOR,UV_VISOR_AMBER,2.5,100,fixed_horizon,3,-7660.0,-10980.0,2,187,0.45989304812834225,-40.962566844919785,99.55080213903743,100
UV_VISOR,UV_VISOR_AMBER,2.5,100,zero_cross,3,-7660.0,-10980.0,2,187,0.45989304812834225,-40.962566844919785,99.55080213903743,100
SLEEP_POD,SLEEP_POD_NYLON,2.5,50,fixed_horizon,3,-7780.0,-10270.0,2,238,0.5126050420168067,-32.6890756302521,49.89915966386555,50
SLEEP_POD,SLEEP_POD_NYLON,2.5,50,zero_cross,3,-7780.0,-10270.0,2,238,0.5126050420168067,-32.6890756302521,49.89915966386555,50
PANEL,PANEL_4X4,1.5,500,fixed_horizon,3,-8700.0,-15400.0,2,43,0.4883720930232558,-202.32558139534885,486.13953488372096,500
MICROCHIP,MICROCHIP_OVAL,1.5,200,zero_cross,3,-8880.0,-22280.0,2,92,0.4782608695652174,-96.52173913043478,197.09782608695653,200
MICROCHIP,MICROCHIP_OVAL,3.0,200,fixed_horizon,3,-9000.0,-16060.0,2,50,0.38,-180.0,196.3,200
MICROCHIP,MICROCHIP_OVAL,3.0,200,zero_cross,3,-9000.0,-16060.0,2,50,0.38,-180.0,196.3,200
MICROCHIP,MICROCHIP_RECTANGLE,2.5,20,fixed_horizon,3,-9130.0,-10140.0,2,181,0.46408839779005523,-50.44198895027624,20.0,20
MICROCHIP,MICROCHIP_RECTANGLE,2.5,20,zero_cross,3,-9130.0,-10140.0,2,181,0.46408839779005523,-50.44198895027624,20.0,20
PANEL,PANEL_4X4,3.0,200,fixed_horizon,3,-9260.0,-15980.0,2,59,0.423728813559322,-156.94915254237287,199.98305084745763,200
PANEL,PANEL_4X4,3.0,200,zero_cross,3,-9260.0,-15980.0,2,59,0.423728813559322,-156.94915254237287,199.98305084745763,200
UV_VISOR,UV_VISOR_ORANGE,1.5,500,zero_cross,3,-9750.0,-18410.0,2,21,0.47619047619047616,-464.2857142857143,477.6666666666667,500
MICROCHIP,MICROCHIP_OVAL,2.0,100,fixed_horizon,3,-9820.0,-18540.0,2,132,0.45454545454545453,-74.39393939393939,99.18181818181819,100
MICROCHIP,MICROCHIP_OVAL,2.0,100,zero_cross,3,-9820.0,-18540.0,2,132,0.45454545454545453,-74.39393939393939,99.18181818181819,100
MICROCHIP,MICROCHIP_CIRCLE,3.0,100,fixed_horizon,3,-10010.0,-19830.0,2,105,0.47619047619047616,-95.33333333333333,99.4952380952381,100
MICROCHIP,MICROCHIP_CIRCLE,3.0,100,zero_cross,3,-10010.0,-19830.0,2,105,0.47619047619047616,-95.33333333333333,99.4952380952381,100
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,3.0,100,fixed_horizon,3,-10160.0,-12570.0,2,112,0.49107142857142855,-90.71428571428571,99.41071428571429,100
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,3.0,100,zero_cross,3,-10160.0,-12570.0,2,112,0.49107142857142855,-90.71428571428571,99.41071428571429,100
MICROCHIP,MICROCHIP_OVAL,2.0,500,fixed_horizon,3,-10350.0,-18560.0,2,36,0.4444444444444444,-287.5,472.3333333333333,500
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,1.5,200,fixed_horizon,3,-10430.0,-22440.0,2,134,0.5149253731343284,-77.83582089552239,199.62686567164178,200
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,1.5,200,zero_cross,3,-10430.0,-22440.0,2,134,0.5149253731343284,-77.83582089552239,199.62686567164178,200
MICROCHIP,MICROCHIP_OVAL,2.5,200,fixed_horizon,3,-10630.0,-16610.0,2,56,0.42857142857142855,-189.82142857142858,196.0,200
MICROCHIP,MICROCHIP_OVAL,2.5,200,zero_cross,3,-10630.0,-16610.0,2,56,0.42857142857142855,-189.82142857142858,196.0,200
MICROCHIP,MICROCHIP_OVAL,1.5,100,fixed_horizon,3,-11170.0,-23470.0,2,169,0.46153846153846156,-66.09467455621302,99.28402366863905,100
MICROCHIP,MICROCHIP_OVAL,1.5,100,zero_cross,3,-11170.0,-23470.0,2,169,0.46153846153846156,-66.09467455621302,99.28402366863905,100
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,1.5,100,fixed_horizon,3,-11170.0,-28350.0,2,196,0.4846938775510204,-56.98979591836735,99.54081632653062,100
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,1.5,100,zero_cross,3,-11170.0,-28350.0,2,196,0.4846938775510204,-56.98979591836735,99.54081632653062,100
MICROCHIP,MICROCHIP_OVAL,1.5,200,fixed_horizon,3,-11390.0,-22280.0,2,92,0.4782608695652174,-123.80434782608695,198.1304347826087,200
MICROCHIP,MICROCHIP_TRIANGLE,2.5,50,fixed_horizon,3,-11470.0,-18070.0,2,320,0.4875,-35.84375,49.940625,50
MICROCHIP,MICROCHIP_TRIANGLE,2.5,50,zero_cross,3,-11470.0,-18070.0,2,320,0.4875,-35.84375,49.940625,50
MICROCHIP,MICROCHIP_OVAL,2.0,200,fixed_horizon,3,-11730.0,-15770.0,2,70,0.4,-167.57142857142858,195.52857142857144,200
MICROCHIP,MICROCHIP_OVAL,2.0,200,zero_cross,3,-11730.0,-15770.0,2,70,0.4,-167.57142857142858,195.52857142857144,200
UV_VISOR,UV_VISOR_ORANGE,1.5,500,fixed_horizon,3,-11900.0,-20560.0,2,21,0.47619047619047616,-566.6666666666666,481.6190476190476,500
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,3.0,100,fixed_horizon,3,-12070.0,-19220.0,2,118,0.5,-102.28813559322033,99.7542372881356,100
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,3.0,100,zero_cross,3,-12070.0,-19220.0,2,118,0.5,-102.28813559322033,99.7542372881356,100
UV_VISOR,UV_VISOR_ORANGE,1.5,200,fixed_horizon,3,-13040.0,-21360.0,2,43,0.4418604651162791,-303.25581395348837,200.0,200
UV_VISOR,UV_VISOR_ORANGE,1.5,200,zero_cross,3,-13040.0,-21360.0,2,43,0.4418604651162791,-303.25581395348837,200.0,200
MICROCHIP,MICROCHIP_TRIANGLE,2.0,100,fixed_horizon,3,-13440.0,-20040.0,2,185,0.4810810810810811,-72.64864864864865,99.42702702702702,100
MICROCHIP,MICROCHIP_TRIANGLE,2.0,100,zero_cross,3,-13440.0,-20040.0,2,185,0.4810810810810811,-72.64864864864865,99.42702702702702,100
TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,2.5,50,fixed_horizon,3,-13980.0,-22200.0,2,311,0.4630225080385852,-44.951768488745984,49.848874598070736,50
TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,2.5,50,zero_cross,3,-13980.0,-22200.0,2,311,0.4630225080385852,-44.951768488745984,49.848874598070736,50
MICROCHIP,MICROCHIP_OVAL,2.0,50,fixed_horizon,3,-14020.0,-23180.0,2,250,0.46,-56.08,49.636,50
MICROCHIP,MICROCHIP_OVAL,2.0,50,zero_cross,3,-14020.0,-23180.0,2,250,0.46,-56.08,49.636,50
TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,2.0,50,fixed_horizon,3,-14320.0,-22200.0,2,396,0.4722222222222222,-36.16161616161616,49.88131313131313,50
TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,2.0,50,zero_cross,3,-14320.0,-22200.0,2,396,0.4722222222222222,-36.16161616161616,49.88131313131313,50
PANEL,PANEL_4X4,1.5,100,fixed_horizon,3,-14580.0,-18470.0,2,185,0.43783783783783786,-78.8108108108108,99.84864864864865,100
PANEL,PANEL_4X4,1.5,100,zero_cross,3,-14580.0,-18470.0,2,185,0.43783783783783786,-78.8108108108108,99.84864864864865,100
UV_VISOR,UV_VISOR_ORANGE,1.5,100,fixed_horizon,3,-15390.0,-23380.0,2,78,0.4230769230769231,-197.30769230769232,99.71794871794872,100
UV_VISOR,UV_VISOR_ORANGE,1.5,100,zero_cross,3,-15390.0,-23380.0,2,78,0.4230769230769231,-197.30769230769232,99.71794871794872,100
TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,3.0,50,fixed_horizon,3,-16840.0,-20130.0,2,260,0.4653846153846154,-64.76923076923077,50.0,50
TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,3.0,50,zero_cross,3,-16840.0,-20130.0,2,260,0.4653846153846154,-64.76923076923077,50.0,50
UV_VISOR,UV_VISOR_YELLOW,1.5,100,fixed_horizon,3,-17210.0,-22140.0,2,165,0.44242424242424244,-104.3030303030303,99.56363636363636,100
UV_VISOR,UV_VISOR_YELLOW,1.5,100,zero_cross,3,-17210.0,-22140.0,2,165,0.44242424242424244,-104.3030303030303,99.56363636363636,100
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,3.0,100,fixed_horizon,3,-18780.0,-29730.0,2,128,0.4765625,-146.71875,99.90625,100
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,3.0,100,zero_cross,3,-18780.0,-29730.0,2,128,0.4765625,-146.71875,99.90625,100
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2.5,100,fixed_horizon,3,-19130.0,-26210.0,2,203,0.4433497536945813,-94.23645320197045,99.78325123152709,100
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2.5,100,zero_cross,3,-19130.0,-26210.0,2,203,0.4433497536945813,-94.23645320197045,99.78325123152709,100
SLEEP_POD,SLEEP_POD_LAMB_WOOL,1.5,20,fixed_horizon,3,-19210.0,-21660.0,2,355,0.4591549295774648,-54.11267605633803,20.0,20
SLEEP_POD,SLEEP_POD_LAMB_WOOL,1.5,20,zero_cross,3,-19210.0,-21660.0,2,355,0.4591549295774648,-54.11267605633803,20.0,20
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,2.5,100,fixed_horizon,3,-19220.0,-28660.0,2,151,0.45695364238410596,-127.28476821192054,99.68211920529801,100
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,2.5,100,zero_cross,3,-19220.0,-28660.0,2,151,0.45695364238410596,-127.28476821192054,99.68211920529801,100
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3.0,100,fixed_horizon,3,-20270.0,-28510.0,2,187,0.45989304812834225,-108.39572192513369,99.6524064171123,100
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3.0,100,zero_cross,3,-20270.0,-28510.0,2,187,0.45989304812834225,-108.39572192513369,99.6524064171123,100
MICROCHIP,MICROCHIP_CIRCLE,3.0,50,fixed_horizon,3,-20300.0,-24380.0,2,197,0.4416243654822335,-103.04568527918782,49.91878172588832,50
MICROCHIP,MICROCHIP_CIRCLE,3.0,50,zero_cross,3,-20300.0,-24380.0,2,197,0.4416243654822335,-103.04568527918782,49.91878172588832,50
SLEEP_POD,SLEEP_POD_COTTON,3.0,50,fixed_horizon,3,-20310.0,-21590.0,2,231,0.46320346320346323,-87.92207792207792,50.0,50
SLEEP_POD,SLEEP_POD_COTTON,3.0,50,zero_cross,3,-20310.0,-21590.0,2,231,0.46320346320346323,-87.92207792207792,50.0,50
UV_VISOR,UV_VISOR_ORANGE,1.5,50,fixed_horizon,3,-21500.0,-27740.0,2,145,0.43448275862068964,-148.27586206896552,49.73103448275862,50
UV_VISOR,UV_VISOR_ORANGE,1.5,50,zero_cross,3,-21500.0,-27740.0,2,145,0.43448275862068964,-148.27586206896552,49.73103448275862,50
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2.0,100,fixed_horizon,3,-22230.0,-27640.0,2,241,0.46887966804979253,-92.24066390041494,99.78008298755186,100
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2.0,100,zero_cross,3,-22230.0,-27640.0,2,241,0.46887966804979253,-92.24066390041494,99.78008298755186,100
MICROCHIP,MICROCHIP_OVAL,1.5,50,fixed_horizon,3,-24000.0,-28320.0,2,317,0.4416403785488959,-75.70977917981072,49.78864353312303,50
MICROCHIP,MICROCHIP_OVAL,1.5,50,zero_cross,3,-24000.0,-28320.0,2,317,0.4416403785488959,-75.70977917981072,49.78864353312303,50
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,2.5,50,fixed_horizon,3,-38940.0,-42230.0,2,290,0.4379310344827586,-134.27586206896552,49.889655172413796,50
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,2.5,50,zero_cross,3,-38940.0,-42230.0,2,290,0.4379310344827586,-134.27586206896552,49.889655172413796,50
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,3.0,50,fixed_horizon,3,-39160.0,-43040.0,2,247,0.4534412955465587,-158.5425101214575,49.850202429149796,50
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,3.0,50,zero_cross,3,-39160.0,-43040.0,2,247,0.4534412955465587,-158.5425101214575,49.850202429149796,50
MICROCHIP,MICROCHIP_OVAL,2.0,20,fixed_horizon,3,-40720.0,-41150.0,2,577,0.43327556325823224,-70.57192374350086,19.94800693240901,20
MICROCHIP,MICROCHIP_OVAL,2.0,20,zero_cross,3,-40720.0,-41150.0,2,577,0.43327556325823224,-70.57192374350086,19.94800693240901,20
PEBBLES,PEBBLES_XL,1.5,500,fixed_horizon,3,-40940.0,-61450.0,2,58,0.43103448275862066,-705.8620689655172,483.94827586206895,500
PEBBLES,PEBBLES_XL,2.0,500,fixed_horizon,3,-40940.0,-61450.0,2,58,0.43103448275862066,-705.8620689655172,483.94827586206895,500
PEBBLES,PEBBLES_XL,2.5,500,fixed_horizon,3,-40940.0,-61450.0,2,58,0.43103448275862066,-705.8620689655172,483.94827586206895,500
PEBBLES,PEBBLES_XL,3.0,500,fixed_horizon,3,-40940.0,-61450.0,2,58,0.43103448275862066,-705.8620689655172,483.94827586206895,500
PEBBLES,PEBBLES_L,1.5,500,fixed_horizon,3,24080.0,-8410.0,1,58,0.5517241379310345,415.17241379310343,483.94827586206895,500
PEBBLES,PEBBLES_L,2.0,500,fixed_horizon,3,24080.0,-8410.0,1,58,0.5517241379310345,415.17241379310343,483.94827586206895,500
PEBBLES,PEBBLES_L,2.5,500,fixed_horizon,3,24080.0,-8410.0,1,58,0.5517241379310345,415.17241379310343,483.94827586206895,500
PEBBLES,PEBBLES_L,3.0,500,fixed_horizon,3,24080.0,-8410.0,1,58,0.5517241379310345,415.17241379310343,483.94827586206895,500
MICROCHIP,MICROCHIP_SQUARE,3.0,500,fixed_horizon,3,18360.0,-9730.0,1,31,0.5483870967741935,592.258064516129,480.8709677419355,500
MICROCHIP,MICROCHIP_SQUARE,3.0,500,zero_cross,3,18360.0,-9730.0,1,31,0.5483870967741935,592.258064516129,480.8709677419355,500
