group,target,threshold,horizon,exit_rule,train_days,train_total_pnl,train_min_day_pnl,train_positive_days,train_total_trades,train_win_pct,train_avg_pnl_per_trade,candidate_id,test_day,candidate_set,days,all_days_total_pnl,all_days_min_day_pnl,all_days_positive_days,all_days_total_trades,win_pct,avg_pnl_per_trade,avg_hold,max_hold
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,2.5,100,zero_cross,,1960.0,10.0,2,68,0.5588235294117647,28.823529411764707,OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|thr=2.5|h=100|zero_cross,3,static12_fast_horizon_le_100,3.0,2370.0,10.0,3.0,130.0,0.5230769230769231,18.23076923076923,100.0,100.0
MICROCHIP,MICROCHIP_RECTANGLE,1.5,500,zero_cross,,23160.0,11570.0,2,19,0.631578947368421,1218.9473684210527,MICROCHIP|MICROCHIP_RECTANGLE|thr=1.5|h=500|zero_cross,3,static12_long_horizon_500,3.0,34250.0,11090.0,3.0,33.0,0.6060606060606061,1037.878787878788,410.969696969697,500.0
MICROCHIP,MICROCHIP_RECTANGLE,1.5,500,fixed_horizon,,23720.0,11570.0,2,19,0.631578947368421,1248.421052631579,MICROCHIP|MICROCHIP_RECTANGLE|thr=1.5|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,33740.0,10020.0,3.0,33.0,0.6060606060606061,1022.4242424242424,471.3636363636364,500.0
SLEEP_POD,SLEEP_POD_POLYESTER,1.5,500,zero_cross,,38780.0,14670.0,2,36,0.7777777777777778,1077.2222222222222,SLEEP_POD|SLEEP_POD_POLYESTER|thr=1.5|h=500|zero_cross,3,static12_long_horizon_500,3.0,48350.0,9570.0,3.0,48.0,0.7708333333333334,1007.2916666666666,460.8541666666667,500.0
SLEEP_POD,SLEEP_POD_POLYESTER,2.0,500,fixed_horizon,,28030.0,11910.0,2,30,0.7333333333333333,934.3333333333334,SLEEP_POD|SLEEP_POD_POLYESTER|thr=2|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,35000.0,6970.0,3.0,37.0,0.7297297297297297,945.945945945946,483.27027027027026,500.0
SLEEP_POD,SLEEP_POD_POLYESTER,2.0,500,zero_cross,,27620.0,11910.0,2,30,0.7333333333333333,920.6666666666666,SLEEP_POD|SLEEP_POD_POLYESTER|thr=2|h=500|zero_cross,3,static12_long_horizon_500,3.0,34590.0,6970.0,3.0,37.0,0.7297297297297297,934.8648648648648,482.8378378378378,500.0
SLEEP_POD,SLEEP_POD_POLYESTER,1.5,500,fixed_horizon,,32360.0,14670.0,2,35,0.7714285714285715,924.5714285714286,SLEEP_POD|SLEEP_POD_POLYESTER|thr=1.5|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,38580.0,6220.0,3.0,47.0,0.7446808510638298,820.8510638297872,485.74468085106383,500.0
TRANSLATOR,TRANSLATOR_VOID_BLUE,2.5,500,fixed_horizon,,13550.0,5290.0,2,24,0.625,564.5833333333334,TRANSLATOR|TRANSLATOR_VOID_BLUE|thr=2.5|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,22300.0,5290.0,3.0,27.0,0.6296296296296297,825.925925925926,500.0,500.0
TRANSLATOR,TRANSLATOR_VOID_BLUE,2.5,500,zero_cross,,13550.0,5290.0,2,24,0.625,564.5833333333334,TRANSLATOR|TRANSLATOR_VOID_BLUE|thr=2.5|h=500|zero_cross,3,static12_long_horizon_500,3.0,22300.0,5290.0,3.0,27.0,0.6296296296296297,825.925925925926,500.0,500.0
UV_VISOR,UV_VISOR_MAGENTA,1.5,500,fixed_horizon,,10150.0,4830.0,2,27,0.5925925925925926,375.9259259259259,UV_VISOR|UV_VISOR_MAGENTA|thr=1.5|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,21230.0,4830.0,3.0,36.0,0.5833333333333334,589.7222222222222,498.44444444444446,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,2.0,500,fixed_horizon,,26010.0,4690.0,2,17,0.8235294117647058,1530.0,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_FLAMES|thr=2|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,36400.0,4690.0,3.0,26.0,0.7692307692307693,1400.0,486.0769230769231,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,2.0,500,zero_cross,,24980.0,4690.0,2,17,0.8235294117647058,1469.4117647058824,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_FLAMES|thr=2|h=500|zero_cross,3,static12_long_horizon_500,3.0,35370.0,4690.0,3.0,26.0,0.7692307692307693,1360.3846153846157,484.5769230769231,500.0
SLEEP_POD,SLEEP_POD_POLYESTER,2.5,500,zero_cross,,30660.0,14980.0,2,28,0.75,1095.0,SLEEP_POD|SLEEP_POD_POLYESTER|thr=2.5|h=500|zero_cross,3,static12_long_horizon_500,3.0,35000.0,4340.0,3.0,32.0,0.6875,1093.75,490.96875,500.0
SLEEP_POD,SLEEP_POD_POLYESTER,2.5,500,fixed_horizon,,30530.0,14850.0,2,28,0.75,1090.357142857143,SLEEP_POD|SLEEP_POD_POLYESTER|thr=2.5|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,34870.0,4340.0,3.0,32.0,0.6875,1089.6875,491.9375,500.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,3.0,500,fixed_horizon,,8590.0,4160.0,2,14,0.5714285714285714,613.5714285714286,OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|thr=3|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,14540.0,4160.0,3.0,23.0,0.6521739130434783,632.1739130434783,500.0,500.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,3.0,500,zero_cross,,8590.0,4160.0,2,14,0.5714285714285714,613.5714285714286,OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|thr=3|h=500|zero_cross,3,static12_long_horizon_500,3.0,14540.0,4160.0,3.0,23.0,0.6521739130434783,632.1739130434783,500.0,500.0
SLEEP_POD,SLEEP_POD_POLYESTER,3.0,500,fixed_horizon,,23140.0,9390.0,2,21,0.6666666666666666,1101.904761904762,SLEEP_POD|SLEEP_POD_POLYESTER|thr=3|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,26950.0,3810.0,3.0,23.0,0.6521739130434783,1171.7391304347825,500.0,500.0
SLEEP_POD,SLEEP_POD_POLYESTER,3.0,500,zero_cross,,23140.0,9390.0,2,21,0.6666666666666666,1101.904761904762,SLEEP_POD|SLEEP_POD_POLYESTER|thr=3|h=500|zero_cross,3,static12_long_horizon_500,3.0,26950.0,3810.0,3.0,23.0,0.6521739130434783,1171.7391304347825,500.0,500.0
TRANSLATOR,TRANSLATOR_VOID_BLUE,2.0,500,fixed_horizon,,12640.0,4380.0,2,26,0.6153846153846154,486.15384615384613,TRANSLATOR|TRANSLATOR_VOID_BLUE|thr=2|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,16050.0,3410.0,3.0,29.0,0.5862068965517241,553.448275862069,500.0,500.0
TRANSLATOR,TRANSLATOR_VOID_BLUE,2.0,500,zero_cross,,12640.0,4380.0,2,26,0.6153846153846154,486.15384615384613,TRANSLATOR|TRANSLATOR_VOID_BLUE|thr=2|h=500|zero_cross,3,static12_long_horizon_500,3.0,16050.0,3410.0,3.0,29.0,0.5862068965517241,553.448275862069,500.0,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,1.5,500,zero_cross,,27400.0,3320.0,2,27,0.7037037037037037,1014.8148148148148,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_FLAMES|thr=1.5|h=500|zero_cross,3,static12_long_horizon_500,3.0,33650.0,3320.0,3.0,41.0,0.5853658536585366,820.7317073170732,489.7317073170732,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,1.5,500,fixed_horizon,,26990.0,3320.0,2,27,0.7037037037037037,999.6296296296297,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_FLAMES|thr=1.5|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,33240.0,3320.0,3.0,41.0,0.5853658536585366,810.7317073170732,493.6341463414634,500.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,2.5,500,fixed_horizon,,6820.0,3100.0,2,15,0.6,454.6666666666667,OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|thr=2.5|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,13180.0,3100.0,3.0,30.0,0.6,439.3333333333333,500.0,500.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,2.5,500,zero_cross,,6820.0,3100.0,2,15,0.6,454.6666666666667,OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|thr=2.5|h=500|zero_cross,3,static12_long_horizon_500,3.0,13180.0,3100.0,3.0,30.0,0.6,439.3333333333333,500.0,500.0
ROBOT,ROBOT_IRONING,2.5,500,fixed_horizon,,7510.0,2720.0,2,25,0.52,300.4,ROBOT|ROBOT_IRONING|thr=2.5|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,21210.0,2720.0,3.0,33.0,0.6363636363636364,642.7272727272727,498.5151515151515,500.0
ROBOT,ROBOT_IRONING,2.5,500,zero_cross,,7510.0,2720.0,2,25,0.52,300.4,ROBOT|ROBOT_IRONING|thr=2.5|h=500|zero_cross,3,static12_long_horizon_500,3.0,21210.0,2720.0,3.0,33.0,0.6363636363636364,642.7272727272727,498.5151515151515,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,3.0,500,fixed_horizon,,4790.0,2330.0,2,22,0.5,217.72727272727272,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_WINDS|thr=3|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,6930.0,2140.0,3.0,23.0,0.5217391304347826,301.30434782608694,479.0869565217391,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,3.0,500,zero_cross,,4790.0,2330.0,2,22,0.5,217.72727272727272,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_WINDS|thr=3|h=500|zero_cross,3,static12_long_horizon_500,3.0,6930.0,2140.0,3.0,23.0,0.5217391304347826,301.30434782608694,479.0869565217391,500.0
TRANSLATOR,TRANSLATOR_VOID_BLUE,3.0,500,fixed_horizon,,10240.0,2100.0,2,21,0.5714285714285714,487.6190476190476,TRANSLATOR|TRANSLATOR_VOID_BLUE|thr=3|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,13000.0,2100.0,3.0,22.0,0.5909090909090909,590.9090909090909,500.0,500.0
TRANSLATOR,TRANSLATOR_VOID_BLUE,3.0,500,zero_cross,,10240.0,2100.0,2,21,0.5714285714285714,487.6190476190476,TRANSLATOR|TRANSLATOR_VOID_BLUE|thr=3|h=500|zero_cross,3,static12_long_horizon_500,3.0,13000.0,2100.0,3.0,22.0,0.5909090909090909,590.9090909090909,500.0,500.0
SLEEP_POD,SLEEP_POD_SUEDE,2.5,500,fixed_horizon,,14300.0,2060.0,2,24,0.5416666666666666,595.8333333333334,SLEEP_POD|SLEEP_POD_SUEDE|thr=2.5|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,22240.0,2060.0,3.0,34.0,0.5882352941176471,654.1176470588235,493.2941176470589,500.0
SLEEP_POD,SLEEP_POD_SUEDE,2.5,500,zero_cross,,14300.0,2060.0,2,24,0.5416666666666666,595.8333333333334,SLEEP_POD|SLEEP_POD_SUEDE|thr=2.5|h=500|zero_cross,3,static12_long_horizon_500,3.0,22240.0,2060.0,3.0,34.0,0.5882352941176471,654.1176470588235,493.2941176470589,500.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,1.5,500,fixed_horizon,,5900.0,2040.0,2,34,0.47058823529411764,173.52941176470588,OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|thr=1.5|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,10540.0,2040.0,3.0,52.0,0.5,202.69230769230768,485.78846153846155,500.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,1.5,500,zero_cross,,5900.0,2040.0,2,34,0.47058823529411764,173.52941176470588,OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|thr=1.5|h=500|zero_cross,3,static12_long_horizon_500,3.0,10540.0,2040.0,3.0,52.0,0.5,202.69230769230768,485.78846153846155,500.0
ROBOT,ROBOT_IRONING,1.5,500,zero_cross,,5400.0,1800.0,2,32,0.46875,168.75,ROBOT|ROBOT_IRONING|thr=1.5|h=500|zero_cross,3,static12_long_horizon_500,3.0,25920.0,1800.0,3.0,46.0,0.5869565217391305,563.4782608695652,491.9130434782609,500.0
ROBOT,ROBOT_IRONING,1.5,500,fixed_horizon,,5400.0,1800.0,2,32,0.46875,168.75,ROBOT|ROBOT_IRONING|thr=1.5|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,25420.0,1800.0,3.0,46.0,0.5869565217391305,552.6086956521739,499.5652173913044,500.0
ROBOT,ROBOT_IRONING,2.0,500,fixed_horizon,,4740.0,1800.0,2,30,0.43333333333333335,158.0,ROBOT|ROBOT_IRONING|thr=2|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,20530.0,1800.0,3.0,41.0,0.5365853658536586,500.7317073170732,499.5121951219512,500.0
ROBOT,ROBOT_IRONING,2.0,500,zero_cross,,4740.0,1800.0,2,30,0.43333333333333335,158.0,ROBOT|ROBOT_IRONING|thr=2|h=500|zero_cross,3,static12_long_horizon_500,3.0,20530.0,1800.0,3.0,41.0,0.5365853658536586,500.7317073170732,499.5121951219512,500.0
ROBOT,ROBOT_IRONING,3.0,500,fixed_horizon,,8640.0,1760.0,2,21,0.47619047619047616,411.42857142857144,ROBOT|ROBOT_IRONING|thr=3|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,20790.0,1760.0,3.0,25.0,0.56,831.6,498.76,500.0
ROBOT,ROBOT_IRONING,3.0,500,zero_cross,,8640.0,1760.0,2,21,0.47619047619047616,411.42857142857144,ROBOT|ROBOT_IRONING|thr=3|h=500|zero_cross,3,static12_long_horizon_500,3.0,20790.0,1760.0,3.0,25.0,0.56,831.6,498.76,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,2.5,500,fixed_horizon,,3870.0,1680.0,2,25,0.52,154.8,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_WINDS|thr=2.5|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,5540.0,1670.0,3.0,28.0,0.5357142857142857,197.8571428571429,484.3571428571428,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,2.5,500,zero_cross,,3870.0,1680.0,2,25,0.52,154.8,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_WINDS|thr=2.5|h=500|zero_cross,3,static12_long_horizon_500,3.0,5540.0,1670.0,3.0,28.0,0.5357142857142857,197.8571428571429,484.3571428571428,500.0
TRANSLATOR,TRANSLATOR_VOID_BLUE,1.5,500,fixed_horizon,,10630.0,1640.0,2,29,0.6206896551724138,366.55172413793105,TRANSLATOR|TRANSLATOR_VOID_BLUE|thr=1.5|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,15830.0,1640.0,3.0,36.0,0.5833333333333334,439.72222222222223,492.5833333333333,500.0
TRANSLATOR,TRANSLATOR_VOID_BLUE,1.5,500,zero_cross,,10630.0,1640.0,2,29,0.6206896551724138,366.55172413793105,TRANSLATOR|TRANSLATOR_VOID_BLUE|thr=1.5|h=500|zero_cross,3,static12_long_horizon_500,3.0,15790.0,1640.0,3.0,36.0,0.5833333333333334,438.6111111111111,491.5833333333333,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,2.5,500,zero_cross,,15490.0,1410.0,2,8,0.75,1936.25,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_FLAMES|thr=2.5|h=500|zero_cross,3,static12_long_horizon_500,3.0,22490.0,1410.0,3.0,14.0,0.7142857142857143,1606.428571428571,483.1428571428572,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,2.5,500,fixed_horizon,,15230.0,1410.0,2,8,0.75,1903.75,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_FLAMES|thr=2.5|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,22230.0,1410.0,3.0,14.0,0.7142857142857143,1587.857142857143,484.2142857142857,500.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,2.0,500,fixed_horizon,,14580.0,5990.0,2,20,0.65,729.0,OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|thr=2|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,15990.0,1410.0,3.0,36.0,0.5277777777777778,444.1666666666667,500.0,500.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,2.0,500,zero_cross,,14580.0,5990.0,2,20,0.65,729.0,OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|thr=2|h=500|zero_cross,3,static12_long_horizon_500,3.0,15990.0,1410.0,3.0,36.0,0.5277777777777778,444.1666666666667,500.0,500.0
SLEEP_POD,SLEEP_POD_LAMB_WOOL,1.5,500,fixed_horizon,,10780.0,1190.0,2,17,0.6470588235294118,634.1176470588235,SLEEP_POD|SLEEP_POD_LAMB_WOOL|thr=1.5|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,20400.0,1190.0,3.0,22.0,0.7272727272727273,927.2727272727273,500.0,500.0
SLEEP_POD,SLEEP_POD_LAMB_WOOL,1.5,500,zero_cross,,8870.0,1190.0,2,17,0.6470588235294118,521.7647058823529,SLEEP_POD|SLEEP_POD_LAMB_WOOL|thr=1.5|h=500|zero_cross,3,static12_long_horizon_500,3.0,18490.0,1190.0,3.0,22.0,0.7272727272727273,840.4545454545455,492.6818181818182,500.0
UV_VISOR,UV_VISOR_MAGENTA,2.5,500,fixed_horizon,,10890.0,4180.0,2,20,0.7,544.5,UV_VISOR|UV_VISOR_MAGENTA|thr=2.5|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,11600.0,710.0,3.0,21.0,0.7142857142857143,552.3809523809524,488.3809523809524,500.0
UV_VISOR,UV_VISOR_MAGENTA,2.5,500,zero_cross,,10890.0,4180.0,2,20,0.7,544.5,UV_VISOR|UV_VISOR_MAGENTA|thr=2.5|h=500|zero_cross,3,static12_long_horizon_500,3.0,11600.0,710.0,3.0,21.0,0.7142857142857143,552.3809523809524,488.3809523809524,500.0
UV_VISOR,UV_VISOR_MAGENTA,2.0,500,zero_cross,,4340.0,560.0,2,23,0.5652173913043478,188.69565217391303,UV_VISOR|UV_VISOR_MAGENTA|thr=2|h=500|zero_cross,3,static12_long_horizon_500,3.0,7020.0,560.0,3.0,26.0,0.5769230769230769,270.0,485.84615384615387,500.0
ROBOT,ROBOT_DISHES,2.5,500,fixed_horizon,,4010.0,530.0,2,16,0.5,250.625,ROBOT|ROBOT_DISHES|thr=2.5|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,9200.0,530.0,3.0,19.0,0.5789473684210527,484.2105263157895,499.7894736842105,500.0
ROBOT,ROBOT_DISHES,2.5,500,zero_cross,,4010.0,530.0,2,16,0.5,250.625,ROBOT|ROBOT_DISHES|thr=2.5|h=500|zero_cross,3,static12_long_horizon_500,3.0,9200.0,530.0,3.0,19.0,0.5789473684210527,484.2105263157895,499.7894736842105,500.0
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,2.5,500,fixed_horizon,,5770.0,1040.0,2,28,0.5714285714285714,206.07142857142858,OXYGEN_SHAKE|OXYGEN_SHAKE_EVENING_BREATH|thr=2.5|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,6290.0,520.0,3.0,30.0,0.5666666666666667,209.66666666666663,492.5,500.0
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,2.5,500,zero_cross,,5770.0,1040.0,2,28,0.5714285714285714,206.07142857142858,OXYGEN_SHAKE|OXYGEN_SHAKE_EVENING_BREATH|thr=2.5|h=500|zero_cross,3,static12_long_horizon_500,3.0,6290.0,520.0,3.0,30.0,0.5666666666666667,209.66666666666663,492.5,500.0
SNACKPACK,SNACKPACK_STRAWBERRY,2.0,500,zero_cross,,3190.0,700.0,2,24,0.625,132.91666666666666,SNACKPACK|SNACKPACK_STRAWBERRY|thr=2|h=500|zero_cross,3,static12_long_horizon_500,3.0,3640.0,450.0,3.0,36.0,0.5555555555555556,101.11111111111111,496.94444444444446,500.0
UV_VISOR,UV_VISOR_MAGENTA,1.5,500,zero_cross,,5160.0,330.0,2,27,0.5925925925925926,191.11111111111111,UV_VISOR|UV_VISOR_MAGENTA|thr=1.5|h=500|zero_cross,3,static12_long_horizon_500,3.0,13800.0,330.0,3.0,36.0,0.5833333333333334,383.3333333333333,477.75,500.0
SNACKPACK,SNACKPACK_STRAWBERRY,2.0,500,fixed_horizon,,3190.0,700.0,2,24,0.625,132.91666666666666,SNACKPACK|SNACKPACK_STRAWBERRY|thr=2|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,3470.0,280.0,3.0,36.0,0.5555555555555556,96.38888888888889,497.5,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,1.5,500,zero_cross,,3350.0,210.0,2,31,0.4838709677419355,108.06451612903226,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_WINDS|thr=1.5|h=500|zero_cross,3,static12_long_horizon_500,3.0,9870.0,210.0,3.0,40.0,0.5,246.75,476.925,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,1.5,500,fixed_horizon,,3350.0,210.0,2,31,0.4838709677419355,108.06451612903226,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_WINDS|thr=1.5|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,9850.0,210.0,3.0,40.0,0.5,246.25,481.325,500.0
SNACKPACK,SNACKPACK_PISTACHIO,2.0,500,fixed_horizon,,230.0,10.0,2,15,0.4666666666666667,15.333333333333334,SNACKPACK|SNACKPACK_PISTACHIO|thr=2|h=500|fixed_horizon,3,static12_long_horizon_500,3.0,610.0,10.0,3.0,27.0,0.4444444444444444,22.59259259259259,496.0740740740741,500.0
SNACKPACK,SNACKPACK_PISTACHIO,2.0,500,zero_cross,,230.0,10.0,2,15,0.4666666666666667,15.333333333333334,SNACKPACK|SNACKPACK_PISTACHIO|thr=2|h=500|zero_cross,3,static12_long_horizon_500,3.0,240.0,10.0,3.0,27.0,0.4444444444444444,8.88888888888889,492.77777777777777,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,2.0,500,fixed_horizon,2.0,31710.0,10390.0,2,20,0.75,1585.5,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_FLAMES|thr=2|h=500|fixed_horizon,4,lodo_top_per_group,,,,,,,,,
MICROCHIP,MICROCHIP_RECTANGLE,1.5,500,zero_cross,2.0,22660.0,11090.0,2,20,0.6,1133.0,MICROCHIP|MICROCHIP_RECTANGLE|thr=1.5|h=500|zero_cross,4,lodo_top_per_group,,,,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,1.5,500,zero_cross,2.0,27770.0,5140.0,2,27,0.6296296296296297,1028.5185185185185,OXYGEN_SHAKE|OXYGEN_SHAKE_GARLIC|thr=1.5|h=500|zero_cross,4,lodo_top_per_group,,,,,,,,,
PANEL,PANEL_2X4,2.5,200,fixed_horizon,2.0,19660.0,8930.0,2,54,0.5925925925925926,364.0740740740741,PANEL|PANEL_2X4|thr=2.5|h=200|fixed_horizon,4,lodo_top_per_group,,,,,,,,,
PEBBLES,PEBBLES_XS,1.5,500,fixed_horizon,2.0,3090.0,340.0,2,38,0.47368421052631576,81.3157894736842,PEBBLES|PEBBLES_XS|thr=1.5|h=500|fixed_horizon,4,lodo_top_per_group,,,,,,,,,
ROBOT,ROBOT_LAUNDRY,1.5,500,fixed_horizon,2.0,16680.0,6800.0,2,28,0.6428571428571429,595.7142857142857,ROBOT|ROBOT_LAUNDRY|thr=1.5|h=500|fixed_horizon,4,lodo_top_per_group,,,,,,,,,
SLEEP_POD,SLEEP_POD_POLYESTER,1.5,500,zero_cross,2.0,24240.0,9570.0,2,31,0.7419354838709677,781.9354838709677,SLEEP_POD|SLEEP_POD_POLYESTER|thr=1.5|h=500|zero_cross,4,lodo_top_per_group,,,,,,,,,
SNACKPACK,SNACKPACK_STRAWBERRY,2.0,500,zero_cross,2.0,1150.0,450.0,2,32,0.53125,35.9375,SNACKPACK|SNACKPACK_STRAWBERRY|thr=2|h=500|zero_cross,4,lodo_top_per_group,,,,,,,,,
TRANSLATOR,TRANSLATOR_VOID_BLUE,2.5,500,fixed_horizon,2.0,17010.0,8260.0,2,22,0.5909090909090909,773.1818181818181,TRANSLATOR|TRANSLATOR_VOID_BLUE|thr=2.5|h=500|fixed_horizon,4,lodo_top_per_group,,,,,,,,,
UV_VISOR,UV_VISOR_MAGENTA,1.5,200,zero_cross,2.0,14140.0,6160.0,2,36,0.6111111111111112,392.77777777777777,UV_VISOR|UV_VISOR_MAGENTA|thr=1.5|h=200|zero_cross,4,lodo_top_per_group,,,,,,,,,
MICROCHIP,MICROCHIP_RECTANGLE,1.5,500,zero_cross,2.0,22660.0,11090.0,2,20,0.6,1133.0,MICROCHIP|MICROCHIP_RECTANGLE|thr=1.5|h=500|zero_cross,4,lodo_top3_overall,,,,,,,,,
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,2.0,500,fixed_horizon,2.0,31710.0,10390.0,2,20,0.75,1585.5,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_FLAMES|thr=2|h=500|fixed_horizon,4,lodo_top3_overall,,,,,,,,,
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,2.0,500,zero_cross,2.0,30680.0,10390.0,2,20,0.75,1534.0,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_FLAMES|thr=2|h=500|zero_cross,4,lodo_top3_overall,,,,,,,,,
MICROCHIP,MICROCHIP_TRIANGLE,2.5,100,fixed_horizon,2.0,12570.0,5400.0,2,73,0.547945205479452,172.1917808219178,MICROCHIP|MICROCHIP_TRIANGLE|thr=2.5|h=100|fixed_horizon,4,lodo_fast_horizon_le_100,,,,,,,,,
MICROCHIP,MICROCHIP_TRIANGLE,2.5,100,zero_cross,2.0,12570.0,5400.0,2,73,0.547945205479452,172.1917808219178,MICROCHIP|MICROCHIP_TRIANGLE|thr=2.5|h=100|zero_cross,4,lodo_fast_horizon_le_100,,,,,,,,,
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,3.0,100,fixed_horizon,2.0,14040.0,4660.0,2,33,0.7575757575757576,425.45454545454544,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_FLAMES|thr=3|h=100|fixed_horizon,4,lodo_fast_horizon_le_100,,,,,,,,,
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,3.0,100,zero_cross,2.0,14040.0,4660.0,2,33,0.7575757575757576,425.45454545454544,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_FLAMES|thr=3|h=100|zero_cross,4,lodo_fast_horizon_le_100,,,,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,3.0,100,fixed_horizon,2.0,10950.0,4640.0,2,50,0.58,219.0,OXYGEN_SHAKE|OXYGEN_SHAKE_GARLIC|thr=3|h=100|fixed_horizon,4,lodo_fast_horizon_le_100,,,,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,3.0,100,zero_cross,2.0,10950.0,4640.0,2,50,0.58,219.0,OXYGEN_SHAKE|OXYGEN_SHAKE_GARLIC|thr=3|h=100|zero_cross,4,lodo_fast_horizon_le_100,,,,,,,,,
