group,target,threshold,horizon,exit_rule,train_days,train_total_pnl,train_min_day_pnl,train_positive_days,train_total_trades,train_win_pct,train_avg_pnl_per_trade,candidate_id,test_day,candidate_set,days,all_days_total_pnl,all_days_min_day_pnl,all_days_positive_days,all_days_total_trades,win_pct,avg_pnl_per_trade,avg_hold,max_hold
SLEEP_POD,SLEEP_POD_POLYESTER,1.5,500,zero_cross,,33680.0,9570.0,2,29,0.7931034482758621,1161.3793103448277,SLEEP_POD|SLEEP_POD_POLYESTER|thr=1.5|h=500|zero_cross,2,static12_long_horizon_500,3.0,48350.0,9570.0,3.0,48.0,0.7708333333333334,1007.2916666666666,460.8541666666667,500.0
SLEEP_POD,SLEEP_POD_POLYESTER,2.0,500,fixed_horizon,,23090.0,6970.0,2,19,0.7368421052631579,1215.2631578947369,SLEEP_POD|SLEEP_POD_POLYESTER|thr=2|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,35000.0,6970.0,3.0,37.0,0.7297297297297297,945.945945945946,483.27027027027026,500.0
SLEEP_POD,SLEEP_POD_POLYESTER,2.0,500,zero_cross,,22680.0,6970.0,2,19,0.7368421052631579,1193.6842105263158,SLEEP_POD|SLEEP_POD_POLYESTER|thr=2|h=500|zero_cross,2,static12_long_horizon_500,3.0,34590.0,6970.0,3.0,37.0,0.7297297297297297,934.8648648648648,482.8378378378378,500.0
SLEEP_POD,SLEEP_POD_POLYESTER,1.5,500,fixed_horizon,,23910.0,6220.0,2,28,0.75,853.9285714285714,SLEEP_POD|SLEEP_POD_POLYESTER|thr=1.5|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,38580.0,6220.0,3.0,47.0,0.7446808510638298,820.8510638297872,485.74468085106383,500.0
TRANSLATOR,TRANSLATOR_VOID_BLUE,2.5,500,fixed_horizon,,14040.0,5290.0,2,8,0.75,1755.0,TRANSLATOR|TRANSLATOR_VOID_BLUE|thr=2.5|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,22300.0,5290.0,3.0,27.0,0.6296296296296297,825.925925925926,500.0,500.0
TRANSLATOR,TRANSLATOR_VOID_BLUE,2.5,500,zero_cross,,14040.0,5290.0,2,8,0.75,1755.0,TRANSLATOR|TRANSLATOR_VOID_BLUE|thr=2.5|h=500|zero_cross,2,static12_long_horizon_500,3.0,22300.0,5290.0,3.0,27.0,0.6296296296296297,825.925925925926,500.0,500.0
UV_VISOR,UV_VISOR_MAGENTA,1.5,500,fixed_horizon,,16400.0,5320.0,2,28,0.5357142857142857,585.7142857142857,UV_VISOR|UV_VISOR_MAGENTA|thr=1.5|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,21230.0,4830.0,3.0,36.0,0.5833333333333334,589.7222222222222,498.44444444444446,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,2.0,500,fixed_horizon,,15080.0,4690.0,2,15,0.7333333333333333,1005.3333333333334,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_FLAMES|thr=2|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,36400.0,4690.0,3.0,26.0,0.7692307692307693,1400.0,486.0769230769231,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,2.0,500,zero_cross,,15080.0,4690.0,2,15,0.7333333333333333,1005.3333333333334,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_FLAMES|thr=2|h=500|zero_cross,2,static12_long_horizon_500,3.0,35370.0,4690.0,3.0,26.0,0.7692307692307693,1360.3846153846157,484.5769230769231,500.0
SLEEP_POD,SLEEP_POD_POLYESTER,2.5,500,zero_cross,,19320.0,4340.0,2,14,0.6428571428571429,1380.0,SLEEP_POD|SLEEP_POD_POLYESTER|thr=2.5|h=500|zero_cross,2,static12_long_horizon_500,3.0,35000.0,4340.0,3.0,32.0,0.6875,1093.75,490.96875,500.0
SLEEP_POD,SLEEP_POD_POLYESTER,2.5,500,fixed_horizon,,19190.0,4340.0,2,14,0.6428571428571429,1370.7142857142858,SLEEP_POD|SLEEP_POD_POLYESTER|thr=2.5|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,34870.0,4340.0,3.0,32.0,0.6875,1089.6875,491.9375,500.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,3.0,500,fixed_horizon,,10110.0,4160.0,2,22,0.6363636363636364,459.54545454545456,OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|thr=3|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,14540.0,4160.0,3.0,23.0,0.6521739130434783,632.1739130434783,500.0,500.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,3.0,500,zero_cross,,10110.0,4160.0,2,22,0.6363636363636364,459.54545454545456,OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|thr=3|h=500|zero_cross,2,static12_long_horizon_500,3.0,14540.0,4160.0,3.0,23.0,0.6521739130434783,632.1739130434783,500.0,500.0
SLEEP_POD,SLEEP_POD_POLYESTER,3.0,500,fixed_horizon,,13200.0,3810.0,2,6,0.6666666666666666,2200.0,SLEEP_POD|SLEEP_POD_POLYESTER|thr=3|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,26950.0,3810.0,3.0,23.0,0.6521739130434783,1171.7391304347825,500.0,500.0
SLEEP_POD,SLEEP_POD_POLYESTER,3.0,500,zero_cross,,13200.0,3810.0,2,6,0.6666666666666666,2200.0,SLEEP_POD|SLEEP_POD_POLYESTER|thr=3|h=500|zero_cross,2,static12_long_horizon_500,3.0,26950.0,3810.0,3.0,23.0,0.6521739130434783,1171.7391304347825,500.0,500.0
TRANSLATOR,TRANSLATOR_VOID_BLUE,2.0,500,fixed_horizon,,7790.0,3410.0,2,10,0.6,779.0,TRANSLATOR|TRANSLATOR_VOID_BLUE|thr=2|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,16050.0,3410.0,3.0,29.0,0.5862068965517241,553.448275862069,500.0,500.0
TRANSLATOR,TRANSLATOR_VOID_BLUE,2.0,500,zero_cross,,7790.0,3410.0,2,10,0.6,779.0,TRANSLATOR|TRANSLATOR_VOID_BLUE|thr=2|h=500|zero_cross,2,static12_long_horizon_500,3.0,16050.0,3410.0,3.0,29.0,0.5862068965517241,553.448275862069,500.0,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,1.5,500,zero_cross,,9570.0,3320.0,2,26,0.46153846153846156,368.0769230769231,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_FLAMES|thr=1.5|h=500|zero_cross,2,static12_long_horizon_500,3.0,33650.0,3320.0,3.0,41.0,0.5853658536585366,820.7317073170732,489.7317073170732,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,1.5,500,fixed_horizon,,9570.0,3320.0,2,26,0.46153846153846156,368.0769230769231,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_FLAMES|thr=1.5|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,33240.0,3320.0,3.0,41.0,0.5853658536585366,810.7317073170732,493.6341463414634,500.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,2.5,500,fixed_horizon,,10080.0,3720.0,2,29,0.5862068965517241,347.58620689655174,OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|thr=2.5|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,13180.0,3100.0,3.0,30.0,0.6,439.3333333333333,500.0,500.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,2.5,500,zero_cross,,10080.0,3720.0,2,29,0.5862068965517241,347.58620689655174,OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|thr=2.5|h=500|zero_cross,2,static12_long_horizon_500,3.0,13180.0,3100.0,3.0,30.0,0.6,439.3333333333333,500.0,500.0
ROBOT,ROBOT_IRONING,2.5,500,fixed_horizon,,18490.0,4790.0,2,27,0.6296296296296297,684.8148148148148,ROBOT|ROBOT_IRONING|thr=2.5|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,21210.0,2720.0,3.0,33.0,0.6363636363636364,642.7272727272727,498.5151515151515,500.0
ROBOT,ROBOT_IRONING,2.5,500,zero_cross,,18490.0,4790.0,2,27,0.6296296296296297,684.8148148148148,ROBOT|ROBOT_IRONING|thr=2.5|h=500|zero_cross,2,static12_long_horizon_500,3.0,21210.0,2720.0,3.0,33.0,0.6363636363636364,642.7272727272727,498.5151515151515,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,3.0,500,fixed_horizon,,4470.0,2140.0,2,20,0.5,223.5,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_WINDS|thr=3|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,6930.0,2140.0,3.0,23.0,0.5217391304347826,301.30434782608694,479.0869565217391,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,3.0,500,zero_cross,,4470.0,2140.0,2,20,0.5,223.5,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_WINDS|thr=3|h=500|zero_cross,2,static12_long_horizon_500,3.0,6930.0,2140.0,3.0,23.0,0.5217391304347826,301.30434782608694,479.0869565217391,500.0
TRANSLATOR,TRANSLATOR_VOID_BLUE,3.0,500,fixed_horizon,,4860.0,2100.0,2,3,0.6666666666666666,1620.0,TRANSLATOR|TRANSLATOR_VOID_BLUE|thr=3|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,13000.0,2100.0,3.0,22.0,0.5909090909090909,590.9090909090909,500.0,500.0
TRANSLATOR,TRANSLATOR_VOID_BLUE,3.0,500,zero_cross,,4860.0,2100.0,2,3,0.6666666666666666,1620.0,TRANSLATOR|TRANSLATOR_VOID_BLUE|thr=3|h=500|zero_cross,2,static12_long_horizon_500,3.0,13000.0,2100.0,3.0,22.0,0.5909090909090909,590.9090909090909,500.0,500.0
SLEEP_POD,SLEEP_POD_SUEDE,2.5,500,fixed_horizon,,10000.0,2060.0,2,14,0.7142857142857143,714.2857142857143,SLEEP_POD|SLEEP_POD_SUEDE|thr=2.5|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,22240.0,2060.0,3.0,34.0,0.5882352941176471,654.1176470588235,493.2941176470589,500.0
SLEEP_POD,SLEEP_POD_SUEDE,2.5,500,zero_cross,,10000.0,2060.0,2,14,0.7142857142857143,714.2857142857143,SLEEP_POD|SLEEP_POD_SUEDE|thr=2.5|h=500|zero_cross,2,static12_long_horizon_500,3.0,22240.0,2060.0,3.0,34.0,0.5882352941176471,654.1176470588235,493.2941176470589,500.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,1.5,500,fixed_horizon,,6680.0,2040.0,2,36,0.5277777777777778,185.55555555555554,OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|thr=1.5|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,10540.0,2040.0,3.0,52.0,0.5,202.69230769230768,485.78846153846155,500.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,1.5,500,zero_cross,,6680.0,2040.0,2,36,0.5277777777777778,185.55555555555554,OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|thr=1.5|h=500|zero_cross,2,static12_long_horizon_500,3.0,10540.0,2040.0,3.0,52.0,0.5,202.69230769230768,485.78846153846155,500.0
ROBOT,ROBOT_IRONING,1.5,500,zero_cross,,22320.0,1800.0,2,34,0.5882352941176471,656.4705882352941,ROBOT|ROBOT_IRONING|thr=1.5|h=500|zero_cross,2,static12_long_horizon_500,3.0,25920.0,1800.0,3.0,46.0,0.5869565217391305,563.4782608695652,491.9130434782609,500.0
ROBOT,ROBOT_IRONING,1.5,500,fixed_horizon,,21820.0,1800.0,2,34,0.5882352941176471,641.7647058823529,ROBOT|ROBOT_IRONING|thr=1.5|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,25420.0,1800.0,3.0,46.0,0.5869565217391305,552.6086956521739,499.5652173913044,500.0
ROBOT,ROBOT_IRONING,2.0,500,fixed_horizon,,17590.0,1800.0,2,31,0.5483870967741935,567.4193548387096,ROBOT|ROBOT_IRONING|thr=2|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,20530.0,1800.0,3.0,41.0,0.5365853658536586,500.7317073170732,499.5121951219512,500.0
ROBOT,ROBOT_IRONING,2.0,500,zero_cross,,17590.0,1800.0,2,31,0.5483870967741935,567.4193548387096,ROBOT|ROBOT_IRONING|thr=2|h=500|zero_cross,2,static12_long_horizon_500,3.0,20530.0,1800.0,3.0,41.0,0.5365853658536586,500.7317073170732,499.5121951219512,500.0
ROBOT,ROBOT_IRONING,3.0,500,fixed_horizon,,19030.0,6880.0,2,21,0.5238095238095238,906.1904761904761,ROBOT|ROBOT_IRONING|thr=3|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,20790.0,1760.0,3.0,25.0,0.56,831.6,498.76,500.0
ROBOT,ROBOT_IRONING,3.0,500,zero_cross,,19030.0,6880.0,2,21,0.5238095238095238,906.1904761904761,ROBOT|ROBOT_IRONING|thr=3|h=500|zero_cross,2,static12_long_horizon_500,3.0,20790.0,1760.0,3.0,25.0,0.56,831.6,498.76,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,2.5,500,fixed_horizon,,3860.0,1670.0,2,22,0.5454545454545454,175.45454545454547,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_WINDS|thr=2.5|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,5540.0,1670.0,3.0,28.0,0.5357142857142857,197.8571428571429,484.3571428571428,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,2.5,500,zero_cross,,3860.0,1670.0,2,22,0.5454545454545454,175.45454545454547,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_WINDS|thr=2.5|h=500|zero_cross,2,static12_long_horizon_500,3.0,5540.0,1670.0,3.0,28.0,0.5357142857142857,197.8571428571429,484.3571428571428,500.0
TRANSLATOR,TRANSLATOR_VOID_BLUE,1.5,500,fixed_horizon,,6840.0,1640.0,2,16,0.5625,427.5,TRANSLATOR|TRANSLATOR_VOID_BLUE|thr=1.5|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,15830.0,1640.0,3.0,36.0,0.5833333333333334,439.72222222222223,492.5833333333333,500.0
TRANSLATOR,TRANSLATOR_VOID_BLUE,1.5,500,zero_cross,,6800.0,1640.0,2,16,0.5625,425.0,TRANSLATOR|TRANSLATOR_VOID_BLUE|thr=1.5|h=500|zero_cross,2,static12_long_horizon_500,3.0,15790.0,1640.0,3.0,36.0,0.5833333333333334,438.6111111111111,491.5833333333333,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,2.5,500,zero_cross,,8410.0,1410.0,2,8,0.625,1051.25,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_FLAMES|thr=2.5|h=500|zero_cross,2,static12_long_horizon_500,3.0,22490.0,1410.0,3.0,14.0,0.7142857142857143,1606.428571428571,483.1428571428572,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,2.5,500,fixed_horizon,,8410.0,1410.0,2,8,0.625,1051.25,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_FLAMES|thr=2.5|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,22230.0,1410.0,3.0,14.0,0.7142857142857143,1587.857142857143,484.2142857142857,500.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,2.0,500,fixed_horizon,,7400.0,1410.0,2,32,0.5,231.25,OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|thr=2|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,15990.0,1410.0,3.0,36.0,0.5277777777777778,444.1666666666667,500.0,500.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,2.0,500,zero_cross,,7400.0,1410.0,2,32,0.5,231.25,OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|thr=2|h=500|zero_cross,2,static12_long_horizon_500,3.0,15990.0,1410.0,3.0,36.0,0.5277777777777778,444.1666666666667,500.0,500.0
SLEEP_POD,SLEEP_POD_LAMB_WOOL,1.5,500,fixed_horizon,,19210.0,9590.0,2,8,1.0,2401.25,SLEEP_POD|SLEEP_POD_LAMB_WOOL|thr=1.5|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,20400.0,1190.0,3.0,22.0,0.7272727272727273,927.2727272727273,500.0,500.0
SLEEP_POD,SLEEP_POD_LAMB_WOOL,1.5,500,zero_cross,,17300.0,7680.0,2,8,1.0,2162.5,SLEEP_POD|SLEEP_POD_LAMB_WOOL|thr=1.5|h=500|zero_cross,2,static12_long_horizon_500,3.0,18490.0,1190.0,3.0,22.0,0.7272727272727273,840.4545454545455,492.6818181818182,500.0
UV_VISOR,UV_VISOR_MAGENTA,2.5,500,fixed_horizon,,7420.0,710.0,2,17,0.6470588235294118,436.47058823529414,UV_VISOR|UV_VISOR_MAGENTA|thr=2.5|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,11600.0,710.0,3.0,21.0,0.7142857142857143,552.3809523809524,488.3809523809524,500.0
UV_VISOR,UV_VISOR_MAGENTA,2.5,500,zero_cross,,7420.0,710.0,2,17,0.6470588235294118,436.47058823529414,UV_VISOR|UV_VISOR_MAGENTA|thr=2.5|h=500|zero_cross,2,static12_long_horizon_500,3.0,11600.0,710.0,3.0,21.0,0.7142857142857143,552.3809523809524,488.3809523809524,500.0
UV_VISOR,UV_VISOR_MAGENTA,2.0,500,zero_cross,,3240.0,560.0,2,20,0.55,162.0,UV_VISOR|UV_VISOR_MAGENTA|thr=2|h=500|zero_cross,2,static12_long_horizon_500,3.0,7020.0,560.0,3.0,26.0,0.5769230769230769,270.0,485.84615384615387,500.0
ROBOT,ROBOT_DISHES,2.5,500,fixed_horizon,,8670.0,3480.0,2,10,0.7,867.0,ROBOT|ROBOT_DISHES|thr=2.5|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,9200.0,530.0,3.0,19.0,0.5789473684210527,484.2105263157895,499.7894736842105,500.0
ROBOT,ROBOT_DISHES,2.5,500,zero_cross,,8670.0,3480.0,2,10,0.7,867.0,ROBOT|ROBOT_DISHES|thr=2.5|h=500|zero_cross,2,static12_long_horizon_500,3.0,9200.0,530.0,3.0,19.0,0.5789473684210527,484.2105263157895,499.7894736842105,500.0
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,2.5,500,fixed_horizon,,1560.0,520.0,2,18,0.5555555555555556,86.66666666666667,OXYGEN_SHAKE|OXYGEN_SHAKE_EVENING_BREATH|thr=2.5|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,6290.0,520.0,3.0,30.0,0.5666666666666667,209.66666666666663,492.5,500.0
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,2.5,500,zero_cross,,1560.0,520.0,2,18,0.5555555555555556,86.66666666666667,OXYGEN_SHAKE|OXYGEN_SHAKE_EVENING_BREATH|thr=2.5|h=500|zero_cross,2,static12_long_horizon_500,3.0,6290.0,520.0,3.0,30.0,0.5666666666666667,209.66666666666663,492.5,500.0
SNACKPACK,SNACKPACK_STRAWBERRY,2.0,500,zero_cross,,2940.0,450.0,2,16,0.5,183.75,SNACKPACK|SNACKPACK_STRAWBERRY|thr=2|h=500|zero_cross,2,static12_long_horizon_500,3.0,3640.0,450.0,3.0,36.0,0.5555555555555556,101.11111111111111,496.94444444444446,500.0
UV_VISOR,UV_VISOR_MAGENTA,1.5,500,zero_cross,,8970.0,330.0,2,28,0.5357142857142857,320.35714285714283,UV_VISOR|UV_VISOR_MAGENTA|thr=1.5|h=500|zero_cross,2,static12_long_horizon_500,3.0,13800.0,330.0,3.0,36.0,0.5833333333333334,383.3333333333333,477.75,500.0
SNACKPACK,SNACKPACK_STRAWBERRY,2.0,500,fixed_horizon,,2770.0,280.0,2,16,0.5,173.125,SNACKPACK|SNACKPACK_STRAWBERRY|thr=2|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,3470.0,280.0,3.0,36.0,0.5555555555555556,96.38888888888889,497.5,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,1.5,500,zero_cross,,9660.0,3140.0,2,29,0.5172413793103449,333.1034482758621,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_WINDS|thr=1.5|h=500|zero_cross,2,static12_long_horizon_500,3.0,9870.0,210.0,3.0,40.0,0.5,246.75,476.925,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,1.5,500,fixed_horizon,,9640.0,3140.0,2,29,0.5172413793103449,332.41379310344826,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_WINDS|thr=1.5|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,9850.0,210.0,3.0,40.0,0.5,246.25,481.325,500.0
SNACKPACK,SNACKPACK_PISTACHIO,2.0,500,fixed_horizon,,600.0,220.0,2,16,0.375,37.5,SNACKPACK|SNACKPACK_PISTACHIO|thr=2|h=500|fixed_horizon,2,static12_long_horizon_500,3.0,610.0,10.0,3.0,27.0,0.4444444444444444,22.59259259259259,496.0740740740741,500.0
SNACKPACK,SNACKPACK_PISTACHIO,2.0,500,zero_cross,,230.0,10.0,2,16,0.375,14.375,SNACKPACK|SNACKPACK_PISTACHIO|thr=2|h=500|zero_cross,2,static12_long_horizon_500,3.0,240.0,10.0,3.0,27.0,0.4444444444444444,8.88888888888889,492.77777777777777,500.0
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,2.0,500,fixed_horizon,2.0,26010.0,4690.0,2,17,0.8235294117647058,1530.0,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_FLAMES|thr=2|h=500|fixed_horizon,3,lodo_top_per_group,,,,,,,,,
MICROCHIP,MICROCHIP_RECTANGLE,1.5,500,fixed_horizon,2.0,23720.0,11570.0,2,19,0.631578947368421,1248.421052631579,MICROCHIP|MICROCHIP_RECTANGLE|thr=1.5|h=500|fixed_horizon,3,lodo_top_per_group,,,,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,2.0,500,fixed_horizon,2.0,14580.0,5990.0,2,20,0.65,729.0,OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|thr=2|h=500|fixed_horizon,3,lodo_top_per_group,,,,,,,,,
PANEL,PANEL_2X2,2.5,100,fixed_horizon,2.0,2300.0,1070.0,2,142,0.5,16.197183098591548,PANEL|PANEL_2X2|thr=2.5|h=100|fixed_horizon,3,lodo_top_per_group,,,,,,,,,
PEBBLES,PEBBLES_XS,1.5,100,fixed_horizon,2.0,28830.0,13030.0,2,147,0.54421768707483,196.12244897959184,PEBBLES|PEBBLES_XS|thr=1.5|h=100|fixed_horizon,3,lodo_top_per_group,,,,,,,,,
ROBOT,ROBOT_VACUUMING,2.0,500,fixed_horizon,2.0,18990.0,9270.0,2,22,0.6818181818181818,863.1818181818181,ROBOT|ROBOT_VACUUMING|thr=2|h=500|fixed_horizon,3,lodo_top_per_group,,,,,,,,,
SLEEP_POD,SLEEP_POD_POLYESTER,2.5,500,zero_cross,2.0,30660.0,14980.0,2,28,0.75,1095.0,SLEEP_POD|SLEEP_POD_POLYESTER|thr=2.5|h=500|zero_cross,3,lodo_top_per_group,,,,,,,,,
SNACKPACK,SNACKPACK_STRAWBERRY,1.5,500,fixed_horizon,2.0,3450.0,700.0,2,29,0.6551724137931034,118.96551724137932,SNACKPACK|SNACKPACK_STRAWBERRY|thr=1.5|h=500|fixed_horizon,3,lodo_top_per_group,,,,,,,,,
TRANSLATOR,TRANSLATOR_VOID_BLUE,2.5,500,fixed_horizon,2.0,13550.0,5290.0,2,24,0.625,564.5833333333334,TRANSLATOR|TRANSLATOR_VOID_BLUE|thr=2.5|h=500|fixed_horizon,3,lodo_top_per_group,,,,,,,,,
UV_VISOR,UV_VISOR_AMBER,3.0,500,zero_cross,2.0,18570.0,5940.0,2,30,0.7333333333333333,619.0,UV_VISOR|UV_VISOR_AMBER|thr=3|h=500|zero_cross,3,lodo_top_per_group,,,,,,,,,
SLEEP_POD,SLEEP_POD_POLYESTER,2.5,500,zero_cross,2.0,30660.0,14980.0,2,28,0.75,1095.0,SLEEP_POD|SLEEP_POD_POLYESTER|thr=2.5|h=500|zero_cross,3,lodo_top3_overall,,,,,,,,,
SLEEP_POD,SLEEP_POD_POLYESTER,2.5,500,fixed_horizon,2.0,30530.0,14850.0,2,28,0.75,1090.357142857143,SLEEP_POD|SLEEP_POD_POLYESTER|thr=2.5|h=500|fixed_horizon,3,lodo_top3_overall,,,,,,,,,
SLEEP_POD,SLEEP_POD_POLYESTER,1.5,500,zero_cross,2.0,38780.0,14670.0,2,36,0.7777777777777778,1077.2222222222222,SLEEP_POD|SLEEP_POD_POLYESTER|thr=1.5|h=500|zero_cross,3,lodo_top3_overall,,,,,,,,,
PEBBLES,PEBBLES_XS,1.5,100,fixed_horizon,2.0,28830.0,13030.0,2,147,0.54421768707483,196.12244897959184,PEBBLES|PEBBLES_XS|thr=1.5|h=100|fixed_horizon,3,lodo_fast_horizon_le_100,,,,,,,,,
PEBBLES,PEBBLES_XS,2.0,100,fixed_horizon,2.0,28830.0,13030.0,2,147,0.54421768707483,196.12244897959184,PEBBLES|PEBBLES_XS|thr=2|h=100|fixed_horizon,3,lodo_fast_horizon_le_100,,,,,,,,,
PEBBLES,PEBBLES_XS,2.5,100,fixed_horizon,2.0,28830.0,13030.0,2,147,0.54421768707483,196.12244897959184,PEBBLES|PEBBLES_XS|thr=2.5|h=100|fixed_horizon,3,lodo_fast_horizon_le_100,,,,,,,,,
PEBBLES,PEBBLES_XS,3.0,100,fixed_horizon,2.0,28830.0,13030.0,2,147,0.54421768707483,196.12244897959184,PEBBLES|PEBBLES_XS|thr=3|h=100|fixed_horizon,3,lodo_fast_horizon_le_100,,,,,,,,,
SLEEP_POD,SLEEP_POD_POLYESTER,1.5,100,fixed_horizon,2.0,23810.0,7930.0,2,153,0.5816993464052288,155.62091503267973,SLEEP_POD|SLEEP_POD_POLYESTER|thr=1.5|h=100|fixed_horizon,3,lodo_fast_horizon_le_100,,,,,,,,,
SLEEP_POD,SLEEP_POD_POLYESTER,1.5,100,zero_cross,2.0,23810.0,7930.0,2,153,0.5816993464052288,155.62091503267973,SLEEP_POD|SLEEP_POD_POLYESTER|thr=1.5|h=100|zero_cross,3,lodo_fast_horizon_le_100,,,,,,,,,
SLEEP_POD,SLEEP_POD_POLYESTER,2.0,100,fixed_horizon,2.0,18920.0,6980.0,2,133,0.6165413533834586,142.25563909774436,SLEEP_POD|SLEEP_POD_POLYESTER|thr=2|h=100|fixed_horizon,3,lodo_fast_horizon_le_100,,,,,,,,,
SLEEP_POD,SLEEP_POD_POLYESTER,2.0,100,zero_cross,2.0,18920.0,6980.0,2,133,0.6165413533834586,142.25563909774436,SLEEP_POD|SLEEP_POD_POLYESTER|thr=2|h=100|zero_cross,3,lodo_fast_horizon_le_100,,,,,,,,,
SLEEP_POD,SLEEP_POD_POLYESTER,2.5,100,fixed_horizon,2.0,19210.0,4920.0,2,111,0.5855855855855856,173.06306306306305,SLEEP_POD|SLEEP_POD_POLYESTER|thr=2.5|h=100|fixed_horizon,3,lodo_fast_horizon_le_100,,,,,,,,,
SLEEP_POD,SLEEP_POD_POLYESTER,2.5,100,zero_cross,2.0,19210.0,4920.0,2,111,0.5855855855855856,173.06306306306305,SLEEP_POD|SLEEP_POD_POLYESTER|thr=2.5|h=100|zero_cross,3,lodo_fast_horizon_le_100,,,,,,,,,
ROBOT,ROBOT_VACUUMING,2.0,100,fixed_horizon,2.0,14880.0,3380.0,2,69,0.5797101449275363,215.65217391304347,ROBOT|ROBOT_VACUUMING|thr=2|h=100|fixed_horizon,3,lodo_fast_horizon_le_100,,,,,,,,,
