case,kind,product_under_test,param,day,product,pnl
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,PEBBLES_XS,12280
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,ROBOT_DISHES,-2119
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,ROBOT_IRONING,-2050
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,ROBOT_LAUNDRY,3695
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,ROBOT_MOPPING,7796
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,ROBOT_VACUUMING,-3122
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,SLEEP_POD_COTTON,8535
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,SLEEP_POD_LAMB_WOOL,19185
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,SLEEP_POD_NYLON,5290
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,SLEEP_POD_POLYESTER,6254
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,SLEEP_POD_SUEDE,-3255
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,SNACKPACK_CHOCOLATE,6019
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,SNACKPACK_PISTACHIO,762
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,SNACKPACK_RASPBERRY,10055
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,SNACKPACK_STRAWBERRY,3414
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,SNACKPACK_VANILLA,7290
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,TRANSLATOR_ASTRO_BLACK,2997
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,TRANSLATOR_ECLIPSE_CHARCOAL,13841
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,TRANSLATOR_GRAPHITE_MIST,18999
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,TRANSLATOR_SPACE_GRAY,0
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,TRANSLATOR_VOID_BLUE,5676
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,UV_VISOR_AMBER,1640
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,UV_VISOR_MAGENTA,5665
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,UV_VISOR_ORANGE,9666
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,UV_VISOR_RED,5432
reduce_only__GALAXY_SOUNDS_PLANETARY_RINGS,reduce_only,GALAXY_SOUNDS_PLANETARY_RINGS,,4,UV_VISOR_YELLOW,5360
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,GALAXY_SOUNDS_BLACK_HOLES,16489
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,GALAXY_SOUNDS_DARK_MATTER,5538
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,GALAXY_SOUNDS_PLANETARY_RINGS,0
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,GALAXY_SOUNDS_SOLAR_FLAMES,18066
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,GALAXY_SOUNDS_SOLAR_WINDS,965
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,MICROCHIP_CIRCLE,523
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,MICROCHIP_OVAL,5618
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,MICROCHIP_RECTANGLE,16141
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,MICROCHIP_SQUARE,24261
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,MICROCHIP_TRIANGLE,6325
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,OXYGEN_SHAKE_CHOCOLATE,9314
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,OXYGEN_SHAKE_EVENING_BREATH,2117
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,OXYGEN_SHAKE_GARLIC,19621
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,OXYGEN_SHAKE_MINT,0
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,OXYGEN_SHAKE_MORNING_BREATH,4125
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,PANEL_1X2,0
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,PANEL_1X4,16825
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,PANEL_2X2,7060
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,PANEL_2X4,4812
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,PANEL_4X4,0
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,PEBBLES_L,20786
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,PEBBLES_M,0
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,PEBBLES_S,20129
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,PEBBLES_XL,19620
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,PEBBLES_XS,9650
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,ROBOT_DISHES,8067
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,ROBOT_IRONING,4670
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,ROBOT_LAUNDRY,6149
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,ROBOT_MOPPING,4728
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,ROBOT_VACUUMING,-1758
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,SLEEP_POD_COTTON,13278
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,SLEEP_POD_LAMB_WOOL,7141
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,SLEEP_POD_NYLON,2191
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,SLEEP_POD_POLYESTER,17615
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,SLEEP_POD_SUEDE,10064
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,SNACKPACK_CHOCOLATE,4884
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,SNACKPACK_PISTACHIO,7750
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,SNACKPACK_RASPBERRY,13450
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,SNACKPACK_STRAWBERRY,2606
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,SNACKPACK_VANILLA,6080
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,TRANSLATOR_ASTRO_BLACK,-1136
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,TRANSLATOR_ECLIPSE_CHARCOAL,-2587
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,TRANSLATOR_GRAPHITE_MIST,226
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,TRANSLATOR_SPACE_GRAY,0
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,TRANSLATOR_VOID_BLUE,5339
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,UV_VISOR_AMBER,13933
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,UV_VISOR_MAGENTA,17813
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,UV_VISOR_ORANGE,4325
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,UV_VISOR_RED,7582
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,2,UV_VISOR_YELLOW,4356
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,GALAXY_SOUNDS_BLACK_HOLES,6391
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,GALAXY_SOUNDS_DARK_MATTER,1162
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,GALAXY_SOUNDS_PLANETARY_RINGS,0
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,GALAXY_SOUNDS_SOLAR_FLAMES,9240
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,GALAXY_SOUNDS_SOLAR_WINDS,13780
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,MICROCHIP_CIRCLE,-862
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,MICROCHIP_OVAL,18822
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,MICROCHIP_RECTANGLE,3904
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,MICROCHIP_SQUARE,32872
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,MICROCHIP_TRIANGLE,10233
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,OXYGEN_SHAKE_CHOCOLATE,10434
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,OXYGEN_SHAKE_EVENING_BREATH,7882
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,OXYGEN_SHAKE_GARLIC,-1318
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,OXYGEN_SHAKE_MINT,0
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,OXYGEN_SHAKE_MORNING_BREATH,2750
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,PANEL_1X2,0
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,PANEL_1X4,4839
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,PANEL_2X2,5525
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,PANEL_2X4,6302
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,PANEL_4X4,0
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,PEBBLES_L,3870
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,PEBBLES_M,0
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,PEBBLES_S,5188
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,PEBBLES_XL,38715
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,PEBBLES_XS,9490
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,ROBOT_DISHES,10932
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,ROBOT_IRONING,20920
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,ROBOT_LAUNDRY,4835
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,ROBOT_MOPPING,-4805
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,ROBOT_VACUUMING,13873
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,SLEEP_POD_COTTON,10402
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,SLEEP_POD_LAMB_WOOL,6585
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,SLEEP_POD_NYLON,7216
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,SLEEP_POD_POLYESTER,-238
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,SLEEP_POD_SUEDE,11197
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,SNACKPACK_CHOCOLATE,9670
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,SNACKPACK_PISTACHIO,6570
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,SNACKPACK_RASPBERRY,10530
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,SNACKPACK_STRAWBERRY,2710
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,SNACKPACK_VANILLA,7334
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,TRANSLATOR_ASTRO_BLACK,8967
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,TRANSLATOR_ECLIPSE_CHARCOAL,13679
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,TRANSLATOR_GRAPHITE_MIST,3246
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,TRANSLATOR_SPACE_GRAY,0
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,TRANSLATOR_VOID_BLUE,6956
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,UV_VISOR_AMBER,10176
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,UV_VISOR_MAGENTA,10135
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,UV_VISOR_ORANGE,2516
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,UV_VISOR_RED,3688
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,3,UV_VISOR_YELLOW,8065
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,GALAXY_SOUNDS_BLACK_HOLES,15710
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,GALAXY_SOUNDS_DARK_MATTER,17479
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,GALAXY_SOUNDS_PLANETARY_RINGS,0
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,GALAXY_SOUNDS_SOLAR_FLAMES,16360
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,GALAXY_SOUNDS_SOLAR_WINDS,11785
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,MICROCHIP_CIRCLE,11709
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,MICROCHIP_OVAL,18905
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,MICROCHIP_RECTANGLE,19251
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,MICROCHIP_SQUARE,-20836
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,MICROCHIP_TRIANGLE,14252
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,OXYGEN_SHAKE_CHOCOLATE,5335
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,OXYGEN_SHAKE_EVENING_BREATH,12376
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,OXYGEN_SHAKE_GARLIC,21387
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,OXYGEN_SHAKE_MINT,0
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,OXYGEN_SHAKE_MORNING_BREATH,8346
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,PANEL_1X2,0
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,PANEL_1X4,9532
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,PANEL_2X2,1919
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,PANEL_2X4,11239
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,PANEL_4X4,0
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,PEBBLES_L,1635
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,PEBBLES_M,0
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,PEBBLES_S,23192
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,PEBBLES_XL,68520
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,PEBBLES_XS,12280
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,ROBOT_DISHES,-2119
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,ROBOT_IRONING,-2050
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,ROBOT_LAUNDRY,3695
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,ROBOT_MOPPING,7796
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,ROBOT_VACUUMING,-3122
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,SLEEP_POD_COTTON,8535
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,SLEEP_POD_LAMB_WOOL,19185
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,SLEEP_POD_NYLON,5290
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,SLEEP_POD_POLYESTER,6254
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,SLEEP_POD_SUEDE,-3255
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,SNACKPACK_CHOCOLATE,6019
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,SNACKPACK_PISTACHIO,762
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,SNACKPACK_RASPBERRY,10055
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,SNACKPACK_STRAWBERRY,3414
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,SNACKPACK_VANILLA,7290
drop_mm__GALAXY_SOUNDS_PLANETARY_RINGS,drop_mm,GALAXY_SOUNDS_PLANETARY_RINGS,,4,TRANSLATOR_ASTRO_BLACK,2997
