case,group,method,target,anchor,window,entry_z,total,day2,day3,day4,worst_day,positive_days,trades
ols__SLEEP_POD_COTTON__SLEEP_POD_SUEDE__w2000__z2.5,SLEEP_POD,ols,SLEEP_POD_COTTON,SLEEP_POD_SUEDE,2000,2.5,190.0,-9070.0,4180.0,5080.0,-9070.0,2,18
tls__ROBOT_DISHES__ROBOT_IRONING__w500__z2.5,ROBOT,tls,ROBOT_DISHES,ROBOT_IRONING,500,2.5,-7245.0,-9120.0,105.0,1770.0,-9120.0,2,97
ols__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w1000__z2.5,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,1000,2.5,-8715.0,-9180.0,230.0,235.0,-9180.0,2,42
ols__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_SOLAR_WINDS__w2000__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,2000,3.0,-7060.0,-9280.0,1980.0,240.0,-9280.0,2,13
tls__SLEEP_POD_NYLON__SLEEP_POD_SUEDE__w500__z2.5,SLEEP_POD,tls,SLEEP_POD_NYLON,SLEEP_POD_SUEDE,500,2.5,-250.0,-9610.0,5820.0,3540.0,-9610.0,2,101
ols__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_SOLAR_WINDS__w2000__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,2000,2.5,-5400.0,-9750.0,810.0,3540.0,-9750.0,2,23
ols__SLEEP_POD_SUEDE__SLEEP_POD_COTTON__w2000__z2.5,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_COTTON,2000,2.5,-6785.0,-9820.0,1540.0,1495.0,-9820.0,2,22
tls__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w500__z2.5,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,500,2.5,-7925.0,1750.0,-9840.0,165.0,-9840.0,2,102
tls__ROBOT_IRONING__ROBOT_DISHES__w1000__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_DISHES,1000,2.5,-7710.0,-9920.0,880.0,1330.0,-9920.0,2,47
ols__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_SOLAR_FLAMES__w1000__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,1000,2.5,-5745.0,-9940.0,1050.0,3145.0,-9940.0,2,39
tls__SNACKPACK_STRAWBERRY__SNACKPACK_VANILLA__w1000__z2.5,SNACKPACK,tls,SNACKPACK_STRAWBERRY,SNACKPACK_VANILLA,1000,2.5,-8150.0,-10240.0,1170.0,920.0,-10240.0,2,45
ols__SLEEP_POD_SUEDE__SLEEP_POD_NYLON__w500__z2.5,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_NYLON,500,2.5,-3365.0,1710.0,-10280.0,5205.0,-10280.0,2,73
tls__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_DARK_MATTER__w2000__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_DARK_MATTER,2000,3.0,-2355.0,-10330.0,3405.0,4570.0,-10330.0,2,14
ols__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_SOLAR_FLAMES__w1000__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_FLAMES,1000,2.5,-7155.0,260.0,-10440.0,3025.0,-10440.0,2,37
tls__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w500__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,500,3.0,-1840.0,-10550.0,3010.0,5700.0,-10550.0,2,50
tls__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w1000__z2.5,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,1000,2.5,-9575.0,740.0,-10580.0,265.0,-10580.0,2,48
ols__MICROCHIP_TRIANGLE__MICROCHIP_OVAL__w500__z3.0,MICROCHIP,ols,MICROCHIP_TRIANGLE,MICROCHIP_OVAL,500,3.0,-400.0,2350.0,-10720.0,7970.0,-10720.0,2,40
tls__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_PLANETARY_RINGS__w1000__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,1000,2.5,-5710.0,-10745.0,4240.0,795.0,-10745.0,2,49
tls__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_BLACK_HOLES__w500__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_BLACK_HOLES,500,3.0,-8520.0,-10890.0,1000.0,1370.0,-10890.0,2,59
tls__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_BLACK_HOLES__w2000__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_BLACK_HOLES,2000,2.5,-7795.0,-11595.0,2990.0,810.0,-11595.0,2,20
tls__GALAXY_SOUNDS_DARK_MATTER__GALAXY_SOUNDS_BLACK_HOLES__w500__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,500,2.5,-6800.0,1380.0,-11660.0,3480.0,-11660.0,2,92
tls__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_DARK_MATTER__w2000__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_DARK_MATTER,2000,2.5,-2410.0,-11830.0,2395.0,7025.0,-11830.0,2,24
tls__MICROCHIP_RECTANGLE__MICROCHIP_CIRCLE__w2000__z2.5,MICROCHIP,tls,MICROCHIP_RECTANGLE,MICROCHIP_CIRCLE,2000,2.5,6830.0,10810.0,-11870.0,7890.0,-11870.0,2,25
tls__SLEEP_POD_NYLON__SLEEP_POD_SUEDE__w1000__z2.5,SLEEP_POD,tls,SLEEP_POD_NYLON,SLEEP_POD_SUEDE,1000,2.5,-8675.0,-12020.0,985.0,2360.0,-12020.0,2,47
ols__MICROCHIP_TRIANGLE__MICROCHIP_CIRCLE__w1000__z3.0,MICROCHIP,ols,MICROCHIP_TRIANGLE,MICROCHIP_CIRCLE,1000,3.0,-7540.0,2900.0,-12170.0,1730.0,-12170.0,2,18
ols__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_DARK_MATTER__w1000__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_DARK_MATTER,1000,3.0,-3960.0,-12300.0,5805.0,2535.0,-12300.0,2,22
ols__ROBOT_MOPPING__ROBOT_VACUUMING__w1000__z2.5,ROBOT,ols,ROBOT_MOPPING,ROBOT_VACUUMING,1000,2.5,-10730.0,895.0,-13100.0,1475.0,-13100.0,2,38
tls__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_DARK_MATTER__w500__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,500,2.5,-9030.0,-13200.0,1050.0,3120.0,-13200.0,2,96
tls__SLEEP_POD_LAMB_WOOL__SLEEP_POD_NYLON__w500__z2.5,SLEEP_POD,tls,SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,500,2.5,-2985.0,-13575.0,4370.0,6220.0,-13575.0,2,98
ols__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_DARK_MATTER__w1000__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_DARK_MATTER,1000,2.5,-10920.0,-14690.0,2705.0,1065.0,-14690.0,2,33
tls__SLEEP_POD_POLYESTER__SLEEP_POD_COTTON__w1000__z2.5,SLEEP_POD,tls,SLEEP_POD_POLYESTER,SLEEP_POD_COTTON,1000,2.5,-2730.0,2700.0,-15035.0,9605.0,-15035.0,2,53
tls__MICROCHIP_TRIANGLE__MICROCHIP_CIRCLE__w2000__z2.5,MICROCHIP,tls,MICROCHIP_TRIANGLE,MICROCHIP_CIRCLE,2000,2.5,-13950.0,940.0,-15490.0,600.0,-15490.0,2,17
tls__SLEEP_POD_COTTON__SLEEP_POD_SUEDE__w1000__z3.0,SLEEP_POD,tls,SLEEP_POD_COTTON,SLEEP_POD_SUEDE,1000,3.0,-8170.0,80.0,7780.0,-16030.0,-16030.0,2,22
tls__MICROCHIP_TRIANGLE__MICROCHIP_RECTANGLE__w1000__z2.5,MICROCHIP,tls,MICROCHIP_TRIANGLE,MICROCHIP_RECTANGLE,1000,2.5,-14155.0,4750.0,-21910.0,3005.0,-21910.0,2,55
tls__MICROCHIP_TRIANGLE__MICROCHIP_OVAL__w500__z2.5,MICROCHIP,tls,MICROCHIP_TRIANGLE,MICROCHIP_OVAL,500,2.5,-18250.0,1550.0,-22070.0,2270.0,-22070.0,2,97
tls__SNACKPACK_CHOCOLATE__SNACKPACK_PISTACHIO__w2000__z2.5,SNACKPACK,tls,SNACKPACK_CHOCOLATE,SNACKPACK_PISTACHIO,2000,2.5,3330.0,-260.0,3660.0,-70.0,-260.0,1,22
ols__ROBOT_DISHES__ROBOT_IRONING__w500__z3.0,ROBOT,ols,ROBOT_DISHES,ROBOT_IRONING,500,3.0,2545.0,-350.0,-65.0,2960.0,-350.0,1,44
ols__SLEEP_POD_POLYESTER__SLEEP_POD_LAMB_WOOL__w500__z3.0,SLEEP_POD,ols,SLEEP_POD_POLYESTER,SLEEP_POD_LAMB_WOOL,500,3.0,9075.0,-380.0,-165.0,9620.0,-380.0,1,43
tls__ROBOT_VACUUMING__ROBOT_MOPPING__w500__z3.0,ROBOT,tls,ROBOT_VACUUMING,ROBOT_MOPPING,500,3.0,1290.0,-460.0,-270.0,2020.0,-460.0,1,56
tls__SNACKPACK_PISTACHIO__SNACKPACK_CHOCOLATE__w2000__z2.5,SNACKPACK,tls,SNACKPACK_PISTACHIO,SNACKPACK_CHOCOLATE,2000,2.5,-850.0,290.0,-530.0,-610.0,-610.0,1,21
tls__SLEEP_POD_SUEDE__SLEEP_POD_NYLON__w2000__z3.0,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_NYLON,2000,3.0,1970.0,-180.0,-640.0,2790.0,-640.0,1,15
tls__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_BLACK_HOLES__w1000__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_BLACK_HOLES,1000,3.0,870.0,2220.0,-700.0,-650.0,-700.0,1,32
ols__MICROCHIP_CIRCLE__MICROCHIP_TRIANGLE__w1000__z2.5,MICROCHIP,ols,MICROCHIP_CIRCLE,MICROCHIP_TRIANGLE,1000,2.5,0.0,-740.0,1000.0,-260.0,-740.0,1,40
ols__SNACKPACK_PISTACHIO__SNACKPACK_CHOCOLATE__w2000__z2.5,SNACKPACK,ols,SNACKPACK_PISTACHIO,SNACKPACK_CHOCOLATE,2000,2.5,100.0,1490.0,-610.0,-780.0,-780.0,1,17
tls__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_SOLAR_FLAMES__w2000__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,2000,3.0,-55.0,-790.0,1460.0,-725.0,-790.0,1,14
tls__GALAXY_SOUNDS_DARK_MATTER__GALAXY_SOUNDS_BLACK_HOLES__w2000__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,2000,3.0,-125.0,670.0,-790.0,-5.0,-790.0,1,12
tls__SNACKPACK_VANILLA__SNACKPACK_PISTACHIO__w2000__z3.0,SNACKPACK,tls,SNACKPACK_VANILLA,SNACKPACK_PISTACHIO,2000,3.0,-930.0,-660.0,-800.0,530.0,-800.0,1,12
tls__SNACKPACK_VANILLA__SNACKPACK_STRAWBERRY__w1000__z3.0,SNACKPACK,tls,SNACKPACK_VANILLA,SNACKPACK_STRAWBERRY,1000,3.0,3215.0,-325.0,4360.0,-820.0,-820.0,1,31
tls__SNACKPACK_CHOCOLATE__SNACKPACK_STRAWBERRY__w2000__z3.0,SNACKPACK,tls,SNACKPACK_CHOCOLATE,SNACKPACK_STRAWBERRY,2000,3.0,1560.0,-320.0,2700.0,-820.0,-820.0,1,17
tls__SNACKPACK_VANILLA__SNACKPACK_STRAWBERRY__w1000__z2.5,SNACKPACK,tls,SNACKPACK_VANILLA,SNACKPACK_STRAWBERRY,1000,2.5,450.0,-885.0,1535.0,-200.0,-885.0,1,45
tls__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_SOLAR_FLAMES__w2000__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES,2000,2.5,2415.0,-130.0,3460.0,-915.0,-915.0,1,27
tls__ROBOT_VACUUMING__ROBOT_MOPPING__w500__z2.5,ROBOT,tls,ROBOT_VACUUMING,ROBOT_MOPPING,500,2.5,2410.0,-920.0,-760.0,4090.0,-920.0,1,110
tls__SNACKPACK_CHOCOLATE__SNACKPACK_STRAWBERRY__w2000__z2.5,SNACKPACK,tls,SNACKPACK_CHOCOLATE,SNACKPACK_STRAWBERRY,2000,2.5,1900.0,-920.0,3090.0,-270.0,-920.0,1,28
ols__ROBOT_IRONING__ROBOT_MOPPING__w1000__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_MOPPING,1000,3.0,-1200.0,-690.0,-970.0,460.0,-970.0,1,20
tls__SLEEP_POD_POLYESTER__SLEEP_POD_COTTON__w2000__z2.5,SLEEP_POD,tls,SLEEP_POD_POLYESTER,SLEEP_POD_COTTON,2000,2.5,5810.0,-120.0,-985.0,6915.0,-985.0,1,24
ols__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w2000__z3.0,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,2000,3.0,-275.0,-10.0,-990.0,725.0,-990.0,1,9
tls__MICROCHIP_CIRCLE__MICROCHIP_OVAL__w2000__z2.5,MICROCHIP,tls,MICROCHIP_CIRCLE,MICROCHIP_OVAL,2000,2.5,-1780.0,-980.0,190.0,-990.0,-990.0,1,19
ols__SNACKPACK_VANILLA__SNACKPACK_STRAWBERRY__w2000__z3.0,SNACKPACK,ols,SNACKPACK_VANILLA,SNACKPACK_STRAWBERRY,2000,3.0,730.0,-350.0,-1000.0,2080.0,-1000.0,1,10
ols__SLEEP_POD_NYLON__SLEEP_POD_LAMB_WOOL__w1000__z2.5,SLEEP_POD,ols,SLEEP_POD_NYLON,SLEEP_POD_LAMB_WOOL,1000,2.5,205.0,-1000.0,-585.0,1790.0,-1000.0,1,31
tls__SNACKPACK_STRAWBERRY__SNACKPACK_CHOCOLATE__w2000__z2.5,SNACKPACK,tls,SNACKPACK_STRAWBERRY,SNACKPACK_CHOCOLATE,2000,2.5,-20.0,-1050.0,-40.0,1070.0,-1050.0,1,28
ols__GALAXY_SOUNDS_DARK_MATTER__GALAXY_SOUNDS_BLACK_HOLES__w2000__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,2000,2.5,7555.0,8830.0,-1090.0,-185.0,-1090.0,1,17
ols__SLEEP_POD_NYLON__SLEEP_POD_SUEDE__w2000__z3.0,SLEEP_POD,ols,SLEEP_POD_NYLON,SLEEP_POD_SUEDE,2000,3.0,-415.0,1590.0,-1095.0,-910.0,-1095.0,1,13
tls__SNACKPACK_CHOCOLATE__SNACKPACK_STRAWBERRY__w1000__z2.5,SNACKPACK,tls,SNACKPACK_CHOCOLATE,SNACKPACK_STRAWBERRY,1000,2.5,-355.0,1355.0,-1110.0,-600.0,-1110.0,1,45
ols__ROBOT_LAUNDRY__ROBOT_MOPPING__w1000__z2.5,ROBOT,ols,ROBOT_LAUNDRY,ROBOT_MOPPING,1000,2.5,9420.0,-680.0,-1130.0,11230.0,-1130.0,1,33
ols__GALAXY_SOUNDS_DARK_MATTER__GALAXY_SOUNDS_SOLAR_WINDS__w2000__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_WINDS,2000,3.0,1770.0,2900.0,-1130.0,0.0,-1130.0,1,5
tls__SNACKPACK_RASPBERRY__SNACKPACK_VANILLA__w2000__z3.0,SNACKPACK,tls,SNACKPACK_RASPBERRY,SNACKPACK_VANILLA,2000,3.0,550.0,-540.0,-1220.0,2310.0,-1220.0,1,13
ols__SNACKPACK_RASPBERRY__SNACKPACK_CHOCOLATE__w1000__z3.0,SNACKPACK,ols,SNACKPACK_RASPBERRY,SNACKPACK_CHOCOLATE,1000,3.0,1445.0,-1245.0,-990.0,3680.0,-1245.0,1,24
ols__SNACKPACK_PISTACHIO__SNACKPACK_VANILLA__w1000__z3.0,SNACKPACK,ols,SNACKPACK_PISTACHIO,SNACKPACK_VANILLA,1000,3.0,10.0,-1250.0,-970.0,2230.0,-1250.0,1,22
ols__MICROCHIP_TRIANGLE__MICROCHIP_OVAL__w1000__z3.0,MICROCHIP,ols,MICROCHIP_TRIANGLE,MICROCHIP_OVAL,1000,3.0,4920.0,-410.0,-1340.0,6670.0,-1340.0,1,13
tls__SNACKPACK_RASPBERRY__SNACKPACK_CHOCOLATE__w2000__z3.0,SNACKPACK,tls,SNACKPACK_RASPBERRY,SNACKPACK_CHOCOLATE,2000,3.0,-285.0,-935.0,-1340.0,1990.0,-1340.0,1,14
tls__SNACKPACK_VANILLA__SNACKPACK_RASPBERRY__w2000__z3.0,SNACKPACK,tls,SNACKPACK_VANILLA,SNACKPACK_RASPBERRY,2000,3.0,280.0,2520.0,-890.0,-1350.0,-1350.0,1,14
tls__SLEEP_POD_POLYESTER__SLEEP_POD_COTTON__w2000__z3.0,SLEEP_POD,tls,SLEEP_POD_POLYESTER,SLEEP_POD_COTTON,2000,3.0,-280.0,-1190.0,-1360.0,2270.0,-1360.0,1,11
tls__SNACKPACK_CHOCOLATE__SNACKPACK_STRAWBERRY__w1000__z3.0,SNACKPACK,tls,SNACKPACK_CHOCOLATE,SNACKPACK_STRAWBERRY,1000,3.0,35.0,2415.0,-1390.0,-990.0,-1390.0,1,32
ols__ROBOT_DISHES__ROBOT_LAUNDRY__w500__z3.0,ROBOT,ols,ROBOT_DISHES,ROBOT_LAUNDRY,500,3.0,11690.0,-1400.0,-370.0,13460.0,-1400.0,1,41
tls__ROBOT_MOPPING__ROBOT_DISHES__w500__z2.5,ROBOT,tls,ROBOT_MOPPING,ROBOT_DISHES,500,2.5,955.0,3120.0,-760.0,-1405.0,-1405.0,1,100
ols__MICROCHIP_CIRCLE__MICROCHIP_SQUARE__w2000__z3.0,MICROCHIP,ols,MICROCHIP_CIRCLE,MICROCHIP_SQUARE,2000,3.0,5080.0,-1410.0,7430.0,-940.0,-1410.0,1,10
ols__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_SOLAR_FLAMES__w1000__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,1000,3.0,1945.0,-1470.0,4110.0,-695.0,-1470.0,1,24
ols__MICROCHIP_CIRCLE__MICROCHIP_SQUARE__w500__z3.0,MICROCHIP,ols,MICROCHIP_CIRCLE,MICROCHIP_SQUARE,500,3.0,-1360.0,-1570.0,1540.0,-1330.0,-1570.0,1,43
tls__SLEEP_POD_LAMB_WOOL__SLEEP_POD_COTTON__w1000__z3.0,SLEEP_POD,tls,SLEEP_POD_LAMB_WOOL,SLEEP_POD_COTTON,1000,3.0,170.0,1890.0,-130.0,-1590.0,-1590.0,1,28
ols__MICROCHIP_CIRCLE__MICROCHIP_OVAL__w2000__z3.0,MICROCHIP,ols,MICROCHIP_CIRCLE,MICROCHIP_OVAL,2000,3.0,-1040.0,560.0,-10.0,-1590.0,-1590.0,1,9
ols__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_DARK_MATTER__w1000__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,1000,3.0,-2105.0,60.0,-1610.0,-555.0,-1610.0,1,18
ols__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w1000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,1000,3.0,4665.0,-1675.0,-1660.0,8000.0,-1675.0,1,27
ols__MICROCHIP_OVAL__MICROCHIP_SQUARE__w2000__z3.0,MICROCHIP,ols,MICROCHIP_OVAL,MICROCHIP_SQUARE,2000,3.0,3120.0,-1090.0,5900.0,-1690.0,-1690.0,1,14
ols__ROBOT_IRONING__ROBOT_LAUNDRY__w1000__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_LAUNDRY,1000,3.0,-1700.0,-1690.0,1280.0,-1290.0,-1690.0,1,15
ols__ROBOT_VACUUMING__ROBOT_MOPPING__w1000__z3.0,ROBOT,ols,ROBOT_VACUUMING,ROBOT_MOPPING,1000,3.0,4060.0,-1510.0,-1740.0,7310.0,-1740.0,1,13
tls__SLEEP_POD_LAMB_WOOL__SLEEP_POD_COTTON__w1000__z2.5,SLEEP_POD,tls,SLEEP_POD_LAMB_WOOL,SLEEP_POD_COTTON,1000,2.5,-1910.0,-480.0,-1740.0,310.0,-1740.0,1,50
tls__SNACKPACK_PISTACHIO__SNACKPACK_STRAWBERRY__w500__z3.0,SNACKPACK,tls,SNACKPACK_PISTACHIO,SNACKPACK_STRAWBERRY,500,3.0,-1470.0,510.0,-220.0,-1760.0,-1760.0,1,49
tls__SNACKPACK_RASPBERRY__SNACKPACK_PISTACHIO__w1000__z3.0,SNACKPACK,tls,SNACKPACK_RASPBERRY,SNACKPACK_PISTACHIO,1000,3.0,-1385.0,1040.0,-1775.0,-650.0,-1775.0,1,21
ols__SNACKPACK_CHOCOLATE__SNACKPACK_PISTACHIO__w2000__z2.5,SNACKPACK,ols,SNACKPACK_CHOCOLATE,SNACKPACK_PISTACHIO,2000,2.5,1360.0,-1780.0,3320.0,-180.0,-1780.0,1,15
ols__SNACKPACK_VANILLA__SNACKPACK_STRAWBERRY__w1000__z3.0,SNACKPACK,ols,SNACKPACK_VANILLA,SNACKPACK_STRAWBERRY,1000,3.0,770.0,-1800.0,2890.0,-320.0,-1800.0,1,20
tls__SNACKPACK_STRAWBERRY__SNACKPACK_VANILLA__w2000__z2.5,SNACKPACK,tls,SNACKPACK_STRAWBERRY,SNACKPACK_VANILLA,2000,2.5,-480.0,-1800.0,-660.0,1980.0,-1800.0,1,27
ols__ROBOT_IRONING__ROBOT_LAUNDRY__w1000__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_LAUNDRY,1000,2.5,-1450.0,1110.0,-1800.0,-760.0,-1800.0,1,35
tls__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_DARK_MATTER__w1000__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_DARK_MATTER,1000,3.0,3630.0,-1810.0,-150.0,5590.0,-1810.0,1,27
tls__SNACKPACK_PISTACHIO__SNACKPACK_CHOCOLATE__w2000__z3.0,SNACKPACK,tls,SNACKPACK_PISTACHIO,SNACKPACK_CHOCOLATE,2000,3.0,-1760.0,450.0,-1810.0,-400.0,-1810.0,1,11
ols__SLEEP_POD_COTTON__SLEEP_POD_LAMB_WOOL__w2000__z2.5,SLEEP_POD,ols,SLEEP_POD_COTTON,SLEEP_POD_LAMB_WOOL,2000,2.5,3500.0,-920.0,6280.0,-1860.0,-1860.0,1,14
ols__ROBOT_DISHES__ROBOT_IRONING__w1000__z3.0,ROBOT,ols,ROBOT_DISHES,ROBOT_IRONING,1000,3.0,4550.0,-140.0,-1870.0,6560.0,-1870.0,1,18
ols__MICROCHIP_RECTANGLE__MICROCHIP_SQUARE__w500__z3.0,MICROCHIP,ols,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,500,3.0,-1250.0,-1940.0,1690.0,-1000.0,-1940.0,1,43
tls__SLEEP_POD_POLYESTER__SLEEP_POD_SUEDE__w2000__z2.5,SLEEP_POD,tls,SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,2000,2.5,9420.0,-1975.0,-330.0,11725.0,-1975.0,1,34
ols__SLEEP_POD_COTTON__SLEEP_POD_POLYESTER__w500__z3.0,SLEEP_POD,ols,SLEEP_POD_COTTON,SLEEP_POD_POLYESTER,500,3.0,-770.0,-40.0,1290.0,-2020.0,-2020.0,1,39
ols__SLEEP_POD_POLYESTER__SLEEP_POD_SUEDE__w500__z2.5,SLEEP_POD,ols,SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,500,2.5,-955.0,-1910.0,-2035.0,2990.0,-2035.0,1,74
ols__SLEEP_POD_POLYESTER__SLEEP_POD_SUEDE__w1000__z3.0,SLEEP_POD,ols,SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,1000,3.0,4570.0,-2040.0,-220.0,6830.0,-2040.0,1,26
ols__ROBOT_VACUUMING__ROBOT_IRONING__w1000__z2.5,ROBOT,ols,ROBOT_VACUUMING,ROBOT_IRONING,1000,2.5,-2890.0,-2070.0,310.0,-1130.0,-2070.0,1,36
ols__SNACKPACK_CHOCOLATE__SNACKPACK_RASPBERRY__w2000__z2.5,SNACKPACK,ols,SNACKPACK_CHOCOLATE,SNACKPACK_RASPBERRY,2000,2.5,-1705.0,-2085.0,2010.0,-1630.0,-2085.0,1,17
ols__SNACKPACK_CHOCOLATE__SNACKPACK_RASPBERRY__w1000__z2.5,SNACKPACK,ols,SNACKPACK_CHOCOLATE,SNACKPACK_RASPBERRY,1000,2.5,1560.0,-420.0,4070.0,-2090.0,-2090.0,1,32
tls__SNACKPACK_PISTACHIO__SNACKPACK_CHOCOLATE__w1000__z3.0,SNACKPACK,tls,SNACKPACK_PISTACHIO,SNACKPACK_CHOCOLATE,1000,3.0,-720.0,-2110.0,-290.0,1680.0,-2110.0,1,28
tls__MICROCHIP_CIRCLE__MICROCHIP_OVAL__w500__z3.0,MICROCHIP,tls,MICROCHIP_CIRCLE,MICROCHIP_OVAL,500,3.0,-2960.0,-900.0,-2120.0,60.0,-2120.0,1,66
tls__GALAXY_SOUNDS_DARK_MATTER__GALAXY_SOUNDS_SOLAR_WINDS__w2000__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_WINDS,2000,3.0,-2960.0,160.0,-2170.0,-950.0,-2170.0,1,11
tls__MICROCHIP_CIRCLE__MICROCHIP_OVAL__w2000__z3.0,MICROCHIP,tls,MICROCHIP_CIRCLE,MICROCHIP_OVAL,2000,3.0,-1620.0,950.0,-380.0,-2190.0,-2190.0,1,13
