case,group,method,target,anchor,window,entry_z,day,pnl,trades
tls__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w500__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,500,3.0,4,-16900.0,19
ols__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w1000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,1000,2.5,2,-6735.0,13
ols__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w1000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,1000,2.5,3,9200.0,13
ols__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w1000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,1000,2.5,4,-4510.0,16
tls__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w1000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,1000,2.5,2,-6510.0,17
tls__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w1000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,1000,2.5,3,-7950.0,12
tls__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w1000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,1000,2.5,4,-13770.0,19
ols__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w1000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,1000,3.0,2,-8865.0,5
ols__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w1000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,1000,3.0,3,-890.0,6
ols__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w1000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,1000,3.0,4,-7500.0,10
tls__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w1000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,1000,3.0,2,990.0,9
tls__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w1000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,1000,3.0,3,-2520.0,7
tls__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w1000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,1000,3.0,4,-14220.0,11
ols__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w2000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,2000,2.5,2,-3595.0,10
ols__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w2000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,2000,2.5,3,22550.0,7
ols__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w2000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,2000,2.5,4,-7070.0,6
tls__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w2000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,2000,2.5,2,-15525.0,9
tls__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w2000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,2000,2.5,3,6400.0,6
tls__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w2000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,2000,2.5,4,-6220.0,7
ols__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w2000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,2000,3.0,2,-2755.0,4
ols__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w2000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,2000,3.0,3,9450.0,4
ols__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w2000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,2000,3.0,4,-1960.0,2
tls__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w2000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,2000,3.0,2,-10875.0,4
tls__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w2000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,2000,3.0,3,15970.0,4
tls__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w2000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,2000,3.0,4,-12340.0,5
ols__MICROCHIP_SQUARE__MICROCHIP_OVAL__w500__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_OVAL,500,2.5,2,275.0,29
ols__MICROCHIP_SQUARE__MICROCHIP_OVAL__w500__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_OVAL,500,2.5,3,7640.0,22
ols__MICROCHIP_SQUARE__MICROCHIP_OVAL__w500__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_OVAL,500,2.5,4,-2050.0,26
tls__MICROCHIP_SQUARE__MICROCHIP_OVAL__w500__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_OVAL,500,2.5,2,2060.0,38
tls__MICROCHIP_SQUARE__MICROCHIP_OVAL__w500__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_OVAL,500,2.5,3,9870.0,32
tls__MICROCHIP_SQUARE__MICROCHIP_OVAL__w500__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_OVAL,500,2.5,4,2780.0,29
ols__MICROCHIP_SQUARE__MICROCHIP_OVAL__w500__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_OVAL,500,3.0,2,4185.0,14
ols__MICROCHIP_SQUARE__MICROCHIP_OVAL__w500__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_OVAL,500,3.0,3,2360.0,12
ols__MICROCHIP_SQUARE__MICROCHIP_OVAL__w500__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_OVAL,500,3.0,4,1290.0,18
tls__MICROCHIP_SQUARE__MICROCHIP_OVAL__w500__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_OVAL,500,3.0,2,3190.0,19
tls__MICROCHIP_SQUARE__MICROCHIP_OVAL__w500__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_OVAL,500,3.0,3,-4000.0,17
tls__MICROCHIP_SQUARE__MICROCHIP_OVAL__w500__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_OVAL,500,3.0,4,23170.0,17
ols__MICROCHIP_SQUARE__MICROCHIP_OVAL__w1000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_OVAL,1000,2.5,2,-2745.0,14
ols__MICROCHIP_SQUARE__MICROCHIP_OVAL__w1000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_OVAL,1000,2.5,3,-4000.0,13
ols__MICROCHIP_SQUARE__MICROCHIP_OVAL__w1000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_OVAL,1000,2.5,4,-910.0,18
tls__MICROCHIP_SQUARE__MICROCHIP_OVAL__w1000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_OVAL,1000,2.5,2,-5115.0,17
tls__MICROCHIP_SQUARE__MICROCHIP_OVAL__w1000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_OVAL,1000,2.5,3,-7800.0,15
tls__MICROCHIP_SQUARE__MICROCHIP_OVAL__w1000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_OVAL,1000,2.5,4,8760.0,14
ols__MICROCHIP_SQUARE__MICROCHIP_OVAL__w1000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_OVAL,1000,3.0,2,-2985.0,6
ols__MICROCHIP_SQUARE__MICROCHIP_OVAL__w1000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_OVAL,1000,3.0,3,2880.0,10
ols__MICROCHIP_SQUARE__MICROCHIP_OVAL__w1000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_OVAL,1000,3.0,4,-360.0,9
tls__MICROCHIP_SQUARE__MICROCHIP_OVAL__w1000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_OVAL,1000,3.0,2,-1735.0,8
tls__MICROCHIP_SQUARE__MICROCHIP_OVAL__w1000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_OVAL,1000,3.0,3,-6290.0,10
tls__MICROCHIP_SQUARE__MICROCHIP_OVAL__w1000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_OVAL,1000,3.0,4,11530.0,10
ols__MICROCHIP_SQUARE__MICROCHIP_OVAL__w2000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_OVAL,2000,2.5,2,-6945.0,11
ols__MICROCHIP_SQUARE__MICROCHIP_OVAL__w2000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_OVAL,2000,2.5,3,9820.0,6
ols__MICROCHIP_SQUARE__MICROCHIP_OVAL__w2000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_OVAL,2000,2.5,4,-8300.0,8
tls__MICROCHIP_SQUARE__MICROCHIP_OVAL__w2000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_OVAL,2000,2.5,2,-5165.0,11
tls__MICROCHIP_SQUARE__MICROCHIP_OVAL__w2000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_OVAL,2000,2.5,3,4850.0,6
tls__MICROCHIP_SQUARE__MICROCHIP_OVAL__w2000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_OVAL,2000,2.5,4,-15600.0,8
ols__MICROCHIP_SQUARE__MICROCHIP_OVAL__w2000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_OVAL,2000,3.0,2,-5655.0,5
ols__MICROCHIP_SQUARE__MICROCHIP_OVAL__w2000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_OVAL,2000,3.0,3,8310.0,2
ols__MICROCHIP_SQUARE__MICROCHIP_OVAL__w2000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_OVAL,2000,3.0,4,-10140.0,5
tls__MICROCHIP_SQUARE__MICROCHIP_OVAL__w2000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_OVAL,2000,3.0,2,-935.0,8
tls__MICROCHIP_SQUARE__MICROCHIP_OVAL__w2000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_OVAL,2000,3.0,3,-5510.0,4
tls__MICROCHIP_SQUARE__MICROCHIP_OVAL__w2000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_OVAL,2000,3.0,4,-8510.0,5
ols__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w500__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,500,2.5,2,4815.0,26
ols__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w500__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,500,2.5,3,-11570.0,18
ols__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w500__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,500,2.5,4,-12800.0,26
tls__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w500__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,500,2.5,2,990.0,42
tls__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w500__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,500,2.5,3,-25200.0,31
tls__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w500__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,500,2.5,4,-7640.0,32
ols__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w500__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,500,3.0,2,-1755.0,13
ols__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w500__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,500,3.0,3,-18510.0,9
ols__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w500__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,500,3.0,4,-4120.0,17
tls__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w500__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,500,3.0,2,-1170.0,19
tls__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w500__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,500,3.0,3,-20740.0,19
tls__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w500__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,500,3.0,4,-6810.0,20
ols__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w1000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,1000,2.5,2,-5165.0,11
ols__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w1000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,1000,2.5,3,-7680.0,8
ols__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w1000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,1000,2.5,4,2570.0,14
tls__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w1000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,1000,2.5,2,-16235.0,19
tls__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w1000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,1000,2.5,3,-17920.0,14
tls__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w1000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,1000,2.5,4,6340.0,20
ols__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w1000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,1000,3.0,2,-1675.0,8
ols__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w1000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,1000,3.0,3,-1660.0,7
ols__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w1000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,1000,3.0,4,8000.0,12
tls__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w1000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,1000,3.0,2,-6135.0,10
tls__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w1000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,1000,3.0,3,-13420.0,10
tls__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w1000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,1000,3.0,4,3220.0,12
ols__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w2000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,2000,2.5,2,-2665.0,6
ols__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w2000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,2000,2.5,3,19190.0,6
ols__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w2000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,2000,2.5,4,1310.0,6
tls__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w2000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,2000,2.5,2,-11410.0,8
tls__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w2000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,2000,2.5,3,-2110.0,7
tls__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w2000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,2000,2.5,4,-11600.0,7
ols__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w2000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,2000,3.0,2,-4620.0,2
ols__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w2000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,2000,3.0,3,19950.0,5
ols__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w2000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,2000,3.0,4,-3510.0,3
tls__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w2000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,2000,3.0,2,-2280.0,2
tls__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w2000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,2000,3.0,3,12190.0,5
tls__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w2000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,2000,3.0,4,-6030.0,6
ols__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w500__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,500,2.5,2,-6915.0,28
ols__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w500__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,500,2.5,3,5570.0,22
ols__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w500__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,500,2.5,4,-6010.0,24
tls__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w500__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,500,2.5,2,-7395.0,33
tls__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w500__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,500,2.5,3,-6780.0,34
tls__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w500__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,500,2.5,4,6530.0,32
ols__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w500__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,500,3.0,2,-1695.0,12
ols__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w500__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,500,3.0,3,8660.0,13
ols__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w500__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,500,3.0,4,-2380.0,18
tls__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w500__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,500,3.0,2,-10550.0,19
tls__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w500__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,500,3.0,3,3010.0,18
tls__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w500__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,500,3.0,4,5700.0,13
ols__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w1000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,1000,2.5,2,-8545.0,13
ols__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w1000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,1000,2.5,3,-8370.0,7
ols__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w1000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,1000,2.5,4,-7100.0,15
tls__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w1000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,1000,2.5,2,-10485.0,19
tls__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w1000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,1000,2.5,3,-710.0,14
tls__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w1000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,1000,2.5,4,5910.0,14
ols__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w1000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,1000,3.0,2,635.0,10
ols__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w1000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,1000,3.0,3,5460.0,5
ols__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w1000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,1000,3.0,4,-5730.0,10
tls__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w1000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,1000,3.0,2,1510.0,10
tls__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w1000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,1000,3.0,3,7070.0,8
tls__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w1000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,1000,3.0,4,2450.0,9
ols__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w2000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,2000,2.5,2,-3315.0,9
ols__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w2000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,2000,2.5,3,20570.0,7
ols__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w2000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,2000,2.5,4,4650.0,7
tls__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w2000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,2000,2.5,2,-8655.0,8
tls__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w2000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,2000,2.5,3,-10390.0,9
tls__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w2000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,2000,2.5,4,-5210.0,9
ols__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w2000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,2000,3.0,2,-4095.0,3
ols__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w2000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,2000,3.0,3,6290.0,3
ols__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w2000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,2000,3.0,4,-5280.0,2
tls__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w2000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,2000,3.0,2,-9895.0,3
tls__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w2000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,2000,3.0,3,-9270.0,4
tls__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w2000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,2000,3.0,4,-380.0,4
ols__MICROCHIP_RECTANGLE__MICROCHIP_CIRCLE__w500__z2.5,MICROCHIP,ols,MICROCHIP_RECTANGLE,MICROCHIP_CIRCLE,500,2.5,2,8175.0,26
ols__MICROCHIP_RECTANGLE__MICROCHIP_CIRCLE__w500__z2.5,MICROCHIP,ols,MICROCHIP_RECTANGLE,MICROCHIP_CIRCLE,500,2.5,3,-2640.0,20
ols__MICROCHIP_RECTANGLE__MICROCHIP_CIRCLE__w500__z2.5,MICROCHIP,ols,MICROCHIP_RECTANGLE,MICROCHIP_CIRCLE,500,2.5,4,12470.0,29
tls__MICROCHIP_RECTANGLE__MICROCHIP_CIRCLE__w500__z2.5,MICROCHIP,tls,MICROCHIP_RECTANGLE,MICROCHIP_CIRCLE,500,2.5,2,17380.0,41
tls__MICROCHIP_RECTANGLE__MICROCHIP_CIRCLE__w500__z2.5,MICROCHIP,tls,MICROCHIP_RECTANGLE,MICROCHIP_CIRCLE,500,2.5,3,-5710.0,35
tls__MICROCHIP_RECTANGLE__MICROCHIP_CIRCLE__w500__z2.5,MICROCHIP,tls,MICROCHIP_RECTANGLE,MICROCHIP_CIRCLE,500,2.5,4,-2640.0,39
ols__MICROCHIP_RECTANGLE__MICROCHIP_CIRCLE__w500__z3.0,MICROCHIP,ols,MICROCHIP_RECTANGLE,MICROCHIP_CIRCLE,500,3.0,2,11180.0,18
ols__MICROCHIP_RECTANGLE__MICROCHIP_CIRCLE__w500__z3.0,MICROCHIP,ols,MICROCHIP_RECTANGLE,MICROCHIP_CIRCLE,500,3.0,3,650.0,12
ols__MICROCHIP_RECTANGLE__MICROCHIP_CIRCLE__w500__z3.0,MICROCHIP,ols,MICROCHIP_RECTANGLE,MICROCHIP_CIRCLE,500,3.0,4,7500.0,14
tls__MICROCHIP_RECTANGLE__MICROCHIP_CIRCLE__w500__z3.0,MICROCHIP,tls,MICROCHIP_RECTANGLE,MICROCHIP_CIRCLE,500,3.0,2,7040.0,19
