case,group,method,target,anchor,window,entry_z,day,pnl,trades
ols__ROBOT_IRONING__ROBOT_MOPPING__w1000__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_MOPPING,1000,2.5,3,-4110.0,13
ols__ROBOT_IRONING__ROBOT_MOPPING__w1000__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_MOPPING,1000,2.5,4,1700.0,11
tls__ROBOT_IRONING__ROBOT_MOPPING__w1000__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_MOPPING,1000,2.5,2,2200.0,15
tls__ROBOT_IRONING__ROBOT_MOPPING__w1000__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_MOPPING,1000,2.5,3,-4970.0,18
tls__ROBOT_IRONING__ROBOT_MOPPING__w1000__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_MOPPING,1000,2.5,4,-150.0,14
ols__ROBOT_IRONING__ROBOT_MOPPING__w1000__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_MOPPING,1000,3.0,2,-690.0,6
ols__ROBOT_IRONING__ROBOT_MOPPING__w1000__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_MOPPING,1000,3.0,3,-970.0,10
ols__ROBOT_IRONING__ROBOT_MOPPING__w1000__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_MOPPING,1000,3.0,4,460.0,4
tls__ROBOT_IRONING__ROBOT_MOPPING__w1000__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_MOPPING,1000,3.0,2,1830.0,6
tls__ROBOT_IRONING__ROBOT_MOPPING__w1000__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_MOPPING,1000,3.0,3,1490.0,13
tls__ROBOT_IRONING__ROBOT_MOPPING__w1000__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_MOPPING,1000,3.0,4,280.0,7
ols__ROBOT_IRONING__ROBOT_MOPPING__w2000__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_MOPPING,2000,2.5,2,-8720.0,6
ols__ROBOT_IRONING__ROBOT_MOPPING__w2000__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_MOPPING,2000,2.5,3,-4250.0,5
ols__ROBOT_IRONING__ROBOT_MOPPING__w2000__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_MOPPING,2000,2.5,4,1670.0,6
tls__ROBOT_IRONING__ROBOT_MOPPING__w2000__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_MOPPING,2000,2.5,2,-5370.0,6
tls__ROBOT_IRONING__ROBOT_MOPPING__w2000__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_MOPPING,2000,2.5,3,-3300.0,6
tls__ROBOT_IRONING__ROBOT_MOPPING__w2000__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_MOPPING,2000,2.5,4,1010.0,7
ols__ROBOT_IRONING__ROBOT_MOPPING__w2000__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_MOPPING,2000,3.0,2,-5610.0,3
ols__ROBOT_IRONING__ROBOT_MOPPING__w2000__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_MOPPING,2000,3.0,3,270.0,2
ols__ROBOT_IRONING__ROBOT_MOPPING__w2000__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_MOPPING,2000,3.0,4,350.0,3
tls__ROBOT_IRONING__ROBOT_MOPPING__w2000__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_MOPPING,2000,3.0,2,-6610.0,3
tls__ROBOT_IRONING__ROBOT_MOPPING__w2000__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_MOPPING,2000,3.0,3,570.0,2
tls__ROBOT_IRONING__ROBOT_MOPPING__w2000__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_MOPPING,2000,3.0,4,930.0,5
ols__ROBOT_IRONING__ROBOT_DISHES__w500__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_DISHES,500,2.5,2,-14100.0,18
ols__ROBOT_IRONING__ROBOT_DISHES__w500__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_DISHES,500,2.5,3,-3680.0,25
ols__ROBOT_IRONING__ROBOT_DISHES__w500__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_DISHES,500,2.5,4,-2510.0,20
tls__ROBOT_IRONING__ROBOT_DISHES__w500__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_DISHES,500,2.5,2,-15940.0,26
tls__ROBOT_IRONING__ROBOT_DISHES__w500__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_DISHES,500,2.5,3,-5410.0,34
tls__ROBOT_IRONING__ROBOT_DISHES__w500__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_DISHES,500,2.5,4,-1930.0,32
ols__ROBOT_IRONING__ROBOT_DISHES__w500__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_DISHES,500,3.0,2,-6600.0,10
ols__ROBOT_IRONING__ROBOT_DISHES__w500__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_DISHES,500,3.0,3,-4750.0,17
ols__ROBOT_IRONING__ROBOT_DISHES__w500__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_DISHES,500,3.0,4,-2310.0,14
tls__ROBOT_IRONING__ROBOT_DISHES__w500__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_DISHES,500,3.0,2,-9300.0,16
tls__ROBOT_IRONING__ROBOT_DISHES__w500__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_DISHES,500,3.0,3,-3790.0,23
tls__ROBOT_IRONING__ROBOT_DISHES__w500__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_DISHES,500,3.0,4,-2350.0,18
ols__ROBOT_IRONING__ROBOT_DISHES__w1000__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_DISHES,1000,2.5,2,-9800.0,10
ols__ROBOT_IRONING__ROBOT_DISHES__w1000__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_DISHES,1000,2.5,3,-3140.0,9
ols__ROBOT_IRONING__ROBOT_DISHES__w1000__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_DISHES,1000,2.5,4,710.0,12
tls__ROBOT_IRONING__ROBOT_DISHES__w1000__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_DISHES,1000,2.5,2,-9920.0,15
tls__ROBOT_IRONING__ROBOT_DISHES__w1000__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_DISHES,1000,2.5,3,880.0,17
tls__ROBOT_IRONING__ROBOT_DISHES__w1000__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_DISHES,1000,2.5,4,1330.0,15
ols__ROBOT_IRONING__ROBOT_DISHES__w1000__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_DISHES,1000,3.0,2,-6000.0,6
ols__ROBOT_IRONING__ROBOT_DISHES__w1000__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_DISHES,1000,3.0,3,-3770.0,7
ols__ROBOT_IRONING__ROBOT_DISHES__w1000__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_DISHES,1000,3.0,4,470.0,6
tls__ROBOT_IRONING__ROBOT_DISHES__w1000__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_DISHES,1000,3.0,2,-6780.0,7
tls__ROBOT_IRONING__ROBOT_DISHES__w1000__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_DISHES,1000,3.0,3,-280.0,11
tls__ROBOT_IRONING__ROBOT_DISHES__w1000__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_DISHES,1000,3.0,4,30.0,10
ols__ROBOT_IRONING__ROBOT_DISHES__w2000__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_DISHES,2000,2.5,2,-5960.0,4
ols__ROBOT_IRONING__ROBOT_DISHES__w2000__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_DISHES,2000,2.5,3,-2650.0,6
ols__ROBOT_IRONING__ROBOT_DISHES__w2000__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_DISHES,2000,2.5,4,-710.0,4
tls__ROBOT_IRONING__ROBOT_DISHES__w2000__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_DISHES,2000,2.5,2,-5830.0,5
tls__ROBOT_IRONING__ROBOT_DISHES__w2000__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_DISHES,2000,2.5,3,-1670.0,8
tls__ROBOT_IRONING__ROBOT_DISHES__w2000__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_DISHES,2000,2.5,4,0.0,6
ols__ROBOT_IRONING__ROBOT_DISHES__w2000__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_DISHES,2000,3.0,2,-5600.0,3
ols__ROBOT_IRONING__ROBOT_DISHES__w2000__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_DISHES,2000,3.0,3,-1630.0,4
ols__ROBOT_IRONING__ROBOT_DISHES__w2000__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_DISHES,2000,3.0,4,1350.0,3
tls__ROBOT_IRONING__ROBOT_DISHES__w2000__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_DISHES,2000,3.0,2,-3350.0,4
tls__ROBOT_IRONING__ROBOT_DISHES__w2000__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_DISHES,2000,3.0,3,1150.0,6
tls__ROBOT_IRONING__ROBOT_DISHES__w2000__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_DISHES,2000,3.0,4,1490.0,4
ols__ROBOT_IRONING__ROBOT_LAUNDRY__w500__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_LAUNDRY,500,2.5,2,-2400.0,20
ols__ROBOT_IRONING__ROBOT_LAUNDRY__w500__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_LAUNDRY,500,2.5,3,-2120.0,28
ols__ROBOT_IRONING__ROBOT_LAUNDRY__w500__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_LAUNDRY,500,2.5,4,3930.0,31
tls__ROBOT_IRONING__ROBOT_LAUNDRY__w500__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_LAUNDRY,500,2.5,2,-11360.0,30
tls__ROBOT_IRONING__ROBOT_LAUNDRY__w500__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_LAUNDRY,500,2.5,3,-11410.0,32
tls__ROBOT_IRONING__ROBOT_LAUNDRY__w500__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_LAUNDRY,500,2.5,4,1390.0,34
ols__ROBOT_IRONING__ROBOT_LAUNDRY__w500__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_LAUNDRY,500,3.0,2,-4730.0,12
ols__ROBOT_IRONING__ROBOT_LAUNDRY__w500__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_LAUNDRY,500,3.0,3,-1370.0,16
ols__ROBOT_IRONING__ROBOT_LAUNDRY__w500__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_LAUNDRY,500,3.0,4,2800.0,16
tls__ROBOT_IRONING__ROBOT_LAUNDRY__w500__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_LAUNDRY,500,3.0,2,-6930.0,17
tls__ROBOT_IRONING__ROBOT_LAUNDRY__w500__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_LAUNDRY,500,3.0,3,-6410.0,22
tls__ROBOT_IRONING__ROBOT_LAUNDRY__w500__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_LAUNDRY,500,3.0,4,110.0,17
ols__ROBOT_IRONING__ROBOT_LAUNDRY__w1000__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_LAUNDRY,1000,2.5,2,1110.0,10
ols__ROBOT_IRONING__ROBOT_LAUNDRY__w1000__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_LAUNDRY,1000,2.5,3,-1800.0,13
ols__ROBOT_IRONING__ROBOT_LAUNDRY__w1000__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_LAUNDRY,1000,2.5,4,-760.0,12
tls__ROBOT_IRONING__ROBOT_LAUNDRY__w1000__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_LAUNDRY,1000,2.5,2,190.0,15
tls__ROBOT_IRONING__ROBOT_LAUNDRY__w1000__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_LAUNDRY,1000,2.5,3,-1040.0,16
tls__ROBOT_IRONING__ROBOT_LAUNDRY__w1000__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_LAUNDRY,1000,2.5,4,940.0,17
ols__ROBOT_IRONING__ROBOT_LAUNDRY__w1000__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_LAUNDRY,1000,3.0,2,-1690.0,3
ols__ROBOT_IRONING__ROBOT_LAUNDRY__w1000__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_LAUNDRY,1000,3.0,3,1280.0,5
ols__ROBOT_IRONING__ROBOT_LAUNDRY__w1000__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_LAUNDRY,1000,3.0,4,-1290.0,7
tls__ROBOT_IRONING__ROBOT_LAUNDRY__w1000__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_LAUNDRY,1000,3.0,2,1340.0,9
tls__ROBOT_IRONING__ROBOT_LAUNDRY__w1000__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_LAUNDRY,1000,3.0,3,1300.0,3
tls__ROBOT_IRONING__ROBOT_LAUNDRY__w1000__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_LAUNDRY,1000,3.0,4,330.0,10
ols__ROBOT_IRONING__ROBOT_LAUNDRY__w2000__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_LAUNDRY,2000,2.5,2,-9450.0,7
ols__ROBOT_IRONING__ROBOT_LAUNDRY__w2000__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_LAUNDRY,2000,2.5,3,5900.0,6
ols__ROBOT_IRONING__ROBOT_LAUNDRY__w2000__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_LAUNDRY,2000,2.5,4,-110.0,4
tls__ROBOT_IRONING__ROBOT_LAUNDRY__w2000__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_LAUNDRY,2000,2.5,2,-6560.0,11
tls__ROBOT_IRONING__ROBOT_LAUNDRY__w2000__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_LAUNDRY,2000,2.5,3,2250.0,5
tls__ROBOT_IRONING__ROBOT_LAUNDRY__w2000__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_LAUNDRY,2000,2.5,4,-970.0,5
ols__ROBOT_IRONING__ROBOT_LAUNDRY__w2000__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_LAUNDRY,2000,3.0,2,-1140.0,5
ols__ROBOT_IRONING__ROBOT_LAUNDRY__w2000__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_LAUNDRY,2000,3.0,3,-2040.0,2
ols__ROBOT_IRONING__ROBOT_LAUNDRY__w2000__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_LAUNDRY,2000,3.0,4,-450.0,3
tls__ROBOT_IRONING__ROBOT_LAUNDRY__w2000__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_LAUNDRY,2000,3.0,2,-600.0,3
tls__ROBOT_IRONING__ROBOT_LAUNDRY__w2000__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_LAUNDRY,2000,3.0,3,-1340.0,2
tls__ROBOT_IRONING__ROBOT_LAUNDRY__w2000__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_LAUNDRY,2000,3.0,4,-520.0,3
ols__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w500__z2.5,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,500,2.5,2,-9830.0,25
ols__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w500__z2.5,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,500,2.5,3,-8060.0,25
ols__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w500__z2.5,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,500,2.5,4,6730.0,22
tls__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w500__z2.5,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,500,2.5,2,1750.0,34
tls__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w500__z2.5,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,500,2.5,3,-9840.0,35
tls__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w500__z2.5,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,500,2.5,4,165.0,33
ols__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w500__z3.0,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,500,3.0,2,-6050.0,13
ols__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w500__z3.0,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,500,3.0,3,-5260.0,15
ols__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w500__z3.0,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,500,3.0,4,7770.0,15
tls__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w500__z3.0,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,500,3.0,2,1300.0,19
tls__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w500__z3.0,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,500,3.0,3,-3920.0,21
tls__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w500__z3.0,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,500,3.0,4,4105.0,21
ols__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w1000__z2.5,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,1000,2.5,2,-4860.0,12
ols__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w1000__z2.5,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,1000,2.5,3,-6230.0,13
ols__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w1000__z2.5,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,1000,2.5,4,-110.0,13
tls__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w1000__z2.5,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,1000,2.5,2,740.0,13
tls__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w1000__z2.5,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,1000,2.5,3,-10580.0,18
tls__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w1000__z2.5,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,1000,2.5,4,265.0,17
ols__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w1000__z3.0,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,1000,3.0,2,-3780.0,6
ols__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w1000__z3.0,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,1000,3.0,3,-2460.0,5
ols__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w1000__z3.0,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,1000,3.0,4,-8050.0,5
tls__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w1000__z3.0,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,1000,3.0,2,1160.0,6
tls__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w1000__z3.0,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,1000,3.0,3,-10720.0,11
tls__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w1000__z3.0,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,1000,3.0,4,-640.0,7
ols__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w2000__z2.5,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,2000,2.5,2,-4380.0,4
ols__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w2000__z2.5,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,2000,2.5,3,-2090.0,3
ols__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w2000__z2.5,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,2000,2.5,4,1040.0,7
tls__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w2000__z2.5,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,2000,2.5,2,-7410.0,7
tls__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w2000__z2.5,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,2000,2.5,3,-1920.0,5
tls__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w2000__z2.5,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,2000,2.5,4,-275.0,5
ols__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w2000__z3.0,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,2000,3.0,2,290.0,3
ols__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w2000__z3.0,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,2000,3.0,3,-5420.0,1
ols__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w2000__z3.0,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,2000,3.0,4,-3330.0,2
tls__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w2000__z3.0,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,2000,3.0,2,-2400.0,4
tls__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w2000__z3.0,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,2000,3.0,3,-2320.0,3
tls__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w2000__z3.0,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,2000,3.0,4,-75.0,4
ols__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w500__z2.5,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,500,2.5,2,850.0,27
ols__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w500__z2.5,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,500,2.5,3,1920.0,29
ols__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w500__z2.5,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,500,2.5,4,4130.0,25
tls__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w500__z2.5,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,500,2.5,2,-2370.0,35
tls__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w500__z2.5,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,500,2.5,3,1210.0,36
tls__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w500__z2.5,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,500,2.5,4,-2060.0,35
ols__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w500__z3.0,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,500,3.0,2,3520.0,14
ols__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w500__z3.0,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,500,3.0,3,-110.0,18
ols__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w500__z3.0,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,500,3.0,4,-2230.0,11
tls__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w500__z3.0,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,500,3.0,2,1400.0,23
tls__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w500__z3.0,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,500,3.0,3,5360.0,27
tls__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w500__z3.0,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,500,3.0,4,-4180.0,20
ols__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w1000__z2.5,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,1000,2.5,2,-9180.0,13
ols__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w1000__z2.5,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,1000,2.5,3,230.0,13
ols__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w1000__z2.5,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,1000,2.5,4,235.0,16
tls__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w1000__z2.5,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,1000,2.5,2,-3650.0,16
tls__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w1000__z2.5,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,1000,2.5,3,-940.0,14
tls__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w1000__z2.5,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,1000,2.5,4,-125.0,19
ols__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w1000__z3.0,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,1000,3.0,2,-6000.0,7
ols__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w1000__z3.0,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,1000,3.0,3,1150.0,5
ols__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w1000__z3.0,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,1000,3.0,4,-4800.0,7
