product,group,path_type,threshold,folds_run,folds_positive,total_pnl,worst_day_pnl,best_day_pnl,mean_day_pnl,total_trades
PANEL_2X2,PANEL,group_offset,160,3,3,22050.0,2201.0,11724.0,7350.0,240
PANEL_2X2,PANEL,group_offset,20,3,3,21096.0,2201.0,9547.0,7032.0,1202
PANEL_2X2,PANEL,group_offset,300,3,3,21031.0,2201.0,10202.0,7010.33,138
PANEL_2X2,PANEL,bucket_mean,300,3,3,16856.0,2201.0,8266.0,5618.67,150
PANEL_2X2,PANEL,bucket_mean,40,3,3,13869.0,2201.0,7385.0,4623.0,502
PANEL_2X2,PANEL,bucket_mean,200,3,3,13659.0,2201.0,6413.0,4553.0,150
PANEL_2X2,PANEL,bucket_mean,20,3,3,13365.0,2201.0,7049.0,4455.0,878
PANEL_2X2,PANEL,bucket_mean,120,3,3,12511.0,2201.0,5901.0,4170.33,186
PANEL_2X2,PANEL,bucket_mean,80,3,3,12330.0,2201.0,5278.0,4110.0,234
PANEL_2X2,PANEL,bucket_mean,160,3,3,12112.0,2201.0,5266.0,4037.33,150
UV_VISOR_MAGENTA,UV_VISOR,bucket_mean,200,3,3,19504.0,2196.0,12805.0,6501.33,124
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,group_offset,160,3,3,22520.0,2180.0,15122.0,7506.67,284
SNACKPACK_RASPBERRY,SNACKPACK,bucket_mean,40,3,3,9832.0,2138.0,4936.0,3277.33,968
SNACKPACK_CHOCOLATE,SNACKPACK,group_scaled,80,3,3,8377.0,2033.0,3381.0,2792.33,284
PANEL_1X2,PANEL,group_scaled,200,3,3,26331.0,1985.0,20269.0,8777.0,250
SNACKPACK_PISTACHIO,SNACKPACK,bucket_delta_b0,160,3,3,11978.0,1973.0,5281.0,3992.67,222
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,group_scaled,80,3,3,16277.0,1967.0,7755.0,5425.67,568
ROBOT_IRONING,ROBOT,bucket_delta_b0,120,3,3,11519.0,1954.0,7391.0,3839.67,414
SLEEP_POD_POLYESTER,SLEEP_POD,group_offset,40,3,3,34256.0,1920.0,22324.0,11418.67,1068
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,group_offset,300,3,3,14472.0,1917.0,6801.0,4824.0,144
SLEEP_POD_POLYESTER,SLEEP_POD,group_offset,80,3,3,33964.0,1909.0,22350.0,11321.33,606
SNACKPACK_CHOCOLATE,SNACKPACK,group_scaled,300,3,3,15223.0,1908.0,8084.0,5074.33,130
PANEL_1X2,PANEL,group_scaled,80,3,3,24022.0,1881.0,18064.0,8007.33,432
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,group_scaled,20,3,3,9110.0,1838.0,5085.0,3036.67,902
SNACKPACK_STRAWBERRY,SNACKPACK,group_scaled,300,3,3,18617.0,1835.0,8454.0,6205.67,150
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,bucket_delta_b0,80,3,3,10200.0,1826.0,6384.0,3400.0,594
UV_VISOR_MAGENTA,UV_VISOR,bucket_mean,300,3,3,20757.0,1811.0,12805.0,6919.0,100
SNACKPACK_VANILLA,SNACKPACK,group_offset,300,3,3,18057.0,1772.0,9410.0,6019.0,182
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,group_offset,20,3,3,19468.8,1721.0,14807.0,6489.6,1512
ROBOT_MOPPING,ROBOT,group_scaled,40,3,3,24784.0,1706.0,12561.0,8261.33,602
PANEL_4X4,PANEL,group_scaled,200,3,3,12800.0,1670.0,7155.0,4266.67,222
SNACKPACK_VANILLA,SNACKPACK,bucket_mean,120,3,3,18376.0,1651.0,9529.0,6125.33,472
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,group_scaled,300,3,3,14667.0,1623.0,8963.0,4889.0,130
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,bucket_mean,40,3,3,27489.0,1615.0,15202.0,9163.0,1050
ROBOT_MOPPING,ROBOT,group_scaled,20,3,3,24161.0,1597.0,12205.0,8053.67,980
PANEL_4X4,PANEL,bucket_mean,300,3,3,19032.0,1585.0,10535.0,6344.0,220
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,group_scaled,160,3,3,8613.0,1578.0,5085.0,2871.0,120
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,bucket_mean,20,3,3,22030.0,1566.0,11079.0,7343.33,2478
PANEL_2X4,PANEL,bucket_delta_b0,200,3,3,38067.0,1557.0,21732.0,12689.0,476
ROBOT_MOPPING,ROBOT,group_scaled,120,3,3,23267.0,1549.0,11134.0,7755.67,310
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,bucket_mean,80,3,3,30010.0,1532.0,16084.0,10003.33,578
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,group_offset,200,3,3,26914.0,1506.0,17002.0,8971.33,240
PANEL_2X4,PANEL,bucket_delta_b0,300,3,3,32196.0,1463.0,16846.0,10732.0,276
SNACKPACK_PISTACHIO,SNACKPACK,bucket_delta_b0,200,3,3,13254.0,1462.0,7082.0,4418.0,180
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,group_offset,80,3,3,35304.0,1410.0,21556.0,11768.0,637
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,group_offset,300,3,3,23395.0,1405.0,14837.0,7798.33,184
SNACKPACK_CHOCOLATE,SNACKPACK,bucket_delta_b0,120,3,3,20857.0,1404.0,12538.0,6952.33,480
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,group_offset,40,3,3,31134.0,1378.0,21216.0,10378.0,1148
SNACKPACK_PISTACHIO,SNACKPACK,bucket_delta_b0,20,3,3,7723.8,1376.8,3710.0,2574.6,2248
MICROCHIP_RECTANGLE,MICROCHIP,bucket_mean,160,3,3,30545.0,1363.0,23406.0,10181.67,314
SNACKPACK_CHOCOLATE,SNACKPACK,group_offset,40,3,3,18736.0,1350.0,13601.0,6245.33,1190
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,bucket_mean,80,3,3,26758.0,1345.0,17224.0,8919.33,552
SNACKPACK_CHOCOLATE,SNACKPACK,bucket_delta_b0,80,3,3,20003.0,1298.0,12146.0,6667.67,654
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,group_scaled,200,3,3,7973.0,1271.0,5085.0,2657.67,90
PEBBLES_M,PEBBLES,bucket_mean,300,3,3,19425.0,1215.0,12147.0,6475.0,246
PEBBLES_M,PEBBLES,group_offset,300,3,3,19425.0,1215.0,12147.0,6475.0,246
SNACKPACK_CHOCOLATE,SNACKPACK,group_offset,200,3,3,12340.0,1182.0,6594.0,4113.33,184
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,bucket_delta_b0,80,3,3,12962.8,1122.0,6693.0,4320.93,740
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,group_offset,120,3,3,28807.0,1120.0,22375.0,9602.33,582
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,group_scaled,200,3,3,24482.0,1112.0,15968.0,8160.67,284
SNACKPACK_VANILLA,SNACKPACK,group_scaled,20,3,3,6587.0,1029.0,3250.0,2195.67,1854
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,bucket_mean,160,3,3,26222.0,1010.0,19439.0,8740.67,338
PANEL_2X2,PANEL,bucket_delta_b0,80,3,3,6391.0,996.0,2898.0,2130.33,438
SNACKPACK_CHOCOLATE,SNACKPACK,bucket_mean,120,3,3,16407.0,971.0,8401.0,5469.0,356
SLEEP_POD_POLYESTER,SLEEP_POD,group_offset,300,3,3,23370.0,944.0,19621.0,7790.0,184
MICROCHIP_CIRCLE,MICROCHIP,bucket_mean,300,3,3,15294.0,885.0,12806.0,5098.0,210
UV_VISOR_MAGENTA,UV_VISOR,bucket_delta_b0,120,3,3,25481.0,867.0,12890.0,8493.67,624
SNACKPACK_VANILLA,SNACKPACK,group_scaled,300,3,3,9691.0,855.0,4590.0,3230.33,100
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,bucket_delta_b0,40,3,3,5032.0,841.0,2943.0,1677.33,936
PEBBLES_L,PEBBLES,bucket_delta_b0,300,3,3,13479.0,826.0,10241.0,4493.0,332
SLEEP_POD_LAMB_WOOL,SLEEP_POD,bucket_mean,200,3,3,29973.0,802.0,16379.0,9991.0,354
PANEL_1X2,PANEL,group_scaled,160,3,3,24170.0,801.0,19292.0,8056.67,260
PANEL_1X4,PANEL,group_scaled,300,3,3,32082.0,786.0,18644.0,10694.0,190
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,bucket_delta_b0,120,3,3,13237.0,780.0,9972.0,4412.33,502
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,group_offset,80,3,3,9540.0,774.0,5031.0,3180.0,620
SNACKPACK_CHOCOLATE,SNACKPACK,bucket_mean,200,3,3,13717.0,772.0,6774.0,4572.33,200
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,bucket_delta_b0,120,3,3,6579.0,749.0,4918.0,2193.0,492
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,bucket_mean,300,3,3,22533.0,722.0,12135.0,7511.0,190
SNACKPACK_PISTACHIO,SNACKPACK,bucket_mean,200,3,3,8695.0,720.0,6678.0,2898.33,134
SNACKPACK_STRAWBERRY,SNACKPACK,group_offset,200,3,3,7786.0,717.0,4418.0,2595.33,90
PANEL_2X4,PANEL,bucket_delta_b0,160,3,3,40473.0,705.0,23498.0,13491.0,612
PEBBLES_L,PEBBLES,bucket_delta_b0,200,3,3,16567.0,669.0,13839.0,5522.33,506
SNACKPACK_RASPBERRY,SNACKPACK,bucket_delta_b0,20,3,3,6460.0,650.0,3047.0,2153.33,1668
UV_VISOR_MAGENTA,UV_VISOR,bucket_delta_b0,80,3,3,24151.0,633.0,13026.0,8050.33,800
UV_VISOR_ORANGE,UV_VISOR,bucket_mean,300,3,3,11729.0,617.0,10387.0,3909.67,158
PANEL_4X4,PANEL,group_scaled,160,3,3,10051.0,582.0,6678.0,3350.33,230
SNACKPACK_CHOCOLATE,SNACKPACK,bucket_mean,80,3,3,19761.0,580.0,12732.0,6587.0,628
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,bucket_mean,300,3,3,20785.0,578.0,15090.0,6928.33,170
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,bucket_mean,120,3,3,26919.0,572.0,19036.0,8973.0,436
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,bucket_mean,40,3,3,23011.0,559.0,15195.0,7670.33,885
SNACKPACK_CHOCOLATE,SNACKPACK,bucket_mean,40,3,3,16919.0,540.0,11789.0,5639.67,1270
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,bucket_delta_b0,160,3,3,18134.0,536.0,13910.0,6044.67,300
PANEL_1X2,PANEL,group_scaled,120,3,3,22285.0,488.0,17720.0,7428.33,288
SNACKPACK_RASPBERRY,SNACKPACK,group_scaled,40,3,3,15072.0,487.0,7948.0,5024.0,1180
SNACKPACK_STRAWBERRY,SNACKPACK,bucket_mean,300,3,3,6935.0,479.0,4418.0,2311.67,70
SNACKPACK_STRAWBERRY,SNACKPACK,group_offset,300,3,3,6828.0,479.0,4418.0,2276.0,70
ROBOT_VACUUMING,ROBOT,group_scaled,200,3,3,10562.0,474.0,7066.0,3520.67,208
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,group_offset,160,3,3,25856.0,452.0,16882.0,8618.67,264
SNACKPACK_CHOCOLATE,SNACKPACK,group_scaled,40,3,3,6263.0,423.0,3108.0,2087.67,556
SLEEP_POD_LAMB_WOOL,SLEEP_POD,bucket_mean,300,3,3,34319.0,416.0,17411.0,11439.67,304
SNACKPACK_RASPBERRY,SNACKPACK,bucket_delta_b0,300,3,3,20359.0,416.0,17224.0,6786.33,180
SNACKPACK_CHOCOLATE,SNACKPACK,group_offset,160,3,3,10567.0,412.0,5170.0,3522.33,194
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,group_offset,120,3,3,11646.0,393.0,6689.0,3882.0,458
ROBOT_MOPPING,ROBOT,group_scaled,300,3,3,22062.0,389.0,12203.0,7354.0,152
SNACKPACK_STRAWBERRY,SNACKPACK,bucket_delta_b0,300,3,3,12370.0,385.0,6301.0,4123.33,136
SNACKPACK_PISTACHIO,SNACKPACK,bucket_mean,120,3,3,9830.0,355.0,5544.0,3276.67,240
SNACKPACK_RASPBERRY,SNACKPACK,bucket_mean,20,3,3,3855.0,337.0,2678.0,1285.0,1642
ROBOT_VACUUMING,ROBOT,group_scaled,300,3,3,10565.0,324.0,5506.0,3521.67,170
PANEL_4X4,PANEL,bucket_mean,200,3,3,13687.0,312.0,12366.0,4562.33,230
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,bucket_mean,20,3,3,22940.0,294.0,12706.0,7646.67,1518
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,group_scaled,300,3,3,7489.0,275.0,5085.0,2496.33,70
SNACKPACK_RASPBERRY,SNACKPACK,group_offset,20,3,3,7904.5,274.0,4720.5,2634.83,2083
PANEL_4X4,PANEL,bucket_mean,160,3,3,12938.0,226.0,12077.0,4312.67,264
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,bucket_mean,200,3,3,26280.0,194.0,19814.0,8760.0,300
SNACKPACK_PISTACHIO,SNACKPACK,group_scaled,300,3,3,7266.0,171.0,4710.0,2422.0,60
SNACKPACK_PISTACHIO,SNACKPACK,bucket_mean,160,3,3,9451.0,155.0,6037.0,3150.33,180
PANEL_2X4,PANEL,bucket_delta_b0,120,3,3,40818.0,148.0,24305.0,13606.0,760
SNACKPACK_VANILLA,SNACKPACK,group_offset,120,3,3,14122.0,123.0,7832.0,4707.33,420
SNACKPACK_VANILLA,SNACKPACK,bucket_delta_b0,80,3,3,18845.0,98.0,12199.0,6281.67,694
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,bucket_delta_b0,200,3,3,26491.0,81.0,16861.0,8830.33,392
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,group_scaled,40,3,3,13978.0,33.0,8792.0,4659.33,934
ROBOT_IRONING,ROBOT,bucket_delta_b0,80,3,3,10412.0,32.0,7453.0,3470.67,500
SNACKPACK_PISTACHIO,SNACKPACK,bucket_mean,300,3,2,11096.0,0.0,7818.0,3698.67,100
SNACKPACK_PISTACHIO,SNACKPACK,group_offset,300,3,2,10248.0,0.0,8220.0,3416.0,100
SNACKPACK_PISTACHIO,SNACKPACK,bucket_delta_b0,300,3,2,8514.0,0.0,4939.0,2838.0,80
SNACKPACK_VANILLA,SNACKPACK,bucket_delta_b0,160,3,2,16591.0,-4.0,9324.0,5530.33,328
SNACKPACK_CHOCOLATE,SNACKPACK,bucket_mean,160,3,2,12466.0,-17.0,7074.0,4155.33,238
SNACKPACK_VANILLA,SNACKPACK,bucket_delta_b0,300,3,2,6332.0,-23.0,4047.0,2110.67,80
TRANSLATOR_VOID_BLUE,TRANSLATOR,bucket_delta_b0,120,3,2,3978.0,-30.0,3861.0,1326.0,382
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,group_scaled,200,3,2,11215.0,-51.0,5733.0,3738.33,130
SLEEP_POD_LAMB_WOOL,SLEEP_POD,bucket_mean,160,3,2,28807.0,-85.0,17779.0,9602.33,398
SNACKPACK_CHOCOLATE,SNACKPACK,bucket_delta_b0,40,3,2,12999.0,-119.0,8656.0,4333.0,1082
SNACKPACK_VANILLA,SNACKPACK,bucket_delta_b0,200,3,2,9261.0,-128.0,5246.0,3087.0,168
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,group_offset,40,3,2,5327.0,-158.0,5199.0,1775.67,974
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,bucket_mean,300,3,2,9597.0,-179.0,9520.0,3199.0,104
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,bucket_delta_b0,20,3,2,246.0,-211.0,348.0,82.0,1406
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,bucket_mean,20,3,2,18710.0,-220.0,13334.0,6236.67,1342
SNACKPACK_PISTACHIO,SNACKPACK,group_scaled,80,3,2,8241.0,-241.0,4710.0,2747.0,254
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,bucket_delta_b0,160,3,2,20546.0,-249.0,10723.0,6848.67,430
ROBOT_MOPPING,ROBOT,group_scaled,200,3,2,20986.0,-253.0,11090.0,6995.33,192
SNACKPACK_PISTACHIO,SNACKPACK,group_offset,160,3,2,8266.0,-261.0,5976.0,2755.33,170
SNACKPACK_CHOCOLATE,SNACKPACK,group_offset,20,3,2,10249.5,-274.0,7979.5,3416.5,2233
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,bucket_delta_b0,200,3,2,14729.0,-276.0,13014.0,4909.67,218
PANEL_1X4,PANEL,group_scaled,120,3,2,29985.0,-280.0,20552.0,9995.0,444
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,group_offset,300,3,2,25581.0,-284.0,13114.0,8527.0,230
PEBBLES_XS,PEBBLES,bucket_delta_b0,20,3,2,20358.0,-294.0,16009.0,6786.0,3252
ROBOT_IRONING,ROBOT,bucket_delta_b0,40,3,2,6885.0,-346.0,7085.0,2295.0,714
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,group_offset,20,3,2,26544.0,-362.0,20548.0,8848.0,2044
SNACKPACK_PISTACHIO,SNACKPACK,group_scaled,120,3,2,7014.0,-372.0,4710.0,2338.0,140
PEBBLES_M,PEBBLES,bucket_mean,160,3,2,18312.5,-374.0,13901.5,6104.17,408
PEBBLES_M,PEBBLES,group_offset,160,3,2,18312.5,-374.0,13901.5,6104.17,408
ROBOT_LAUNDRY,ROBOT,bucket_delta_b0,160,3,2,21435.0,-429.0,14674.0,7145.0,504
PEBBLES_M,PEBBLES,bucket_mean,200,3,2,20424.0,-500.0,15795.0,6808.0,358
PEBBLES_M,PEBBLES,group_offset,200,3,2,20424.0,-500.0,15795.0,6808.0,358
TRANSLATOR_VOID_BLUE,TRANSLATOR,group_scaled,300,3,2,20634.0,-528.0,10987.0,6878.0,130
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,group_scaled,160,3,2,8707.0,-529.0,5668.0,2902.33,112
TRANSLATOR_VOID_BLUE,TRANSLATOR,group_scaled,120,3,2,17444.0,-554.0,12331.0,5814.67,258
SNACKPACK_PISTACHIO,SNACKPACK,bucket_mean,80,3,2,10614.0,-557.0,6052.0,3538.0,322
PANEL_4X4,PANEL,group_scaled,120,3,2,11622.0,-564.0,7606.0,3874.0,304
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,group_offset,300,3,2,7894.0,-592.0,5369.0,2631.33,210
SNACKPACK_CHOCOLATE,SNACKPACK,bucket_mean,20,3,2,9142.5,-597.0,7089.5,3047.5,2379
ROBOT_VACUUMING,ROBOT,group_scaled,120,3,2,6998.0,-608.0,6486.0,2332.67,224
ROBOT_VACUUMING,ROBOT,group_scaled,160,3,2,6814.0,-608.0,5872.0,2271.33,176
PANEL_4X4,PANEL,bucket_mean,80,3,2,15781.0,-633.0,9630.0,5260.33,420
PANEL_4X4,PANEL,group_scaled,40,3,2,11651.0,-658.0,7993.0,3883.67,750
SNACKPACK_CHOCOLATE,SNACKPACK,group_scaled,20,3,2,2989.0,-675.0,2095.0,996.33,1040
TRANSLATOR_VOID_BLUE,TRANSLATOR,group_scaled,80,3,2,18337.0,-713.0,12308.0,6112.33,354
SNACKPACK_STRAWBERRY,SNACKPACK,bucket_delta_b0,20,3,2,1516.2,-729.8,1990.0,505.4,2076
PANEL_1X4,PANEL,group_scaled,200,3,2,37211.0,-746.0,25802.0,12403.67,344
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,bucket_delta_b0,120,3,2,29631.0,-759.0,21007.0,9877.0,638
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,bucket_mean,300,3,2,12004.0,-760.0,10911.0,4001.33,140
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,bucket_delta_b0,160,3,2,25615.0,-779.0,18244.0,8538.33,468
MICROCHIP_TRIANGLE,MICROCHIP,bucket_delta_b0,160,3,2,17932.0,-798.0,15783.0,5977.33,558
PANEL_2X2,PANEL,bucket_delta_b0,160,3,2,12149.0,-801.0,8121.0,4049.67,384
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,group_scaled,20,3,2,10471.0,-823.0,6822.0,3490.33,1568
TRANSLATOR_VOID_BLUE,TRANSLATOR,group_scaled,160,3,2,16629.0,-830.0,11187.0,5543.0,192
SNACKPACK_VANILLA,SNACKPACK,bucket_mean,80,3,2,17208.0,-839.0,10350.0,5736.0,712
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,group_offset,160,3,2,25675.0,-840.0,20126.0,8558.33,400
PANEL_2X2,PANEL,bucket_delta_b0,40,3,2,3203.2,-842.8,2267.0,1067.73,764
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,group_offset,200,3,2,10808.0,-852.0,7659.0,3602.67,294
TRANSLATOR_VOID_BLUE,TRANSLATOR,bucket_delta_b0,200,3,2,259.0,-871.0,943.0,86.33,232
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,group_offset,120,3,2,29224.0,-876.0,19392.0,9741.33,390
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,bucket_delta_b0,120,3,2,21398.0,-878.0,12956.0,7132.67,540
PANEL_2X4,PANEL,bucket_delta_b0,80,3,2,42441.0,-888.0,28276.0,14147.0,1012
SNACKPACK_VANILLA,SNACKPACK,bucket_delta_b0,40,3,2,16675.5,-901.0,12377.5,5558.5,1491
PANEL_4X4,PANEL,bucket_mean,20,3,2,11638.0,-904.0,6355.0,3879.33,1046
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,group_scaled,120,3,2,8188.0,-917.0,5258.0,2729.33,130
SNACKPACK_PISTACHIO,SNACKPACK,group_offset,200,3,2,9998.0,-925.0,6475.0,3332.67,146
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,bucket_delta_b0,80,3,2,19366.0,-930.0,13585.0,6455.33,640
UV_VISOR_MAGENTA,UV_VISOR,bucket_delta_b0,40,3,2,21556.0,-973.0,11995.0,7185.33,1452
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,bucket_delta_b0,160,3,2,14283.0,-987.0,12908.0,4761.0,410
SNACKPACK_STRAWBERRY,SNACKPACK,group_scaled,120,3,2,19451.0,-1036.0,14678.0,6483.67,350
SNACKPACK_STRAWBERRY,SNACKPACK,group_scaled,80,3,2,18183.0,-1036.0,13425.0,6061.0,432
SNACKPACK_STRAWBERRY,SNACKPACK,group_scaled,40,3,2,17997.0,-1036.0,13544.0,5999.0,908
SNACKPACK_STRAWBERRY,SNACKPACK,group_scaled,200,3,2,17447.0,-1036.0,11491.0,5815.67,200
SNACKPACK_STRAWBERRY,SNACKPACK,group_scaled,160,3,2,17229.0,-1036.0,12086.0,5743.0,240
SNACKPACK_STRAWBERRY,SNACKPACK,bucket_mean,80,3,2,13981.0,-1036.0,10599.0,4660.33,408
SNACKPACK_STRAWBERRY,SNACKPACK,group_scaled,20,3,2,12259.0,-1036.0,8519.0,4086.33,1402
SNACKPACK_STRAWBERRY,SNACKPACK,group_offset,40,3,2,11977.0,-1036.0,8595.0,3992.33,816
SNACKPACK_STRAWBERRY,SNACKPACK,bucket_mean,40,3,2,11386.0,-1036.0,8004.0,3795.33,710
SNACKPACK_STRAWBERRY,SNACKPACK,bucket_mean,120,3,2,11220.0,-1036.0,7838.0,3740.0,226
SNACKPACK_STRAWBERRY,SNACKPACK,bucket_mean,160,3,2,10657.0,-1036.0,7275.0,3552.33,172
SNACKPACK_STRAWBERRY,SNACKPACK,group_offset,80,3,2,10226.0,-1036.0,6844.0,3408.67,280
SNACKPACK_STRAWBERRY,SNACKPACK,group_offset,120,3,2,9850.0,-1036.0,6468.0,3283.33,182
SNACKPACK_STRAWBERRY,SNACKPACK,group_offset,160,3,2,9014.0,-1036.0,5632.0,3004.67,134
SNACKPACK_STRAWBERRY,SNACKPACK,group_offset,20,3,2,8188.0,-1036.0,4806.0,2729.33,1382
SNACKPACK_STRAWBERRY,SNACKPACK,bucket_mean,20,3,2,7339.0,-1036.0,4418.0,2446.33,1298
SNACKPACK_STRAWBERRY,SNACKPACK,bucket_mean,200,3,2,5555.0,-1036.0,4418.0,1851.67,76
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,group_offset,160,3,2,13019.0,-1076.0,9237.0,4339.67,382
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,group_scaled,80,3,2,7856.0,-1092.0,4839.0,2618.67,150
PANEL_4X4,PANEL,bucket_mean,40,3,2,12514.0,-1094.0,7373.0,4171.33,646
PANEL_4X4,PANEL,bucket_mean,120,3,2,12326.0,-1111.0,13404.0,4108.67,348
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,bucket_delta_b0,160,3,2,6353.0,-1117.0,6954.0,2117.67,392
SNACKPACK_VANILLA,SNACKPACK,bucket_delta_b0,120,3,2,17573.0,-1134.0,12365.0,5857.67,442
SNACKPACK_PISTACHIO,SNACKPACK,group_scaled,160,3,2,5925.0,-1159.0,4710.0,1975.0,100
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,group_offset,200,3,2,28129.0,-1162.0,22645.0,9376.33,356
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,bucket_mean,80,3,2,17416.0,-1215.0,13379.0,5805.33,558
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,bucket_delta_b0,200,3,2,5775.0,-1230.0,6379.0,1925.0,308
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,bucket_mean,120,3,2,9821.0,-1255.0,10009.0,3273.67,292
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,bucket_mean,160,3,2,8098.0,-1255.0,9237.0,2699.33,206
SNACKPACK_PISTACHIO,SNACKPACK,bucket_mean,40,3,2,8139.0,-1282.0,5585.0,2713.0,620
PANEL_4X4,PANEL,group_scaled,20,3,2,11339.8,-1289.2,8242.0,3779.93,1330
PANEL_1X2,PANEL,group_scaled,40,3,2,18074.0,-1311.0,15308.0,6024.67,500
SNACKPACK_PISTACHIO,SNACKPACK,group_scaled,40,3,2,5946.0,-1331.0,4710.0,1982.0,476
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,group_scaled,40,3,2,6633.0,-1346.0,4573.0,2211.0,158
SNACKPACK_RASPBERRY,SNACKPACK,group_scaled,20,3,2,8047.0,-1365.0,5757.0,2682.33,1878
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,group_offset,200,3,2,26811.0,-1392.0,20076.0,8937.0,273
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,bucket_delta_b0,300,3,2,14036.0,-1407.0,12724.0,4678.67,206
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,bucket_mean,300,3,2,19352.0,-1422.0,10619.0,6450.67,214
MICROCHIP_TRIANGLE,MICROCHIP,bucket_delta_b0,200,3,2,18719.0,-1437.0,17797.0,6239.67,470
TRANSLATOR_VOID_BLUE,TRANSLATOR,group_scaled,40,3,2,18182.0,-1441.0,11782.0,6060.67,680
