product,side,horizon,group,splits,min_top5_edge,mean_top5_edge,min_top5_win,mean_corr,rank_score
GALAXY_SOUNDS_PLANETARY_RINGS,long,1000,GALAXY,3,91.24390411376953,191.9756088256836,0.3170731707317073,0.23287902505045185,28.93099398729278
TRANSLATOR_ASTRO_BLACK,long,500,TRANSLATOR,3,46.90243911743164,119.92682774861653,0.5853658536585366,0.272118886951277,27.45508631264291
ROBOT_VACUUMING,short,500,ROBOT,3,44.975608825683594,130.34145863850912,0.6097560975609756,0.30692720367593235,27.4241517229778
PANEL_2X4,long,200,PANEL,3,49.39024353027344,68.9268290201823,0.5365853658536586,0.1792071253465306,26.502081894293067
OXYGEN_SHAKE_EVENING_BREATH,long,200,OXYGEN,3,60.04878234863281,86.71544647216797,0.43902439024390244,0.12587608698234506,26.36288005549733
MICROCHIP_RECTANGLE,short,200,MICROCHIP,3,44.682926177978516,55.0569101969401,0.5853658536585366,0.1805155119256848,26.155859226133764
TRANSLATOR_ECLIPSE_CHARCOAL,long,500,TRANSLATOR,3,50.80487823486328,108.23577117919922,0.5121951219512195,0.18144800719415047,26.022010803222656
SNACKPACK_VANILLA,long,500,SNACKPACK,3,46.29268264770508,57.853658040364586,0.5609756097560976,0.26147716309434305,25.969065875541876
PANEL_1X4,short,200,PANEL,3,49.29268264770508,70.72357686360677,0.5121951219512195,0.09611870427780957,25.247471600044065
PEBBLES_XL,long,200,PEBBLES,3,51.75609588623047,173.39024607340494,0.4878048780487805,0.18888600425335547,25.246876042063644
ROBOT_IRONING,short,1000,ROBOT,3,43.878047943115234,100.6016222635905,0.5609756097560976,0.008090445520735704,24.614514699796352
MICROCHIP_SQUARE,short,100,MICROCHIP,3,43.585365295410156,65.46341323852539,0.5609756097560976,0.1331324647096752,24.450326873034967
PEBBLES_XL,long,50,PEBBLES,3,43.682926177978516,73.04878107706706,0.5365853658536586,0.12777261849917285,23.43961892476896
ROBOT_VACUUMING,short,1000,ROBOT,3,43.5121955871582,217.35772323608398,0.5365853658536586,0.35232544791549913,23.34800738823123
MICROCHIP_RECTANGLE,short,500,MICROCHIP,3,41.219512939453125,104.46341705322266,0.5609756097560976,0.24965121141751265,23.123141405059073
SLEEP_POD_LAMB_WOOL,short,1000,SLEEP,3,49.70731735229492,87.71545028686523,0.4634146341463415,0.30433023593563874,23.035098285209845
MICROCHIP_OVAL,short,100,MICROCHIP,3,33.46341323852539,57.235772450764976,0.6829268292682927,0.1475005754121709,22.853062699480756
OXYGEN_SHAKE_CHOCOLATE,long,200,OXYGEN,3,40.4878044128418,45.284552256266274,0.5609756097560976,0.11096124870121969,22.712670768179546
MICROCHIP_RECTANGLE,long,200,MICROCHIP,3,35.24390411376953,59.09756088256836,0.6341463414634146,0.184332117331937,22.349792852634337
SNACKPACK_CHOCOLATE,long,1000,SNACKPACK,3,36.39024353027344,75.17073059082031,0.6097560975609756,0.45619344568211057,22.18917288431307
SNACKPACK_CHOCOLATE,long,500,SNACKPACK,3,35.92683029174805,41.36585362752279,0.6097560975609756,0.32731766661997247,21.906603836431735
PANEL_1X2,long,500,PANEL,3,41.04878234863281,57.76422882080078,0.5121951219512195,0.14397633421200126,21.02498608100705
OXYGEN_SHAKE_CHOCOLATE,short,1000,OXYGEN,3,38.219512939453125,133.78048706054688,0.5365853658536586,0.2847930517695118,20.508031333365093
TRANSLATOR_SPACE_GRAY,long,500,TRANSLATOR,3,34.75609588623047,127.29268137613933,0.5853658536585366,0.36474806370029805,20.34503173828125
SNACKPACK_STRAWBERRY,short,500,SNACKPACK,3,34.39024353027344,70.24390284220378,0.5853658536585366,0.290137163371413,20.130874261623475
SNACKPACK_PISTACHIO,short,1000,SNACKPACK,3,30.463415145874023,50.02439053853353,0.6585365853658537,0.20538803634335956,20.061273388746308
GALAXY_SOUNDS_BLACK_HOLES,long,200,GALAXY,3,31.731706619262695,52.82113838195801,0.6097560975609756,0.05426372282837294,19.3486015971114
TRANSLATOR_ECLIPSE_CHARCOAL,long,200,TRANSLATOR,3,32.780487060546875,42.74796803792318,0.5853658536585366,0.14149001657654994,19.188577791539632
PEBBLES_XS,long,100,PEBBLES,3,28.926828384399414,33.48780377705892,0.6585365853658537,0.09119802341533785,19.049374789726443
PEBBLES_S,long,200,PEBBLES,3,37.121952056884766,98.50406265258789,0.5121951219512195,0.20001660003521973,19.013682760843416
OXYGEN_SHAKE_MORNING_BREATH,long,1000,OXYGEN,3,37.07316970825195,70.30081303914388,0.5121951219512195,0.3591540224304534,18.988696679836366
TRANSLATOR_VOID_BLUE,short,1000,TRANSLATOR,3,42.29268264770508,128.5691006978353,0.43902439024390244,0.3903982553208843,18.567519211187594
ROBOT_LAUNDRY,short,1000,ROBOT,3,46.92683029174805,59.69918568929037,0.3902439024390244,0.35527601369050466,18.31290938214558
SLEEP_POD_NYLON,long,200,SLEEP,3,31.634145736694336,37.92682965596517,0.5609756097560976,0.18336178768598602,17.745984193755362
OXYGEN_SHAKE_CHOCOLATE,long,100,OXYGEN,3,27.365854263305664,28.967479705810547,0.6341463414634146,0.054863563005649374,17.353956362096277
UV_VISOR_RED,short,200,UV,3,33.82926940917969,78.52845509847005,0.5121951219512195,0.21691510385788407,17.32718677055545
UV_VISOR_RED,short,100,UV,3,30.829267501831055,37.15447171529134,0.5609756097560976,0.18467798398862412,17.29446713517352
OXYGEN_SHAKE_GARLIC,short,500,OXYGEN,3,35.34146499633789,73.75609970092773,0.4878048780487805,0.29718597665040036,17.23973902260385
PEBBLES_XS,long,50,PEBBLES,3,26.585365295410156,31.878048578898113,0.6341463414634146,0.08143991871439023,16.85901213855278
UV_VISOR_MAGENTA,long,200,UV,3,24.170732498168945,75.90243848164876,0.6829268292682927,0.12942309829392906,16.5068417060666
UV_VISOR_YELLOW,short,500,UV,3,33.75609588623047,213.1544672648112,0.4878048780487805,0.32626844200602795,16.466388237185594
MICROCHIP_SQUARE,short,50,MICROCHIP,3,25.707317352294922,43.040650049845375,0.6341463414634146,0.12551258234684057,16.30220124779678
TRANSLATOR_VOID_BLUE,short,200,TRANSLATOR,3,33.17073059082031,39.569105784098305,0.4878048780487805,0.159596542934245,16.180844190644056
GALAXY_SOUNDS_SOLAR_WINDS,long,500,GALAXY,3,35.39024353027344,147.67479451497397,0.43902439024390244,0.30268420069944096,15.53718008646151
SLEEP_POD_COTTON,short,200,SLEEP,3,35.14634323120117,49.910569508870445,0.43902439024390244,-0.02502331649246455,15.430101906381003
MICROCHIP_CIRCLE,long,200,MICROCHIP,3,26.317073822021484,36.512194315592446,0.5853658536585366,0.09112239792265098,15.405116383622332
ROBOT_MOPPING,long,200,ROBOT,3,28.707317352294922,47.13821283976237,0.5365853658536586,0.11768465389583638,15.403926384158252
ROBOT_DISHES,long,100,ROBOT,3,31.512195587158203,53.53658548990885,0.4878048780487805,0.18784648595214867,15.371802725443025
TRANSLATOR_VOID_BLUE,short,500,TRANSLATOR,3,29.292682647705078,72.34146372477214,0.5121951219512195,0.24788153558714432,15.003569161019675
PANEL_1X2,short,500,PANEL,3,31.975608825683594,89.0081303914388,0.4634146341463415,0.14393551552275075,14.81796506556069
TRANSLATOR_SPACE_GRAY,long,200,TRANSLATOR,3,24.268293380737305,55.06504122416178,0.6097560975609756,0.23509257253381363,14.797739866303234
SLEEP_POD_LAMB_WOOL,short,500,SLEEP,3,28.487804412841797,48.910569508870445,0.5121951219512195,0.20315828825948742,14.591314455357994
UV_VISOR_ORANGE,short,200,UV,3,25.926828384399414,47.26829210917155,0.5609756097560976,-0.04744991020305667,14.54431836198016
GALAXY_SOUNDS_BLACK_HOLES,long,100,GALAXY,3,23.7560977935791,33.853659311930336,0.6097560975609756,0.07210076277940035,14.485425483889696
