source_product,feature,mean_importance,min_importance
MICROCHIP_RECTANGLE,spread,1.8442000113819897e-07,0.0
TRANSLATOR_GRAPHITE_MIST,ret1,1.675765570228942e-07,0.0
PANEL_2X2,spread,1.6495655008238213e-07,0.0
GALAXY_SOUNDS_SOLAR_FLAMES,spread,1.5936534891332586e-07,0.0
SLEEP_POD_LAMB_WOOL,ret1,1.5391164523354823e-07,0.0
UV_VISOR_ORANGE,spread,1.505806026555159e-07,0.0
SLEEP_POD_COTTON,ret1,1.338591360942605e-07,0.0
GALAXY_SOUNDS_SOLAR_WINDS,spread,1.2116389006256647e-07,0.0
UV_VISOR_MAGENTA,spread,1.1736978225598674e-07,0.0
OXYGEN_SHAKE_MINT,spread,1.1639438251168748e-07,0.0
SNACKPACK_CHOCOLATE,ret1,1.1217959780789453e-07,0.0
GALAXY_SOUNDS_PLANETARY_RINGS,ret1,1.0817761718996326e-07,0.0
PANEL_1X4,spread,8.89913494264233e-08,0.0
SLEEP_POD_SUEDE,ret10,8.209792434422276e-08,0.0
TRANSLATOR_VOID_BLUE,ret1,8.09148366464265e-08,0.0
PEBBLES_L,ret1,7.688979760313461e-08,0.0
ROBOT_DISHES,spread,7.129681769830181e-08,0.0
TRANSLATOR_SPACE_GRAY,ret1,6.930196756802475e-08,0.0
SLEEP_POD_NYLON,spread,6.660645271787876e-08,0.0
PANEL_2X2,ret1,4.795155910521074e-08,0.0
GALAXY_SOUNDS_BLACK_HOLES,ret1,3.6498911657861065e-08,0.0
GALAXY_SOUNDS_SOLAR_FLAMES,ret1,2.8695082947519122e-08,0.0
SNACKPACK_RASPBERRY,ret1,2.675731670880624e-08,0.0
PEBBLES_S,ret1,1.8286197015693845e-08,0.0
OXYGEN_SHAKE_MINT,ret1,1.5830710459775507e-08,0.0
GALAXY_SOUNDS_BLACK_HOLES,imbalance1,0.0,0.0
GALAXY_SOUNDS_BLACK_HOLES,imbalance3,0.0,0.0
GALAXY_SOUNDS_BLACK_HOLES,micro_minus_mid,0.0,0.0
GALAXY_SOUNDS_BLACK_HOLES,spread,0.0,0.0
GALAXY_SOUNDS_DARK_MATTER,imbalance1,0.0,0.0
GALAXY_SOUNDS_DARK_MATTER,imbalance3,0.0,0.0
GALAXY_SOUNDS_DARK_MATTER,micro_minus_mid,0.0,0.0
GALAXY_SOUNDS_DARK_MATTER,spread,0.0,0.0
GALAXY_SOUNDS_PLANETARY_RINGS,imbalance1,0.0,0.0
GALAXY_SOUNDS_PLANETARY_RINGS,imbalance3,0.0,0.0
GALAXY_SOUNDS_PLANETARY_RINGS,micro_minus_mid,0.0,0.0
GALAXY_SOUNDS_SOLAR_FLAMES,imbalance1,0.0,0.0
GALAXY_SOUNDS_SOLAR_FLAMES,imbalance3,0.0,0.0
GALAXY_SOUNDS_SOLAR_FLAMES,micro_minus_mid,0.0,0.0
GALAXY_SOUNDS_SOLAR_WINDS,imbalance1,0.0,0.0
GALAXY_SOUNDS_SOLAR_WINDS,imbalance3,0.0,0.0
GALAXY_SOUNDS_SOLAR_WINDS,micro_minus_mid,0.0,0.0
GALAXY_SOUNDS_SOLAR_WINDS,ret1,0.0,0.0
MICROCHIP_CIRCLE,imbalance1,0.0,0.0
MICROCHIP_CIRCLE,imbalance3,0.0,0.0
MICROCHIP_CIRCLE,micro_minus_mid,0.0,0.0
MICROCHIP_OVAL,imbalance1,0.0,0.0
MICROCHIP_OVAL,imbalance3,0.0,0.0
MICROCHIP_OVAL,micro_minus_mid,0.0,0.0
MICROCHIP_OVAL,ret1,0.0,0.0
MICROCHIP_OVAL,spread,0.0,0.0
MICROCHIP_RECTANGLE,imbalance1,0.0,0.0
MICROCHIP_RECTANGLE,imbalance3,0.0,0.0
MICROCHIP_RECTANGLE,micro_minus_mid,0.0,0.0
MICROCHIP_RECTANGLE,ret1,0.0,0.0
MICROCHIP_SQUARE,imbalance1,0.0,0.0
MICROCHIP_SQUARE,imbalance3,0.0,0.0
MICROCHIP_SQUARE,micro_minus_mid,0.0,0.0
MICROCHIP_SQUARE,ret1,0.0,0.0
MICROCHIP_TRIANGLE,imbalance1,0.0,0.0
MICROCHIP_TRIANGLE,imbalance3,0.0,0.0
MICROCHIP_TRIANGLE,micro_minus_mid,0.0,0.0
MICROCHIP_TRIANGLE,ret10,0.0,0.0
MICROCHIP_TRIANGLE,spread,0.0,0.0
OXYGEN_SHAKE_CHOCOLATE,imbalance1,0.0,0.0
OXYGEN_SHAKE_CHOCOLATE,imbalance3,0.0,0.0
OXYGEN_SHAKE_CHOCOLATE,micro_minus_mid,0.0,0.0
OXYGEN_SHAKE_CHOCOLATE,ret1,0.0,0.0
OXYGEN_SHAKE_CHOCOLATE,spread,0.0,0.0
OXYGEN_SHAKE_EVENING_BREATH,imbalance1,0.0,0.0
